exonID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name
ENSMUSE00000102087,12.9909327201253,2.1394526792413,0.666808075193302,3.20849845530303,0.00133430025953782,0.0116663279287168,Nmrk2
ENSMUSE00000109894,2.28644961365946,3.7343676515545,1.89011453669727,1.97573616786198,0.0481846663178568,0.1992604461946,Vmo1
ENSMUSE00000123611,11.675101666649,2.28612366401162,0.750274533153463,3.04704953052699,0.00231099626012995,0.0183034055939968,Xpo7
ENSMUSE00000134156,258.948567420878,0.764971356467452,0.251405207983413,3.04278245706796,0.00234401719388781,0.0184851190099098,Hsd11b1
ENSMUSE00000136286,38.5957690154698,2.06471212144843,0.453904002674276,4.54878588706803,5.39563060808536e-06,0.000107304377438614,Paqr4
ENSMUSE00000138681,70.3665464739789,1.97762644734279,0.378923861005537,5.2190602146163,1.79833294390385e-07,5.12243899490112e-06,Pigf
ENSMUSE00000147002,8.26805778257972,2.00826817845772,0.734481578120293,2.73426623387525,0.00625194709580073,0.0408505360417374,Sfxn4
ENSMUSE00000182569,2.77881101174213,4.86732563430792,1.65554098880525,2.94002121797087,0.00328189771998442,0.0243537294852033,Extl1
ENSMUSE00000196464,20.6555457009289,1.14197159046267,0.514094467858476,2.22132635509519,0.0263288650568979,0.126698251646436,Art4
ENSMUSE00000197696,9.47020710701034,1.66506017845358,0.756760458250127,2.20024733097674,0.0277893518690756,0.132266745633663,Ccnd2
ENSMUSE00000198560,45.9271873430963,0.903480170567525,0.447507732819459,2.01891521488417,0.0434960325578183,0.185192527877546,Qpctl
ENSMUSE00000219302,34.9100990800372,3.32851996713082,0.508904746610175,6.54055594745807,6.12905629681479e-11,3.47355532510675e-09,Trip4
ENSMUSE00000219801,42.0638978319389,3.73579842616576,0.59941487743603,6.23240858175804,4.59317591337022e-10,2.2132228255702e-08,Trim42
ENSMUSE00000221855,5.46480442318614,1.85308900376948,0.931564988429716,1.98922139280172,0.0466767716327694,0.195089999281326,Crtap
ENSMUSE00000222185,17.7896044250604,2.93335382667898,0.6024717587155,4.86886527749124,1.1224089310294e-06,2.65160019170618e-05,Tnfsf8
ENSMUSE00000226239,2550.61237570721,1.21575246062544,0.192084199061701,6.32926844875415,2.46326235820619e-10,1.26494468089385e-08,Angpt2
ENSMUSE00000240815,16.490178626389,2.63504184810725,0.592604221171444,4.44654586310299,8.72620435570475e-06,0.000160685561014644,Tstd3
ENSMUSE00000247114,47.2039779269773,0.969715140834047,0.493944485153352,1.96320673675096,0.0496221569009471,0.202752017998715,Slc25a29
ENSMUSE00000260569,13.1405001598248,2.08333958044449,0.672727383441598,3.09685562342707,0.0019558510651581,0.0160368058101194,Crygn
ENSMUSE00000274273,30.8114941682297,1.04787339709972,0.422160973091759,2.48216548636759,0.013058661348724,0.0736645888769177,Lrrc34
ENSMUSE00000276779,45.5166301236228,1.44539294007009,0.57433011769971,2.51665879174009,0.0118473500691676,0.0683111834773619,4921507P07Rik
ENSMUSE00000283485,20.4121928113161,1.32950419004031,0.528338082314407,2.51638909733018,0.0118564207904476,0.0683274660726635,Itih2
ENSMUSE00000288828,6.31471266053928,2.26297627298571,1.00852901554313,2.24383853920853,0.0248427917627877,0.121362419071627,Abi1
ENSMUSE00000288933,14.5694519006507,1.64950244216942,0.534567901384757,3.08567431358395,0.00203091142314649,0.0165529874414131,2600006K01Rik
ENSMUSE00000293112,3.14698400385936,3.67167703134172,1.22669952165243,2.99313480321226,0.00276127755634819,0.0211949852009379,Nrn1
ENSMUSE00000294713,42.6195966913155,1.6404049386123,0.576574663993903,2.84508675294419,0.0044399328908324,0.0309545157896269,Hnrnpab
ENSMUSE00000315219,13.0368550230234,1.45314801811043,0.569640878133143,2.55098970929327,0.0107417497449909,0.0634412844010318,Gnpnat1
ENSMUSE00000326613,417.211831528066,1.03074992070593,0.435859785009839,2.36486584942142,0.0180366029603256,0.0943944321435606,Lrrn3
ENSMUSE00000330981,498.925722241515,8.40414139522802,0.547728806614809,15.343617669425,3.90795399583577e-53,1.42484002688172e-49,Tnc
ENSMUSE00000335434,5.9197737049397,2.47506177990629,0.990136378420687,2.49971805283443,0.0124292182450185,0.0707644710066905,C1ql3
ENSMUSE00000336300,6.19550715684769,1.71652623281795,0.767175059998259,2.23746354948223,0.0252560590890661,0.122887355122867,Smpdl3b
ENSMUSE00000336892,8.75349788564143,1.39995949180779,0.704906786692583,1.98602073101947,0.0470310220436038,0.19627062919227,G0s2
ENSMUSE00000337750,52.4579848182457,3.91526889712515,0.523296789225939,7.4819279952331,7.32400737723023e-14,6.7708542385492e-12,Lurap1
ENSMUSE00000337960,4.0343565594754,4.4375694056973,1.5138695002048,2.93127604796646,0.00337572665667648,0.0249822044456883,Ccl3
ENSMUSE00000339896,182.163572913282,1.13657759384508,0.383638376979128,2.96262746911506,0.00305025484063312,0.0230094396185138,Ppm1e
ENSMUSE00000340228,12.3528629682263,3.72809205846207,0.854712840032524,4.36180654349384,1.28992904560228e-05,0.000224669488866206,Ddx28
ENSMUSE00000341513,4.2151680154787,3.96928645008187,1.45499521044644,2.72804090459098,0.00637117070337446,0.0413823427277375,Mepce
ENSMUSE00000344159,6.89050880827789,2.43972752074973,0.844555169497166,2.88877223047762,0.00386749099893268,0.0277940975994255,Padi1
ENSMUSE00000349659,21.914362037236,1.94299521424927,0.552536737287524,3.51649959745245,0.00043727732208808,0.00461673682335851,Dnajb7
ENSMUSE00000350205,39.8503605872107,2.20416894180729,0.517549343337258,4.25885757596441,2.05474329446764e-05,0.000341043735279014,Ddx19b
ENSMUSE00000357219,22.4753673984341,1.54004536815384,0.617846541052444,2.49260174788794,0.012681099171563,0.0719428748643965,Mfsd14a
ENSMUSE00000357642,40.3283931716711,5.93716915599099,0.73677093410309,8.05836506460263,7.73216100092721e-16,9.61072466228885e-14,Cdc23
ENSMUSE00000359588,16.1134493793958,1.61969674803186,0.737166329598625,2.19719306620225,0.0280066605991163,0.132901021098974,Hdhd5
ENSMUSE00000360312,111.651282362548,0.999264076494223,0.317768597231767,3.14462815142618,0.00166298057900916,0.0140569409375596,Tubb4a
ENSMUSE00000361602,33.1180294650229,0.831628188864444,0.42269148976263,1.96745903100973,0.0491303146319316,0.201646296977136,Slc26a1
