name,KO-24h_vs_KO-0h,KO-48h_vs_KO-0h,KO-6h_vs_KO-0h,WT-0h_vs_KO-0h,WT-24h_vs_KO-24h,WT-24h_vs_WT-0h,WT-48h_vs_KO-48h,WT-48h_vs_WT-0h,WT-6h_vs_KO-6h,WT-6h_vs_WT-0h
ENSMUSE00000098340,0.776211784476296,0.808434479048256,0.0775732752541955,0.962807089392451,0.0889573831001425,0.0437958864181824,0.567787901582606,0.389630471623059,0.316680254102013,0.417005337952653
ENSMUSE00000098418,0.607294425279728,0.187084989822809,0.996706384507996,0.932612754432263,0.173789640642275,0.407741181080929,0.996781609560483,0.215916998215037,0.899595875891132,0.946907781716
ENSMUSE00000099322,0.587642552218246,0.615769538135413,0.481936030599103,0.456789274699493,0.742796450426617,0.605635582272005,0.931760054769548,0.742856373171478,0.817101107705129,0.209347790701524
ENSMUSE00000099726,0.707071673253957,0.363606723004336,0.37212759196226,0.114210339205175,0.801876054465018,0.385270945530557,0.96088801945035,0.0171763846642604,0.478822136732845,0.0760911505602897
ENSMUSE00000099822,0.543777872873975,0.275444906886971,0.400624994230546,0.744221719060093,0.877277056550101,0.66157192784749,0.959079216664442,0.409630821043023,0.862742811079056,0.659588501999351
ENSMUSE00000100732,0.888864272991293,0.37184811114585,0.0867522419770746,0.4433236192521,0.332180996899666,0.686623728310678,0.670858559610664,0.767553561509309,0.417271265299951,0.0768986977822775
ENSMUSE00000100813,0.757494001574485,0.769185583622998,0.492660565944618,0.447854719772021,0.796385869742401,0.862704435015861,0.283461551657507,0.537164119273356,0.787531197747331,0.221091426100351
ENSMUSE00000101796,0.0521639506107803,0.434516851831974,0.0230154475602327,0.507685017430944,0.343576941357827,0.106608314253069,0.366784594307759,0.0193096157711317,0.502835129425287,0.0106692462849915
ENSMUSE00000102087,0.0774231538127114,0.00133250180830351,0.00706639541851765,0.362208477876665,0.00377236702524158,0.000490842734689278,0.0299991129055046,0.0494262572282773,0.178056622008303,0.000781326113038598
ENSMUSE00000102166,0.229572664985061,0.339676819742738,0.193580287934728,0.93051553543618,0.623349118538324,0.111506869938453,0.655178508934128,0.665064906251215,0.0960696332353937,0.680037043990881
