#Insert size (bp)	insert size
32.0	1.0
35.0	1.0
37.0	1.0
38.0	4.0
39.0	3.0
40.0	16.0
41.0	61.0
42.0	67.0
43.0	71.0
44.0	67.0
45.0	65.0
46.0	51.0
47.0	63.0
48.0	68.0
49.0	74.0
50.0	79.0
51.0	60.0
52.0	69.0
53.0	54.0
54.0	51.0
55.0	59.0
56.0	66.0
57.0	72.0
58.0	75.0
59.0	68.0
60.0	76.0
61.0	61.0
62.0	59.0
63.0	63.0
64.0	62.0
65.0	54.0
66.0	64.0
67.0	67.0
68.0	58.0
69.0	51.0
70.0	53.0
71.0	59.0
72.0	74.0
73.0	49.0
74.0	55.0
75.0	84.0
76.0	74.0
77.0	84.0
78.0	69.0
79.0	94.0
80.0	94.0
81.0	86.0
82.0	116.0
83.0	113.0
84.0	91.0
85.0	150.0
86.0	134.0
87.0	146.0
88.0	160.0
89.0	170.0
90.0	188.0
91.0	225.0
92.0	246.0
93.0	258.0
94.0	319.0
95.0	346.0
96.0	418.0
97.0	411.0
98.0	476.0
99.0	543.0
100.0	609.0
101.0	665.0
102.0	728.0
103.0	802.0
104.0	898.0
105.0	1048.0
106.0	1148.0
107.0	1282.0
108.0	1379.0
109.0	1472.0
110.0	1679.0
111.0	1728.0
112.0	1870.0
113.0	2091.0
114.0	2276.0
115.0	2486.0
116.0	2605.0
117.0	2865.0
118.0	3154.0
119.0	3289.0
120.0	3484.0
121.0	3745.0
122.0	3930.0
123.0	4188.0
124.0	4452.0
125.0	4767.0
126.0	4944.0
127.0	5172.0
128.0	5511.0
129.0	5890.0
130.0	5996.0
131.0	6327.0
132.0	6438.0
133.0	6749.0
134.0	6983.0
135.0	7465.0
136.0	7624.0
137.0	7857.0
138.0	8225.0
139.0	8513.0
140.0	8736.0
141.0	9028.0
142.0	9453.0
143.0	9656.0
144.0	9843.0
145.0	10184.0
146.0	10270.0
147.0	10504.0
148.0	11092.0
149.0	11188.0
150.0	11333.0
151.0	11717.0
152.0	11813.0
153.0	11934.0
154.0	12153.0
155.0	12502.0
156.0	12560.0
157.0	12818.0
158.0	12951.0
159.0	13418.0
160.0	13290.0
161.0	13732.0
162.0	13644.0
163.0	13866.0
164.0	14008.0
165.0	14355.0
166.0	14249.0
167.0	14443.0
168.0	14378.0
169.0	14656.0
170.0	14840.0
171.0	14766.0
172.0	14927.0
173.0	14923.0
174.0	15073.0
175.0	15091.0
176.0	15119.0
177.0	15074.0
178.0	15282.0
179.0	15401.0
180.0	15314.0
181.0	15512.0
182.0	15486.0
183.0	15233.0
184.0	15450.0
185.0	15277.0
186.0	15339.0
187.0	15248.0
188.0	15479.0
189.0	15353.0
190.0	15226.0
191.0	15408.0
192.0	15308.0
193.0	15320.0
194.0	15201.0
195.0	15045.0
196.0	15134.0
197.0	14955.0
198.0	14784.0
199.0	14971.0
200.0	14729.0
201.0	14761.0
202.0	14730.0
203.0	14571.0
204.0	14620.0
205.0	14368.0
206.0	14617.0
207.0	14425.0
208.0	14269.0
209.0	13923.0
210.0	14060.0
211.0	13874.0
212.0	13780.0
213.0	13604.0
214.0	13524.0
215.0	13532.0
216.0	13460.0
217.0	13151.0
218.0	13254.0
219.0	12964.0
220.0	12886.0
221.0	12727.0
222.0	12730.0
223.0	12481.0
224.0	12479.0
