#Mapping quality	mapping quality
0.0	129175.0
1.0	4488051.0
2.0	30740.0
3.0	37157.0
4.0	16425.0
5.0	8919.0
6.0	129871.0
7.0	76080.0
8.0	62877.0
9.0	17437.0
10.0	18691.0
11.0	59685.0
12.0	135518.0
13.0	10743.0
14.0	30126.0
15.0	77976.0
16.0	50347.0
17.0	107208.0
18.0	112761.0
19.0	16714.0
20.0	28427.0
21.0	174780.0
22.0	50355.0
23.0	270000.0
24.0	456470.0
25.0	76121.0
26.0	57873.0
27.0	54296.0
28.0	76631.0
29.0	63477.0
30.0	643203.0
31.0	565973.0
32.0	727827.0
33.0	353706.0
34.0	635539.0
35.0	453308.0
36.0	439071.0
37.0	388661.0
38.0	470585.0
39.0	317338.0
40.0	1463417.0
41.0	2198022.0
42.0	8.8713378E7
