ID,count
ENSMUSE00000858910,9
ENSMUSE00000863980,6
ENSMUSE00000485541,292
ENSMUSE00001343189,1
ENSMUSE00001343686,4
ENSMUSE00001337180,0
ENSMUSE00001345667,2
ENSMUSE00001343966,2
ENSMUSE00001337496,10
ENSMUSE00000846843,0
ENSMUSE00001344134,55
ENSMUSE00001340315,1
ENSMUSE00001378580,348
ENSMUSE00001342598,7
ENSMUSE00001379779,108
ENSMUSE00001403780,106
ENSMUSE00001396015,14
ENSMUSE00001340813,2
ENSMUSE00000471383,3
ENSMUSE00001346369,3
ENSMUSE00001341878,3
ENSMUSE00000436360,3
ENSMUSE00001339744,1
ENSMUSE00001338503,3
ENSMUSE00001338470,1
ENSMUSE00000231976,3
ENSMUSE00001344451,0
ENSMUSE00001340102,2
ENSMUSE00001304409,66
ENSMUSE00001342057,8
ENSMUSE00000846510,1
ENSMUSE00001345430,6
ENSMUSE00000450421,395
ENSMUSE00001229301,395
ENSMUSE00000789568,367
ENSMUSE00001246843,301
ENSMUSE00001343760,45
ENSMUSE00001266256,156
ENSMUSE00000727986,33
ENSMUSE00000491965,3
ENSMUSE00001344247,0
ENSMUSE00000814493,69
ENSMUSE00001258222,117
ENSMUSE00001235188,66
ENSMUSE00001288384,67
ENSMUSE00001269943,62
ENSMUSE00000898244,0
ENSMUSE00001338399,0
ENSMUSE00000815609,7
ENSMUSE00001345632,2
ENSMUSE00001341829,0
ENSMUSE00000945922,0
ENSMUSE00001344175,2
ENSMUSE00000230695,3
ENSMUSE00001336803,1
ENSMUSE00001343562,34
ENSMUSE00000850919,19
ENSMUSE00000630867,0
ENSMUSE00001343653,0
ENSMUSE00001345117,36
ENSMUSE00001343905,2
ENSMUSE00001229435,0
ENSMUSE00001340227,0
ENSMUSE00001116424,164
ENSMUSE00001345075,97
ENSMUSE00001340075,97
ENSMUSE00001341418,12
ENSMUSE00001340185,0
ENSMUSE00000766828,751
ENSMUSE00000805330,751
ENSMUSE00001283395,95
ENSMUSE00000229712,382
ENSMUSE00001338148,1
ENSMUSE00000837222,1
ENSMUSE00001342882,5
ENSMUSE00001089168,0
ENSMUSE00001337805,4
ENSMUSE00000710157,2
ENSMUSE00000727604,0
ENSMUSE00001343882,4
ENSMUSE00000535591,2
ENSMUSE00001341429,0
ENSMUSE00001345729,2
ENSMUSE00000633382,4
ENSMUSE00001338516,0
ENSMUSE00001346128,2
ENSMUSE00000703062,36
ENSMUSE00000703061,34
ENSMUSE00001332771,0
ENSMUSE00000703041,22
ENSMUSE00000553770,19
ENSMUSE00000863091,4
ENSMUSE00000854215,1
ENSMUSE00000373485,396
ENSMUSE00000398161,0
ENSMUSE00000847426,0
ENSMUSE00001269731,235
ENSMUSE00001211290,154
ENSMUSE00001225956,104
ENSMUSE00001273290,229
ENSMUSE00000946085,21
ENSMUSE00001317570,10
ENSMUSE00000630817,3
ENSMUSE00000820108,13
ENSMUSE00001371120,25
ENSMUSE00001225112,25
ENSMUSE00000829416,7
ENSMUSE00001092805,0
ENSMUSE00000827356,288
ENSMUSE00001214903,203
ENSMUSE00001321600,238
ENSMUSE00001218429,189
ENSMUSE00001236438,186
ENSMUSE00001336116,28
ENSMUSE00001336901,1
ENSMUSE00000553482,2842
ENSMUSE00001321552,91
ENSMUSE00000809317,162
ENSMUSE00000752865,99
ENSMUSE00000827254,16
ENSMUSE00001343502,57
ENSMUSE00001321068,55
ENSMUSE00001319304,120
ENSMUSE00000411242,297
ENSMUSE00001341523,6
ENSMUSE00000802675,9
ENSMUSE00000711495,1
ENSMUSE00000970315,1
ENSMUSE00000780418,85
ENSMUSE00001346299,3
ENSMUSE00000664283,0
ENSMUSE00001319129,0
ENSMUSE00001343232,3
ENSMUSE00001320137,2
ENSMUSE00001318984,2
ENSMUSE00001330589,58
ENSMUSE00001327733,58
ENSMUSE00000837368,26
ENSMUSE00001329849,10
ENSMUSE00001344775,0
ENSMUSE00000702730,13
ENSMUSE00000458590,5168
ENSMUSE00000386648,5185
ENSMUSE00001326959,17
ENSMUSE00000832566,28
ENSMUSE00000740838,42
ENSMUSE00001341133,33
ENSMUSE00001221147,2065
ENSMUSE00001343194,37
ENSMUSE00001338285,12
ENSMUSE00001343404,56
ENSMUSE00000846292,7
ENSMUSE00001339750,156
ENSMUSE00001338642,88
ENSMUSE00001320670,1
ENSMUSE00001334220,222
ENSMUSE00001325639,30
ENSMUSE00000387757,96
ENSMUSE00000154319,428
ENSMUSE00000783451,72
ENSMUSE00001339140,30
ENSMUSE00000664333,0
ENSMUSE00001100838,2
ENSMUSE00001342318,3
ENSMUSE00001337866,0
ENSMUSE00001287047,75
ENSMUSE00000911018,75
ENSMUSE00000154295,75
ENSMUSE00000496745,69
ENSMUSE00000488844,16
ENSMUSE00001346020,1
ENSMUSE00001320993,7
ENSMUSE00000154271,0
ENSMUSE00001335633,0
ENSMUSE00001328462,0
ENSMUSE00001320360,0
