#Mapping quality	mapping quality
0.0	138751.0
1.0	4099030.0
2.0	31955.0
3.0	42597.0
4.0	17956.0
5.0	11283.0
6.0	145790.0
7.0	80183.0
8.0	69531.0
9.0	20944.0
10.0	21199.0
11.0	63931.0
12.0	149657.0
13.0	12391.0
14.0	36619.0
15.0	83066.0
16.0	51236.0
17.0	116601.0
18.0	130849.0
19.0	23582.0
20.0	33077.0
21.0	178849.0
22.0	59524.0
23.0	277977.0
24.0	479057.0
25.0	93401.0
26.0	71158.0
27.0	66903.0
28.0	91498.0
29.0	81980.0
30.0	613685.0
31.0	526099.0
32.0	667850.0
33.0	405508.0
34.0	554892.0
35.0	443624.0
36.0	473368.0
37.0	432388.0
38.0	512396.0
39.0	411783.0
40.0	1815073.0
41.0	3100029.0
42.0	8.7095981E7
