#Mapping quality	mapping quality
0.0	483878.0
1.0	1.3547849E7
2.0	107476.0
3.0	125705.0
4.0	58064.0
5.0	35802.0
6.0	355078.0
7.0	190241.0
8.0	176616.0
9.0	64121.0
10.0	69587.0
11.0	177520.0
12.0	389274.0
13.0	39365.0
14.0	106145.0
15.0	259904.0
16.0	189706.0
17.0	319018.0
18.0	313746.0
19.0	65919.0
20.0	105166.0
21.0	602170.0
22.0	173797.0
23.0	658700.0
24.0	1047062.0
25.0	250501.0
26.0	214673.0
27.0	209914.0
28.0	330768.0
29.0	255113.0
30.0	1725694.0
31.0	1564112.0
32.0	1913429.0
33.0	1137923.0
34.0	1651046.0
35.0	1337859.0
36.0	1516979.0
37.0	1441701.0
38.0	1840204.0
39.0	1516265.0
40.0	4178115.0
41.0	9498880.0
42.0	2.25952723E8
