#Mapping quality	mapping quality
0.0	194404.0
1.0	7687972.0
2.0	48590.0
3.0	57030.0
4.0	28110.0
5.0	16482.0
6.0	204442.0
7.0	101683.0
8.0	84745.0
9.0	31658.0
10.0	35579.0
11.0	91178.0
12.0	206355.0
13.0	19477.0
14.0	55552.0
15.0	131291.0
16.0	97822.0
17.0	162610.0
18.0	165074.0
19.0	34767.0
20.0	54252.0
21.0	293909.0
22.0	83341.0
23.0	308695.0
24.0	519112.0
25.0	129041.0
26.0	111854.0
27.0	110040.0
28.0	169817.0
29.0	126720.0
30.0	967725.0
31.0	860969.0
32.0	1029672.0
33.0	589405.0
34.0	905441.0
35.0	715179.0
36.0	819811.0
37.0	782939.0
38.0	1016022.0
39.0	869717.0
40.0	2079188.0
41.0	5141344.0
42.0	1.27431229E8
