#Mapping quality	mapping quality
0.0	334185.0
1.0	1.4664128E7
2.0	91716.0
3.0	86744.0
4.0	44990.0
5.0	29431.0
6.0	359625.0
7.0	181377.0
8.0	121719.0
9.0	53946.0
10.0	55653.0
11.0	143279.0
12.0	351402.0
13.0	33845.0
14.0	86603.0
15.0	209463.0
16.0	152043.0
17.0	264639.0
18.0	267776.0
19.0	63428.0
20.0	95869.0
21.0	404501.0
22.0	140542.0
23.0	463785.0
24.0	751025.0
25.0	213228.0
26.0	189705.0
27.0	188708.0
28.0	271088.0
29.0	223691.0
30.0	1751379.0
31.0	1491599.0
32.0	1678231.0
33.0	834105.0
34.0	1615536.0
35.0	1169616.0
36.0	1174961.0
37.0	1157173.0
38.0	1473768.0
39.0	1451384.0
40.0	3390906.0
41.0	9297585.0
42.0	1.66565129E8
