#Mapping quality	mapping quality
0.0	162664.0
1.0	5345929.0
2.0	39635.0
3.0	46210.0
4.0	23499.0
5.0	15186.0
6.0	141289.0
7.0	86091.0
8.0	76970.0
9.0	26612.0
10.0	26638.0
11.0	68895.0
12.0	160522.0
13.0	15975.0
14.0	44033.0
15.0	101236.0
16.0	69365.0
17.0	133858.0
18.0	131078.0
19.0	28634.0
20.0	42028.0
21.0	214206.0
22.0	66745.0
23.0	293420.0
24.0	475654.0
25.0	103739.0
26.0	84197.0
27.0	83500.0
28.0	118300.0
29.0	101621.0
30.0	752890.0
31.0	644882.0
32.0	794948.0
33.0	471982.0
34.0	695571.0
35.0	541131.0
36.0	580570.0
37.0	541297.0
38.0	672261.0
39.0	547431.0
40.0	1841163.0
41.0	3648572.0
42.0	1.02668395E8
