#Insert size (bp)	insert size
32.0	1.0
34.0	1.0
35.0	1.0
36.0	1.0
37.0	1.0
39.0	4.0
40.0	29.0
41.0	390.0
42.0	381.0
43.0	355.0
44.0	377.0
45.0	309.0
46.0	309.0
47.0	342.0
48.0	309.0
49.0	348.0
50.0	335.0
51.0	314.0
52.0	255.0
53.0	271.0
54.0	368.0
55.0	295.0
56.0	292.0
57.0	272.0
58.0	292.0
59.0	276.0
60.0	252.0
61.0	303.0
62.0	309.0
63.0	274.0
64.0	269.0
65.0	267.0
66.0	299.0
67.0	302.0
68.0	323.0
69.0	354.0
70.0	294.0
71.0	287.0
72.0	262.0
73.0	271.0
74.0	307.0
75.0	287.0
76.0	292.0
77.0	360.0
78.0	323.0
79.0	321.0
80.0	319.0
81.0	310.0
82.0	314.0
83.0	394.0
84.0	473.0
85.0	498.0
86.0	578.0
87.0	575.0
88.0	593.0
89.0	673.0
90.0	739.0
91.0	796.0
92.0	956.0
93.0	1097.0
94.0	1199.0
95.0	1376.0
96.0	1623.0
97.0	1705.0
98.0	1890.0
99.0	2036.0
100.0	2554.0
101.0	2891.0
102.0	3338.0
103.0	3149.0
104.0	3586.0
105.0	3753.0
106.0	4227.0
107.0	4766.0
108.0	5150.0
109.0	5561.0
110.0	6198.0
111.0	6453.0
112.0	6946.0
113.0	7180.0
114.0	8099.0
115.0	8554.0
116.0	9088.0
117.0	9425.0
118.0	10051.0
119.0	10524.0
120.0	11221.0
121.0	12207.0
122.0	12998.0
123.0	13498.0
124.0	14189.0
125.0	14506.0
126.0	15680.0
127.0	16395.0
128.0	17180.0
129.0	18469.0
130.0	18939.0
131.0	19808.0
132.0	20810.0
133.0	21093.0
134.0	22274.0
135.0	22930.0
136.0	23927.0
137.0	24990.0
138.0	25766.0
139.0	26298.0
140.0	26553.0
141.0	27245.0
142.0	28483.0
143.0	28943.0
144.0	30227.0
145.0	30312.0
146.0	30889.0
147.0	32220.0
148.0	33296.0
149.0	33966.0
150.0	34620.0
151.0	33879.0
152.0	35179.0
153.0	35513.0
154.0	36294.0
155.0	37767.0
156.0	38512.0
157.0	39076.0
158.0	39051.0
159.0	40061.0
160.0	40123.0
161.0	40455.0
162.0	41179.0
163.0	39969.0
164.0	40450.0
165.0	41317.0
166.0	41493.0
167.0	43368.0
168.0	42328.0
169.0	42972.0
170.0	42376.0
171.0	43551.0
172.0	43886.0
173.0	44019.0
174.0	44280.0
175.0	43334.0
176.0	43187.0
177.0	43211.0
178.0	44333.0
179.0	44242.0
180.0	42638.0
181.0	44699.0
182.0	43031.0
183.0	43678.0
184.0	43885.0
185.0	43326.0
186.0	42998.0
187.0	43525.0
188.0	44748.0
189.0	45023.0
190.0	44767.0
191.0	45527.0
192.0	43029.0
193.0	42726.0
194.0	43740.0
195.0	43756.0
196.0	43204.0
197.0	43653.0
198.0	43476.0
199.0	42760.0
200.0	42696.0
201.0	42320.0
202.0	41828.0
203.0	41923.0
204.0	41628.0
205.0	40953.0
206.0	39278.0
207.0	39202.0
208.0	38373.0
209.0	39103.0
210.0	38949.0
211.0	39647.0
212.0	38514.0
213.0	38616.0
214.0	38529.0
215.0	38393.0
216.0	38154.0
217.0	37663.0
218.0	37540.0
219.0	36570.0
220.0	37145.0
221.0	36380.0
222.0	36732.0
223.0	35891.0
224.0	35976.0
225.0	36168.0
226.0	35976.0
227.0	35226.0
228.0	35377.0
229.0	33872.0
230.0	33374.0
231.0	33205.0
232.0	33345.0
233.0	33803.0
234.0	33893.0
235.0	34141.0
236.0	33350.0
237.0	33380.0
238.0	32345.0
239.0	31250.0
240.0	30987.0
241.0	30677.0
242.0	30341.0
243.0	30642.0
244.0	29834.0
245.0	29545.0
246.0	28406.0
247.0	28749.0
248.0	28466.0
249.0	28512.0
250.0	28307.0
251.0	28145.0
252.0	28260.0
253.0	27757.0
254.0	27422.0
255.0	26655.0
256.0	25885.0
257.0	25583.0
258.0	25602.0
259.0	25710.0
260.0	26460.0
261.0	26573.0
262.0	25635.0
263.0	25010.0
264.0	23968.0
265.0	24158.0
266.0	23599.0
267.0	22923.0
268.0	22875.0
269.0	22795.0
270.0	22508.0
271.0	22321.0
272.0	22033.0
273.0	21640.0
274.0	21332.0
275.0	22001.0
276.0	21909.0
277.0	21430.0
278.0	21009.0
279.0	21013.0
280.0	20465.0
281.0	20772.0
282.0	20624.0
283.0	19777.0
284.0	19505.0
285.0	19541.0
286.0	19205.0
287.0	18934.0
288.0	18945.0
289.0	18713.0
290.0	17650.0
291.0	17846.0
292.0	17424.0
293.0	17505.0
294.0	17314.0
295.0	17234.0
296.0	17429.0
297.0	16802.0
298.0	16343.0
299.0	16154.0
300.0	15837.0
301.0	15790.0
302.0	15554.0
303.0	15462.0
304.0	14973.0
305.0	14944.0
306.0	14819.0
307.0	15056.0
308.0	14635.0
309.0	14290.0
310.0	14050.0
311.0	14055.0
312.0	14278.0
313.0	13821.0
314.0	13799.0
315.0	13477.0
316.0	13411.0
317.0	13201.0
318.0	13253.0
319.0	13320.0
320.0	13145.0
321.0	13247.0
322.0	12601.0
323.0	12916.0
324.0	12265.0
325.0	12190.0
326.0	12141.0
327.0	12374.0
328.0	11859.0
329.0	11497.0
330.0	11456.0
331.0	11172.0
332.0	11070.0
333.0	11280.0
334.0	11114.0
335.0	10966.0
336.0	10892.0
337.0	10855.0
338.0	10375.0
339.0	10373.0
340.0	10216.0
341.0	10313.0
342.0	9928.0
343.0	9660.0
344.0	9653.0
345.0	9643.0
346.0	9425.0
347.0	9272.0
348.0	8920.0
349.0	8743.0
350.0	8871.0
351.0	8787.0
352.0	8610.0
353.0	8683.0
354.0	8523.0
355.0	8539.0
356.0	8147.0
357.0	8222.0
358.0	8123.0
359.0	8028.0
360.0	7888.0
361.0	7845.0
362.0	7746.0
363.0	7559.0
364.0	7509.0
365.0	7441.0
366.0	7305.0
367.0	6987.0
368.0	6950.0
369.0	6754.0
370.0	6847.0
371.0	6534.0
372.0	6390.0
373.0	6408.0
374.0	6369.0
375.0	6331.0
376.0	6081.0
377.0	6009.0
378.0	6048.0
379.0	6059.0
380.0	5968.0
381.0	5826.0
382.0	5744.0
383.0	5725.0
384.0	5519.0
385.0	5551.0
386.0	5453.0
387.0	5503.0
388.0	5630.0
389.0	5370.0
390.0	5198.0
391.0	5184.0
392.0	5083.0
393.0	5014.0
394.0	5051.0
395.0	4989.0
396.0	4822.0
397.0	4787.0
398.0	4669.0
399.0	4514.0
400.0	4497.0
401.0	4413.0
402.0	4572.0
403.0	4235.0
404.0	4133.0
405.0	4238.0
406.0	4115.0
407.0	4082.0
408.0	3943.0
409.0	4078.0
410.0	4041.0
411.0	3837.0
412.0	3924.0
413.0	3798.0
414.0	3766.0
415.0	3599.0
416.0	3602.0
417.0	3373.0
418.0	3405.0
419.0	3274.0
420.0	3443.0
421.0	3350.0
422.0	3259.0
423.0	3297.0
424.0	3259.0
425.0	3217.0
426.0	3228.0
427.0	3175.0
428.0	3142.0
429.0	3014.0
430.0	3067.0
431.0	3076.0
432.0	2984.0
433.0	2984.0
434.0	2857.0
435.0	2842.0
436.0	2920.0
437.0	2783.0
438.0	2678.0
439.0	2689.0
440.0	2677.0
441.0	2595.0
442.0	2485.0
443.0	2524.0
444.0	2474.0
445.0	2510.0
446.0	2448.0
447.0	2350.0
448.0	2365.0
449.0	2370.0
450.0	2336.0
451.0	2369.0
452.0	2378.0
453.0	2382.0
454.0	2365.0
455.0	2109.0
456.0	2171.0
457.0	2181.0
458.0	2080.0
459.0	2074.0
460.0	2199.0
461.0	2075.0
462.0	2062.0
463.0	2080.0
464.0	1935.0
465.0	1952.0
466.0	1878.0
467.0	1828.0
468.0	1877.0
469.0	2004.0
470.0	1776.0
471.0	1808.0
472.0	1819.0
473.0	1780.0
474.0	1736.0
475.0	1842.0
476.0	1795.0
477.0	1788.0
478.0	1599.0
479.0	1619.0
480.0	1627.0
481.0	1548.0
482.0	1666.0
483.0	1531.0
484.0	1578.0
485.0	1475.0
486.0	1511.0
487.0	1468.0
488.0	1434.0
489.0	1405.0
490.0	1460.0
491.0	1470.0
492.0	1366.0
493.0	1394.0
494.0	1340.0
495.0	1354.0
496.0	1439.0
497.0	1367.0
498.0	1315.0
499.0	1298.0
500.0	1258.0
501.0	1317.0
502.0	1248.0
503.0	1232.0
504.0	1248.0
505.0	1157.0
506.0	1123.0
507.0	1129.0
508.0	1124.0
509.0	1101.0
510.0	1126.0
511.0	1122.0
512.0	1043.0
513.0	1049.0
514.0	996.0
515.0	1088.0
516.0	979.0
517.0	963.0
518.0	1080.0
519.0	998.0
520.0	945.0
521.0	894.0
522.0	920.0
523.0	908.0
524.0	869.0
525.0	804.0
526.0	824.0
527.0	801.0
528.0	801.0
529.0	761.0
530.0	800.0
531.0	803.0
532.0	771.0
533.0	761.0
534.0	788.0
535.0	739.0
536.0	742.0
537.0	720.0
538.0	676.0
539.0	728.0
540.0	707.0
541.0	720.0
542.0	651.0
543.0	704.0
544.0	683.0
545.0	607.0
546.0	646.0
547.0	604.0
548.0	594.0
549.0	624.0
550.0	594.0
551.0	634.0
552.0	683.0
553.0	620.0
554.0	617.0
