#Mapping quality	mapping quality
0.0	183827.0
1.0	6569300.0
2.0	40909.0
3.0	47562.0
4.0	19608.0
5.0	12034.0
6.0	181756.0
7.0	101827.0
8.0	78779.0
9.0	23486.0
10.0	20850.0
11.0	77759.0
12.0	200221.0
13.0	13175.0
14.0	40110.0
15.0	94954.0
16.0	63781.0
17.0	155800.0
18.0	164088.0
19.0	23601.0
20.0	34559.0
21.0	214253.0
22.0	64137.0
23.0	332172.0
24.0	544592.0
25.0	96736.0
26.0	72423.0
27.0	65151.0
28.0	89083.0
29.0	77355.0
30.0	1029186.0
31.0	884440.0
32.0	1060780.0
33.0	396709.0
34.0	1015676.0
35.0	633752.0
36.0	526293.0
37.0	455553.0
38.0	535363.0
39.0	355322.0
40.0	1817483.0
41.0	2550737.0
42.0	1.09935625E8
