#Mapping quality	mapping quality
0.0	637423.0
1.0	1.9524343E7
2.0	150885.0
3.0	162390.0
4.0	84947.0
5.0	55696.0
6.0	497656.0
7.0	260524.0
8.0	214135.0
9.0	95150.0
10.0	100614.0
11.0	241702.0
12.0	504905.0
13.0	64463.0
14.0	159910.0
15.0	342987.0
16.0	267158.0
17.0	407190.0
18.0	403564.0
19.0	110493.0
20.0	160787.0
21.0	741119.0
22.0	246027.0
23.0	792815.0
24.0	1224974.0
25.0	363081.0
26.0	325686.0
27.0	321751.0
28.0	499561.0
29.0	393563.0
30.0	2443237.0
31.0	2147659.0
32.0	2531835.0
33.0	1525892.0
34.0	2330724.0
35.0	1887507.0
36.0	2105312.0
37.0	2117233.0
38.0	2720574.0
39.0	2648155.0
40.0	5776450.0
41.0	1.563669E7
42.0	2.80853443E8
