name,KO_0h_rep1_dupr_R,KO_0h_rep2_dupr_R,KO_0h_rep3_dupr_R,KO_24h_rep1_dupr_R,KO_24h_rep2_dupr_R,KO_24h_rep3_dupr_R,KO_48h_rep1_dupr_R,KO_48h_rep2_dupr_R,KO_48h_rep3_dupr_R,KO_6h_rep1_dupr_R,KO_6h_rep2_dupr_R,WT_0h_rep1_dupr_R,WT_0h_rep2_dupr_R,WT_0h_rep3_dupr_R,WT_24h_rep1_dupr_R,WT_24h_rep2_dupr_R,WT_24h_rep3_dupr_R,WT_48h_rep1_dupr_R,WT_48h_rep2_dupr_R,WT_48h_rep3_dupr_R,WT_6h_rep1_dupr_R,WT_6h_rep2_dupr_R,WT_6h_rep3_dupr_R
ENSMUSE00000400749,30,45,31,18,38,19,19,19,11,66,40,47,62,45,27,23,26,26,25,21,71,50,88
ENSMUSE00000400934,8,2,1,3,1,0,3,1,0,11,2,10,0,0,3,0,0,0,3,1,19,0,1
ENSMUSE00000401120,5,1,2,1,2,1,4,1,4,11,5,16,0,9,0,0,0,3,3,2,13,1,5
ENSMUSE00000401398,0,0,0,0,0,0,6,0,0,2,1,1,0,0,0,0,0,0,0,0,1,1,0
ENSMUSE00000401785,43,16,4,14,7,2,23,4,1,42,12,29,0,13,1,2,1,9,0,1,110,6,13
ENSMUSE00000401886,3,15,0,2,6,2,8,13,1,8,0,13,10,3,2,1,0,0,9,3,4,4,4
ENSMUSE00000402045,3,2,0,1,0,1,1,0,0,5,1,2,0,2,0,0,1,2,0,0,6,1,0
ENSMUSE00000402053,25,8,13,2,13,12,21,15,10,5,4,26,13,8,5,6,11,8,19,12,10,10,5
ENSMUSE00000402125,8,2,0,2,0,1,8,0,0,6,8,10,4,3,1,0,3,2,1,0,20,0,4
ENSMUSE00000402720,34,3,2,8,4,0,14,1,0,34,13,13,4,3,4,3,0,1,0,0,62,1,2
ENSMUSE00000402732,5,0,1,10,0,0,5,1,1,26,5,3,0,3,1,2,0,2,0,0,6,0,3
ENSMUSE00000403030,1,1,0,0,1,0,4,1,0,4,2,4,2,0,0,0,0,2,0,1,7,0,0
ENSMUSE00000403133,39,5,3,7,3,2,15,0,3,40,5,16,1,11,2,2,3,7,1,3,51,3,7
ENSMUSE00000403332,686,799,605,8,6,3,22,5,0,13,3,1124,657,1135,1,6,2,5,2,3,42,9,6
ENSMUSE00000403511,87,45,25,176,373,309,304,241,130,259,41,67,14,56,127,117,213,331,367,274,229,157,189
ENSMUSE00000403602,6,3,2,1,2,1,7,1,3,9,0,2,6,9,0,2,1,0,11,4,1,0,0
ENSMUSE00000403629,6,1,1,2,3,0,3,0,1,5,2,3,0,0,2,0,0,1,0,0,7,3,1
ENSMUSE00000403774,54,49,21,110,251,178,89,123,68,244,27,84,26,28,168,106,163,93,200,118,143,74,175
ENSMUSE00000403890,7,10,0,3,0,0,4,1,0,15,2,9,8,9,0,0,0,1,0,0,9,1,3
ENSMUSE00000404064,19,2,4,0,1,0,0,1,0,9,0,12,8,10,0,0,1,1,3,2,1,3,2
ENSMUSE00000404088,6,4,7,0,3,1,1,1,1,3,0,4,3,0,1,0,2,1,2,1,9,1,7
ENSMUSE00000404244,4,0,0,4,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,7,1,0
ENSMUSE00000404637,119,22,7,38,11,8,47,7,2,144,36,67,6,29,9,4,3,27,3,4,251,18,16
ENSMUSE00000404643,5,5,0,10,5,7,3,4,4,16,1,3,1,2,3,5,3,4,3,4,4,2,2
ENSMUSE00000404849,2,0,11,1,0,2,9,3,1,6,1,2,5,14,5,1,1,5,0,2,3,0,0
ENSMUSE00000404961,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,7,1,1
ENSMUSE00000404978,770,818,819,524,1049,821,686,589,398,1217,366,1082,895,844,639,725,734,487,544,480,987,908,1205
ENSMUSE00000405132,67,56,28,12,9,17,67,58,25,35,6,83,31,54,4,1,7,25,19,19,39,4,7
ENSMUSE00000405301,42,38,9,32,32,21,56,15,20,79,20,45,25,16,14,20,6,16,19,22,81,28,17
ENSMUSE00000405394,10,0,2,4,0,1,4,0,1,12,3,4,3,3,1,0,1,3,2,2,13,0,2
ENSMUSE00000405524,12,0,1,6,1,0,5,1,0,9,4,5,0,0,0,0,0,4,2,1,11,0,2
ENSMUSE00000405560,11,2,2,3,2,0,8,1,0,12,2,11,3,2,0,0,0,3,0,0,26,2,4
ENSMUSE00000405581,121,120,70,64,87,79,145,124,81,181,23,184,91,90,54,36,52,128,105,88,124,99,85
ENSMUSE00000405695,19,1,2,3,2,0,8,1,0,21,10,8,2,3,1,1,0,1,0,0,30,2,3
ENSMUSE00000405719,2,0,0,1,1,1,2,1,2,1,0,2,0,0,1,1,0,9,4,11,1,0,1
ENSMUSE00000405853,3,0,0,2,1,0,2,0,1,0,6,1,0,0,0,0,0,2,0,1,2,0,2
ENSMUSE00000405978,13,4,2,5,1,1,9,4,3,8,0,7,4,3,0,1,0,3,0,2,4,0,0
ENSMUSE00000406682,119,176,111,53,60,43,161,113,77,76,8,190,158,103,48,61,41,58,52,47,92,53,98
ENSMUSE00000406786,333,195,136,93,141,106,94,147,86,201,35,440,127,128,43,53,59,110,111,90,169,79,116
ENSMUSE00000406812,8,2,3,1,11,8,16,2,5,62,19,5,0,4,1,7,10,4,12,8,44,34,28
ENSMUSE00000406829,24,31,6,68,147,79,93,122,71,71,17,21,31,4,74,65,77,77,94,83,74,51,83
ENSMUSE00000406940,57,5,4,15,3,1,21,1,1,48,17,32,7,5,3,2,0,6,1,0,68,8,9
ENSMUSE00000407089,40,5,2,14,1,2,16,2,1,34,12,14,2,11,2,1,0,4,1,0,57,7,4
ENSMUSE00000407301,4,4,0,2,1,0,2,1,0,6,0,4,0,2,0,0,0,0,1,0,5,0,5
ENSMUSE00000407590,65,10,5,17,1,4,22,2,3,59,13,16,6,11,1,1,2,11,7,0,64,10,10
ENSMUSE00000407704,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
ENSMUSE00000407916,9,1,0,5,2,7,9,0,0,21,4,9,2,7,1,0,0,2,0,0,32,6,5
ENSMUSE00000408014,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,8,0,0
ENSMUSE00000408141,44,5,2,21,5,3,21,3,1,60,28,26,5,6,0,0,1,8,1,1,126,5,4
ENSMUSE00000408499,20,3,0,8,2,1,3,0,1,22,9,3,1,3,0,0,2,2,1,0,17,4,2
ENSMUSE00000408535,119,79,148,1,1,1,0,1,2,5,2,243,52,147,1,0,1,1,2,5,2,2,1
ENSMUSE00000408723,33,63,11,80,105,80,50,76,50,317,56,55,46,23,74,57,82,38,57,39,238,195,258
ENSMUSE00000408884,14,2,0,2,1,1,11,0,1,17,0,6,2,4,0,1,0,3,0,0,29,1,0
ENSMUSE00000409027,22,2,2,10,3,2,9,2,0,20,1,10,0,3,0,1,1,4,1,1,18,1,1
ENSMUSE00000409319,6,2,0,2,0,0,5,1,0,13,1,4,1,1,1,0,0,0,1,0,12,2,0
ENSMUSE00000409523,7,0,0,2,0,0,2,0,0,2,1,0,0,0,0,1,0,0,0,1,3,1,1
ENSMUSE00000409636,6,1,2,4,1,4,6,1,1,10,0,12,4,8,7,1,1,0,0,1,10,3,6
ENSMUSE00000409737,7,5,5,1,2,0,2,4,1,11,2,13,7,22,0,2,2,1,5,3,13,13,3
ENSMUSE00000409792,55,15,21,14,21,4,28,16,4,55,9,51,13,23,6,9,11,30,28,19,64,3,6
ENSMUSE00000409965,19,18,9,15,24,13,20,10,3,18,12,21,9,18,10,14,8,14,24,18,23,24,25
ENSMUSE00000410077,10,7,1,7,0,2,13,4,9,6,1,10,3,5,1,5,1,6,5,8,18,0,5
ENSMUSE00000410517,745,465,626,390,755,612,688,588,276,884,198,817,308,657,340,352,478,480,408,386,799,653,749
ENSMUSE00000410561,46,3,2,14,2,3,17,5,1,52,6,32,3,7,4,1,1,10,1,2,83,5,3
ENSMUSE00000410588,5,2,1,1,1,0,3,1,0,2,5,5,0,0,1,0,0,0,1,0,20,1,1
ENSMUSE00000410937,6,0,1,1,1,0,1,0,0,12,1,1,0,1,0,0,1,1,4,3,2,5,3
ENSMUSE00000411045,2,0,0,2,0,0,2,0,0,10,0,2,1,3,2,0,0,0,0,2,12,1,0
ENSMUSE00000411113,0,0,6,2,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,9,0,0
ENSMUSE00000411241,8,0,0,1,9,0,11,11,5,5,4,6,1,0,0,0,0,0,12,6,20,1,2
ENSMUSE00000411272,9,1,0,3,1,1,3,2,2,17,0,14,5,2,0,0,1,1,1,1,34,2,1
ENSMUSE00000411512,4,27,2,1,0,3,21,17,8,7,1,14,8,5,1,0,1,12,6,9,13,0,1
ENSMUSE00000411889,34,23,34,17,31,21,18,14,21,34,7,46,21,39,34,20,21,29,29,29,56,41,79
ENSMUSE00000411935,49,15,32,13,33,12,34,20,10,43,18,50,23,37,24,10,20,16,14,8,34,25,26
ENSMUSE00000412042,11,4,6,5,1,0,4,1,0,16,2,16,2,1,1,1,0,2,0,2,17,1,1
ENSMUSE00000412064,6,0,0,1,0,0,1,0,0,3,1,1,0,0,0,0,0,1,0,0,3,0,1
ENSMUSE00000412268,1,0,0,2,0,0,0,1,0,1,2,0,0,1,0,0,1,0,1,0,6,0,0
ENSMUSE00000412408,22,2,2,14,0,1,2,2,2,15,2,4,2,3,4,1,3,4,0,1,32,2,5
ENSMUSE00000412734,12,8,3,6,1,1,9,0,0,25,9,12,2,6,1,0,0,8,2,1,17,3,6
ENSMUSE00000412759,21,14,10,6,22,19,12,11,10,26,7,24,14,16,12,26,16,8,20,8,16,14,20
ENSMUSE00000412908,8,0,1,2,2,3,5,7,5,3,0,7,0,0,3,2,5,1,6,0,3,2,7
ENSMUSE00000412936,0,0,0,1,0,0,0,0,0,4,2,2,0,0,0,0,0,1,0,0,15,0,1
ENSMUSE00000413164,7,1,0,4,0,1,1,0,0,11,4,3,2,0,0,0,0,1,1,0,6,3,1
ENSMUSE00000413317,26,3,3,6,3,8,15,6,6,22,13,21,4,15,3,4,2,12,14,9,49,4,5
ENSMUSE00000413320,12,3,0,6,1,2,16,3,1,8,5,12,0,0,2,2,1,4,3,1,39,9,2
ENSMUSE00000413421,53,32,35,9,11,15,24,8,2,27,8,41,31,33,1,2,7,14,9,3,31,3,5
ENSMUSE00000413492,26,18,11,0,3,1,11,5,4,5,5,40,20,14,0,0,5,5,3,5,2,2,1
ENSMUSE00000413682,3,2,2,1,0,0,0,0,0,6,0,1,0,4,1,0,0,0,0,0,1,0,1
ENSMUSE00000413905,55,8,3,18,8,4,20,4,2,64,16,42,6,7,5,2,3,12,2,1,98,9,12
ENSMUSE00000414049,22,3,2,11,0,0,7,1,2,34,4,13,2,9,4,1,1,6,1,1,49,5,2
ENSMUSE00000414218,29,29,23,8,6,8,9,7,3,50,11,42,49,43,3,5,9,8,9,7,38,47,47
ENSMUSE00000414306,1,0,0,0,0,1,0,1,0,3,0,6,1,1,0,0,0,0,1,0,2,0,0
ENSMUSE00000414359,3,1,1,1,0,0,0,0,0,7,0,2,1,4,1,0,0,1,0,0,7,2,0
ENSMUSE00000414490,3,1,0,2,1,0,1,1,0,7,2,1,0,0,1,1,0,0,1,1,1,1,0
ENSMUSE00000414499,381,240,140,22,82,44,95,89,32,139,22,645,162,254,29,26,41,57,54,52,105,56,74
ENSMUSE00000414610,8,4,3,5,0,1,9,0,0,13,1,4,1,2,0,1,1,1,0,0,14,1,1
ENSMUSE00000414864,42,34,67,60,84,72,40,27,26,190,36,60,44,52,70,30,52,17,42,18,148,143,160
ENSMUSE00000414869,102,79,45,101,188,146,157,160,134,197,28,111,91,67,101,90,102,143,187,153,127,96,145
ENSMUSE00000414871,0,2,0,1,0,0,1,1,1,2,5,1,1,0,1,0,4,0,2,0,10,2,3
ENSMUSE00000414931,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0
ENSMUSE00000415373,4,0,0,2,0,0,0,0,0,6,4,0,0,0,0,0,0,1,2,4,6,1,3
ENSMUSE00000415757,625,315,272,117,325,222,946,981,466,431,31,969,134,385,119,133,214,662,974,674,197,117,151
ENSMUSE00000415967,2,3,4,1,9,6,5,7,4,6,0,3,3,4,1,3,2,4,7,2,2,2,5
ENSMUSE00000416122,25,23,13,3,10,4,8,3,12,20,9,11,15,11,8,9,9,16,2,16,17,4,9
ENSMUSE00000416201,6,1,0,7,2,4,1,0,3,14,2,7,5,1,1,0,2,5,6,1,19,2,2
ENSMUSE00000416257,22,12,7,3,1,1,8,4,4,4,1,73,16,7,2,1,2,11,18,11,15,2,0
ENSMUSE00000416321,15,4,0,1,3,0,1,1,1,4,1,9,8,1,3,2,1,4,0,0,1,0,3
ENSMUSE00000416542,60,8,6,17,7,3,33,1,1,54,15,17,5,8,2,2,2,9,5,0,115,9,6
ENSMUSE00000416556,7,7,8,2,28,12,0,2,0,26,14,10,17,4,10,6,6,2,4,2,16,17,24
ENSMUSE00000417335,1,3,0,0,1,5,2,0,1,6,0,0,1,1,0,2,1,1,1,2,3,0,1
ENSMUSE00000417350,4,1,0,3,4,1,1,2,3,1,0,2,0,0,4,2,9,5,7,5,7,1,3
ENSMUSE00000417723,19,2,1,14,5,9,14,0,3,34,10,18,3,3,2,0,2,3,8,10,40,3,1
ENSMUSE00000417892,100,80,50,50,78,84,135,154,70,76,8,166,43,82,42,45,41,100,167,86,74,17,48
ENSMUSE00000417932,2,0,4,5,8,3,17,4,6,4,0,2,1,5,2,2,7,6,13,11,3,4,1
ENSMUSE00000417952,59,25,29,12,18,11,43,36,19,32,8,66,28,36,3,16,6,61,29,29,22,14,12
ENSMUSE00000418201,309,40,17,89,23,6,115,9,4,407,90,144,34,64,9,10,4,40,10,3,550,47,36
ENSMUSE00000418270,3,6,0,1,0,0,2,1,1,9,1,6,5,0,0,1,0,1,1,0,5,0,3
ENSMUSE00000418957,60,67,27,21,63,70,40,48,24,117,17,78,23,35,42,23,22,13,46,38,74,38,58
ENSMUSE00000419082,32,10,33,7,1,0,12,4,14,10,3,28,8,46,1,1,6,8,13,6,18,3,3
ENSMUSE00000419204,42,1,1,12,2,4,12,1,0,33,12,16,1,6,6,2,0,5,0,2,59,6,6
ENSMUSE00000419278,12,2,1,6,2,0,7,3,0,17,5,2,5,0,2,0,0,1,0,0,18,3,2
ENSMUSE00000419674,3,1,1,2,0,0,5,1,0,7,1,0,1,1,0,0,0,1,0,0,9,3,0
ENSMUSE00000419961,90,59,29,5,3,2,24,13,8,32,1,240,26,62,0,0,0,8,8,3,21,1,6
ENSMUSE00000420315,13,4,1,6,7,1,16,14,18,13,2,4,0,3,1,1,2,4,12,11,17,1,1
ENSMUSE00000420481,834,560,645,235,500,415,744,768,514,290,28,999,388,634,250,267,386,648,675,638,189,86,196
ENSMUSE00000420644,15,3,3,6,4,2,14,3,0,20,3,5,1,2,1,1,1,2,1,2,39,2,0
ENSMUSE00000420656,23,2,7,19,2,4,21,1,0,14,5,22,7,8,1,0,0,8,4,4,72,2,3
ENSMUSE00000420857,1,1,0,2,7,6,2,2,2,7,1,0,3,1,5,1,0,3,11,3,5,2,2
ENSMUSE00000420983,1,1,1,2,0,0,0,0,0,5,1,2,0,0,0,0,0,2,0,0,12,1,0
ENSMUSE00000421101,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0
ENSMUSE00000421245,13,2,2,0,3,1,2,4,0,15,2,10,1,9,0,2,1,0,2,0,8,1,2
ENSMUSE00000421267,40,30,54,22,16,21,15,18,14,95,17,118,21,32,19,16,17,13,53,29,72,49,73
ENSMUSE00000421294,6,0,1,1,0,1,1,0,0,1,0,4,0,2,0,0,0,1,0,0,1,0,0
ENSMUSE00000421390,2,2,1,0,3,1,9,6,3,1,0,3,1,1,2,1,0,4,4,6,0,0,0
ENSMUSE00000421688,4,1,0,2,2,1,5,0,0,5,3,7,0,0,0,0,0,2,0,0,4,1,0
ENSMUSE00000421778,1,0,0,0,2,0,2,0,0,1,3,1,0,0,0,0,0,1,0,0,13,0,0
ENSMUSE00000422138,4,0,1,1,0,0,2,0,0,4,4,3,0,6,0,0,0,1,1,0,5,0,0
ENSMUSE00000422239,558,436,364,5,6,5,13,4,3,21,3,1237,315,1085,2,1,3,3,4,4,33,3,4
ENSMUSE00000422572,492,377,140,77,111,71,94,131,77,128,17,764,168,397,41,38,66,109,149,66,101,39,82
ENSMUSE00000422714,2,2,0,3,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,1,6,1,1
ENSMUSE00000422945,177,131,153,47,66,41,181,140,82,87,8,274,117,278,28,33,19,38,50,28,47,16,35
ENSMUSE00000423246,15,3,0,4,2,2,6,0,0,35,15,11,4,2,4,0,2,5,3,1,38,6,6
ENSMUSE00000423289,3,1,1,5,2,1,2,5,4,9,7,1,1,0,1,2,2,9,4,2,13,1,0
ENSMUSE00000423307,3,0,0,2,0,1,3,0,0,9,0,2,0,0,0,0,0,0,0,0,3,0,0
ENSMUSE00000423538,3,0,1,2,0,1,5,1,0,5,0,2,0,1,0,0,0,6,1,0,7,0,0
ENSMUSE00000423843,3,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,6,2,1
ENSMUSE00000423845,172,143,128,3,3,1,33,12,5,18,1,222,89,240,1,0,2,4,3,5,10,4,2
ENSMUSE00000423952,3,3,0,1,2,0,3,1,1,11,0,4,1,0,1,1,0,0,0,0,18,1,0
ENSMUSE00000423979,0,6,0,2,0,1,6,8,7,7,2,1,2,1,4,0,3,6,16,2,4,1,13
ENSMUSE00000424081,2,0,0,0,2,0,0,1,0,4,1,3,0,2,0,0,0,1,0,2,6,2,0
ENSMUSE00000424255,5,1,1,1,0,0,2,0,0,5,7,6,0,1,0,0,1,2,3,0,11,1,1
ENSMUSE00000424535,3,0,0,0,2,0,2,0,0,8,0,9,0,0,0,0,0,0,0,1,4,0,1
ENSMUSE00000424607,3,2,0,3,0,2,3,0,0,11,3,7,0,1,0,0,1,1,0,0,6,0,0
ENSMUSE00000424741,3,1,2,1,2,1,17,6,3,1,0,8,1,4,0,0,1,4,20,6,4,1,0
ENSMUSE00000424887,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8,0,0
ENSMUSE00000425203,8,2,0,2,2,0,4,1,1,15,1,5,1,3,0,1,6,2,7,9,8,3,5
ENSMUSE00000425208,1,0,0,0,0,0,2,0,1,4,1,2,0,1,0,2,0,0,3,2,8,0,0
ENSMUSE00000425631,2,0,0,1,0,0,1,0,0,5,0,3,1,1,0,0,0,0,1,0,10,0,1
ENSMUSE00000425634,11,1,3,6,1,7,15,1,1,36,3,15,1,10,2,1,2,5,2,4,47,3,7
ENSMUSE00000425992,5,11,10,2,11,18,11,9,3,19,6,12,10,8,12,8,13,6,14,15,17,15,22
ENSMUSE00000426293,10,1,0,5,2,0,2,3,0,11,2,13,1,5,0,1,1,5,4,2,31,4,1
ENSMUSE00000426479,1,1,0,2,1,0,6,0,0,2,1,1,1,2,0,0,0,3,1,0,6,1,0
ENSMUSE00000426570,26,5,2,2,1,1,15,6,1,18,6,21,1,2,0,3,1,16,7,2,27,2,5
ENSMUSE00000426884,0,0,7,11,12,14,4,3,12,33,2,1,2,11,6,6,6,2,5,6,17,16,21
ENSMUSE00000427714,166,82,60,4,11,4,18,8,0,36,3,229,24,138,7,2,4,12,11,3,41,8,2
ENSMUSE00000427838,116,8,3,21,11,6,27,3,3,102,20,58,7,16,5,1,2,18,5,4,148,8,11
ENSMUSE00000428091,314,261,100,60,88,61,319,255,126,77,10,451,119,169,40,22,27,93,119,118,67,14,27
ENSMUSE00000428347,15,18,7,1,1,1,2,10,1,7,0,38,16,8,1,2,8,8,7,6,10,14,11
ENSMUSE00000428508,29,14,10,4,18,14,7,11,3,55,9,31,13,9,6,2,11,9,8,13,34,26,32
ENSMUSE00000428884,5,0,0,3,2,0,2,0,0,14,1,7,0,2,0,1,1,0,0,0,13,1,0
ENSMUSE00000429218,2,0,0,1,0,0,0,0,0,7,3,1,0,0,0,0,0,0,0,0,7,1,0
ENSMUSE00000429685,1,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,8,0,0
ENSMUSE00000429737,5,1,0,0,1,0,3,0,0,6,10,6,0,2,0,0,0,0,0,0,10,0,0
ENSMUSE00000429813,164,28,12,45,15,12,82,15,10,191,44,130,32,29,10,2,7,38,14,4,287,22,27
ENSMUSE00000429832,4,0,1,5,1,0,3,0,0,13,7,1,0,1,1,1,0,14,2,4,15,2,0
ENSMUSE00000429964,0,0,0,0,0,0,2,0,0,1,1,1,0,1,0,0,0,1,0,0,6,0,1
ENSMUSE00000430486,8,3,0,5,4,0,3,2,1,10,4,10,0,1,1,0,0,4,6,0,15,2,2
ENSMUSE00000430587,5,1,0,2,1,0,4,2,1,4,4,2,0,0,1,3,0,1,1,1,8,0,1
ENSMUSE00000430589,53,40,14,18,12,9,51,20,13,56,9,72,19,16,7,5,10,16,19,11,55,8,13
ENSMUSE00000430837,5,0,0,1,4,0,0,0,0,7,2,1,0,0,0,0,2,0,1,0,2,0,0
ENSMUSE00000430846,14,3,1,7,1,1,8,1,0,20,7,8,2,3,2,0,0,1,0,0,42,1,2
ENSMUSE00000431243,212,148,200,292,675,561,166,237,182,1024,268,159,100,210,397,446,493,247,450,383,815,664,969
ENSMUSE00000431308,17,6,12,9,3,6,4,2,0,21,0,0,11,14,8,1,2,3,5,2,12,10,12
ENSMUSE00000431336,50,44,69,12,41,42,30,37,17,63,9,87,20,67,5,14,19,35,35,39,55,33,74
ENSMUSE00000431959,22,9,2,7,5,6,12,3,1,25,5,36,11,5,4,1,0,11,1,4,19,5,1
ENSMUSE00000431987,7,5,10,8,4,4,7,1,1,9,11,1,14,1,12,10,2,10,0,4,42,15,31
ENSMUSE00000432015,9,15,0,6,10,0,5,17,8,7,1,17,3,6,3,6,3,6,1,1,11,8,9
ENSMUSE00000432120,142,166,96,36,50,27,34,42,31,96,20,239,124,95,34,33,34,36,43,35,70,61,82
ENSMUSE00000432374,18,10,21,11,15,36,13,18,21,50,15,15,21,16,35,3,19,12,18,10,25,30,40
ENSMUSE00000432417,4,5,0,2,4,3,3,2,1,3,0,7,2,3,0,0,3,1,2,4,2,2,0
ENSMUSE00000432425,41,51,30,12,30,33,12,16,15,65,6,36,30,30,21,13,27,27,10,25,53,40,73
ENSMUSE00000433014,30,27,51,13,24,17,7,12,1,41,22,38,26,27,7,14,22,14,22,15,49,32,50
ENSMUSE00000433145,43,2,2,13,1,0,22,2,0,52,8,36,4,9,1,1,2,4,1,0,57,6,2
ENSMUSE00000433171,33,6,2,5,19,7,28,10,7,43,12,19,5,5,2,0,5,11,27,5,44,3,2
ENSMUSE00000433652,2,1,1,0,1,0,2,0,0,9,2,2,0,2,0,0,0,2,0,0,5,0,1
ENSMUSE00000433705,12,0,1,8,2,1,6,0,1,22,3,6,0,3,0,0,1,8,2,2,36,3,0
ENSMUSE00000433955,79,45,135,18,22,18,43,39,20,84,6,148,36,114,20,18,17,34,10,21,40,28,41
ENSMUSE00000434203,2681,628,954,97,108,97,670,658,275,440,52,3153,246,1131,27,43,55,272,548,299,366,86,107
ENSMUSE00000434512,0,1,0,1,0,6,1,0,0,0,2,1,0,1,0,0,1,1,1,0,1,0,0
ENSMUSE00000434595,27,7,0,6,0,3,11,6,1,32,20,6,3,5,0,0,0,5,0,0,55,6,5
ENSMUSE00000434882,12,2,0,3,14,6,7,16,3,14,4,14,0,2,0,4,1,11,43,22,22,3,2
ENSMUSE00000434998,14,9,3,5,4,0,2,0,0,18,4,14,14,16,2,0,1,0,1,0,11,10,6
ENSMUSE00000435123,41,25,33,3,3,20,14,18,11,20,4,33,32,45,10,7,15,16,23,3,30,20,16
ENSMUSE00000435145,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSE00000435247,31,47,21,24,54,51,42,103,16,54,4,69,13,17,25,7,20,15,67,39,40,20,37
ENSMUSE00000435335,15,3,1,1,1,0,9,3,0,29,6,5,3,4,3,1,0,5,1,1,50,3,0
ENSMUSE00000435520,16,0,1,3,0,0,7,0,0,26,8,3,2,6,1,0,2,3,4,1,26,4,1
ENSMUSE00000435543,5,3,0,1,1,1,1,1,0,4,0,11,1,0,0,0,2,0,0,0,2,1,1
ENSMUSE00000435670,16,0,0,3,2,0,7,0,0,22,8,11,0,6,3,0,3,4,1,0,25,2,4
ENSMUSE00000436070,258,78,163,87,176,133,246,189,171,172,13,317,40,149,88,58,149,271,292,258,158,92,112
ENSMUSE00000436146,9,2,0,2,0,0,5,2,0,5,9,10,0,1,3,1,0,4,4,4,35,5,7
ENSMUSE00000436201,3,1,0,0,1,0,1,1,0,2,0,3,6,0,0,1,0,0,4,0,3,0,0
ENSMUSE00000436329,1,0,0,2,0,0,2,0,0,7,0,0,1,1,1,0,0,0,0,0,4,0,0
ENSMUSE00000436805,3,0,0,0,1,0,3,2,0,4,3,3,0,1,0,0,0,1,0,0,14,0,0
ENSMUSE00000436954,8,3,6,1,3,1,7,1,3,9,2,5,5,6,1,0,1,0,1,4,8,3,1
ENSMUSE00000436969,7,1,0,4,5,0,2,0,0,12,0,10,1,2,0,0,0,0,1,1,12,3,1
ENSMUSE00000437018,5,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,9,0,0
ENSMUSE00000437122,11,2,0,1,0,0,6,3,0,15,0,9,0,1,2,0,2,1,0,1,11,1,0
ENSMUSE00000437360,16,2,1,5,1,2,3,3,2,12,3,11,1,2,3,0,0,5,2,1,7,1,4
ENSMUSE00000437437,17,1,1,6,6,1,19,2,1,45,9,16,7,4,2,2,1,6,3,0,59,5,1
ENSMUSE00000437532,56,34,8,28,13,8,54,54,18,60,20,63,13,17,4,1,5,12,8,4,91,15,12
ENSMUSE00000437553,193,182,146,42,119,95,66,75,26,140,21,229,183,166,45,31,53,44,67,65,124,83,140
ENSMUSE00000437649,39,16,9,2,4,2,15,11,6,3,0,55,27,19,0,4,2,21,14,13,6,1,1
ENSMUSE00000438206,41,6,9,15,9,4,28,1,2,60,13,32,7,15,2,5,2,11,6,2,104,5,3
ENSMUSE00000438395,5,2,0,5,1,0,3,1,0,15,3,4,0,6,0,1,0,2,1,0,26,1,0
ENSMUSE00000438428,203,187,62,71,62,67,138,117,66,214,52,171,125,77,32,27,50,47,73,47,173,112,122
ENSMUSE00000438659,26,4,4,4,9,9,13,11,9,33,7,12,2,1,9,3,7,8,6,9,37,20,12
ENSMUSE00000438894,0,1,0,0,0,0,1,0,0,1,0,3,2,0,0,0,0,0,0,0,7,0,0
ENSMUSE00000438978,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,1,1,0,0,0
ENSMUSE00000439248,14,0,0,9,2,1,10,3,1,18,2,17,3,3,2,0,3,9,1,1,21,3,0
ENSMUSE00000439338,4,2,0,2,1,0,1,0,0,8,2,1,0,3,0,0,0,0,0,0,20,2,1
ENSMUSE00000439593,4,0,0,1,0,0,0,1,0,7,1,1,0,1,0,0,0,1,0,0,7,0,0
ENSMUSE00000439678,30,13,8,11,3,3,18,2,1,19,6,38,5,19,1,1,2,8,0,6,32,6,4
ENSMUSE00000439683,13,1,3,5,1,1,6,11,5,15,2,6,3,9,1,2,2,6,9,3,16,1,7
ENSMUSE00000439874,17,3,0,1,4,3,1,0,0,7,3,3,0,1,0,0,0,0,1,0,8,1,1
ENSMUSE00000439990,59,149,64,76,109,86,75,66,48,148,35,130,142,93,88,52,76,69,51,88,158,118,170
