#Coverage	Number of genomic locations
0.0	2.480043806E9
1.0	1.75764223E8
2.0	3.1840678E7
3.0	1.4340803E7
4.0	7961921.0
5.0	4757299.0
6.0	3005214.0
7.0	2006275.0
8.0	1391267.0
9.0	995138.0
10.0	734912.0
11.0	551722.0
12.0	423397.0
13.0	326291.0
14.0	256543.0
15.0	201110.0
16.0	159034.0
17.0	127934.0
18.0	103312.0
19.0	83222.0
20.0	67149.0
21.0	55947.0
22.0	45700.0
23.0	38339.0
24.0	32212.0
25.0	27151.0
26.0	23037.0
27.0	19728.0
28.0	17391.0
29.0	14906.0
30.0	13024.0
31.0	11685.0
32.0	10193.0
33.0	8859.0
34.0	7854.0
35.0	6543.0
36.0	5828.0
37.0	5281.0
38.0	4785.0
39.0	4301.0
40.0	3944.0
41.0	3310.0
42.0	3151.0
43.0	2765.0
44.0	2466.0
45.0	2278.0
46.0	2216.0
47.0	1901.0
48.0	1799.0
49.0	1666.0
50.0	1453.0
51.0	1318.0
52.0	1302.0
53.0	1266.0
54.0	1232.0
55.0	1127.0
56.0	1126.0
57.0	932.0
58.0	819.0
59.0	682.0
60.0	604.0
61.0	419.0
62.0	392.0
63.0	324.0
64.0	319.0
65.0	341.0
66.0	318.0
67.0	319.0
68.0	365.0
69.0	374.0
70.0	418.0
71.0	451.0
72.0	430.0
73.0	427.0
74.0	433.0
75.0	358.0
76.0	255.0
77.0	173.0
78.0	77.0
79.0	71.0
80.0	33.0
81.0	1.0
