#Coverage (X)	Coverage
1.0	10.133867828777383
2.0	5.4552467827220426
3.0	3.25581278913522
4.0	2.056225846277229
5.0	1.3592522099902737
6.0	0.9368675505911739
7.0	0.6699350079685189
8.0	0.4954673403928638
9.0	0.3766450237235688
10.0	0.2929220201505842
11.0	0.2323442479634963
12.0	0.18743571435848594
13.0	0.1534944846876698
14.0	0.12749491740743224
15.0	0.1071139846352338
16.0	0.09090158716864494
17.0	0.07778281783124896
18.0	0.0672290102918538
19.0	0.05859398012232475
20.0	0.05140101404337827
21.0	0.04541771754173851
22.0	0.04037056660470739
23.0	0.03613720005422749
24.0	0.032516189744129065
25.0	0.02940164831014158
26.0	0.026718911585135174
27.0	0.02443675637196918
28.0	0.022452267197039077
29.0	0.020730478482335002
30.0	0.019239690060587122
31.0	0.017930884080556098
32.0	0.01676990214440366
33.0	0.01572350310452464
34.0	0.014797704122287314
35.0	0.013983369385599076
36.0	0.013248358447100372
37.0	0.012569996881595102
38.0	0.011973454034844622
39.0	0.011432019580723818
40.0	0.010951417160555366
41.0	0.010490443894880741
42.0	0.010076837430062824
43.0	0.00969808647323589
44.0	0.009360208185782426
45.0	0.009028126919659485
46.0	0.008732478831888102
47.0	0.00845814763900421
48.0	0.008205720381141646
49.0	0.007963236115557493
50.0	0.007742325574909614
51.0	0.007537191737881699
