#Mapping quality	mapping quality
0.0	496104.0
1.0	1.3507829E7
2.0	111663.0
3.0	127258.0
4.0	61560.0
5.0	40594.0
6.0	351473.0
7.0	190147.0
8.0	175609.0
9.0	70136.0
10.0	71346.0
11.0	180825.0
12.0	384155.0
13.0	45702.0
14.0	117929.0
15.0	249968.0
16.0	183879.0
17.0	314613.0
18.0	319124.0
19.0	76094.0
20.0	116166.0
21.0	571317.0
22.0	184241.0
23.0	660388.0
24.0	1026545.0
25.0	267134.0
26.0	228731.0
27.0	222772.0
28.0	347605.0
29.0	281657.0
30.0	1741950.0
31.0	1561390.0
32.0	1885438.0
33.0	1158899.0
34.0	1677969.0
35.0	1356025.0
36.0	1531271.0
37.0	1488998.0
38.0	1898428.0
39.0	1714318.0
40.0	4568441.0
41.0	1.0617812E7
42.0	2.24018882E8
