#Coverage	Number of genomic locations
0.0	2.246085273E9
1.0	2.94383001E8
2.0	8.4020133E7
3.0	3.5648523E7
4.0	1.9757953E7
5.0	1.2264882E7
6.0	8090743.0
7.0	5557011.0
8.0	3962176.0
9.0	2909830.0
10.0	2200393.0
11.0	1702312.0
12.0	1342639.0
13.0	1073480.0
14.0	872113.0
15.0	718310.0
16.0	595497.0
17.0	500969.0
18.0	422064.0
19.0	361431.0
20.0	309011.0
21.0	267803.0
22.0	231859.0
23.0	202297.0
24.0	177955.0
25.0	156678.0
26.0	137655.0
27.0	122987.0
28.0	107898.0
29.0	97221.0
30.0	86969.0
31.0	77844.0
32.0	69489.0
33.0	62632.0
34.0	55958.0
35.0	51527.0
36.0	46275.0
37.0	42329.0
38.0	38884.0
39.0	36344.0
40.0	33104.0
41.0	30630.0
42.0	27898.0
43.0	25750.0
44.0	23959.0
45.0	22423.0
46.0	20777.0
47.0	19289.0
48.0	18452.0
49.0	17296.0
50.0	15825.0
51.0	14880.0
52.0	14212.0
53.0	13435.0
54.0	12207.0
55.0	11830.0
56.0	11120.0
57.0	10355.0
58.0	9845.0
59.0	9455.0
60.0	8717.0
61.0	8522.0
62.0	8201.0
63.0	7677.0
64.0	7441.0
65.0	7065.0
66.0	6717.0
67.0	6164.0
68.0	5919.0
69.0	5580.0
70.0	5455.0
71.0	5100.0
72.0	5058.0
73.0	4704.0
74.0	4408.0
75.0	4125.0
76.0	4045.0
77.0	3908.0
78.0	3663.0
79.0	3618.0
80.0	3495.0
81.0	3376.0
82.0	3169.0
83.0	3139.0
84.0	2891.0
85.0	2899.0
86.0	2727.0
87.0	2535.0
88.0	2391.0
89.0	2480.0
90.0	2421.0
91.0	2346.0
92.0	2248.0
93.0	2176.0
94.0	2065.0
95.0	2066.0
96.0	1993.0
97.0	1972.0
98.0	1888.0
99.0	1839.0
100.0	1719.0
101.0	1714.0
102.0	1713.0
103.0	1583.0
104.0	1622.0
105.0	1577.0
106.0	1565.0
107.0	1483.0
108.0	1467.0
109.0	1477.0
110.0	1329.0
111.0	1277.0
112.0	1290.0
113.0	1330.0
114.0	1210.0
115.0	1240.0
116.0	1165.0
117.0	1164.0
118.0	1114.0
119.0	1154.0
120.0	1105.0
121.0	1130.0
122.0	1112.0
123.0	1118.0
124.0	1078.0
125.0	1086.0
126.0	1076.0
127.0	978.0
128.0	1004.0
129.0	961.0
130.0	993.0
131.0	920.0
132.0	939.0
133.0	932.0
134.0	851.0
135.0	905.0
136.0	874.0
137.0	894.0
138.0	849.0
139.0	857.0
140.0	807.0
141.0	757.0
142.0	748.0
143.0	736.0
144.0	814.0
145.0	773.0
146.0	752.0
147.0	719.0
148.0	718.0
149.0	684.0
150.0	669.0
151.0	623.0
152.0	693.0
153.0	643.0
154.0	656.0
155.0	624.0
156.0	648.0
157.0	609.0
158.0	598.0
159.0	609.0
160.0	597.0
161.0	572.0
162.0	560.0
163.0	595.0
164.0	568.0
165.0	589.0
166.0	527.0
167.0	512.0
168.0	527.0
169.0	526.0
170.0	514.0
171.0	530.0
172.0	521.0
173.0	533.0
174.0	475.0
175.0	498.0
176.0	482.0
177.0	466.0
178.0	479.0
179.0	464.0
180.0	422.0
181.0	433.0
182.0	405.0
183.0	407.0
184.0	393.0
185.0	362.0
186.0	388.0
187.0	365.0
188.0	400.0
189.0	376.0
190.0	393.0
191.0	360.0
192.0	368.0
193.0	350.0
194.0	361.0
195.0	344.0
196.0	378.0
197.0	353.0
198.0	352.0
199.0	339.0
200.0	355.0
201.0	329.0
202.0	345.0
203.0	310.0
204.0	316.0
205.0	333.0
206.0	334.0
207.0	297.0
208.0	332.0
209.0	344.0
210.0	332.0
211.0	302.0
212.0	302.0
213.0	309.0
214.0	289.0
215.0	271.0
216.0	293.0
217.0	268.0
218.0	281.0
219.0	268.0
220.0	248.0
221.0	284.0
222.0	271.0
223.0	258.0
224.0	272.0
225.0	251.0
226.0	257.0
227.0	253.0
228.0	243.0
229.0	263.0
230.0	260.0
231.0	272.0
232.0	279.0
233.0	244.0
234.0	228.0
235.0	273.0
236.0	211.0
237.0	255.0
238.0	222.0
239.0	236.0
240.0	213.0
241.0	208.0
242.0	254.0
243.0	246.0
244.0	218.0
245.0	239.0
246.0	220.0
247.0	210.0
248.0	233.0
249.0	246.0
250.0	229.0
251.0	241.0
252.0	203.0
253.0	234.0
254.0	222.0
255.0	203.0
256.0	210.0
257.0	195.0
258.0	211.0
259.0	223.0
260.0	200.0
261.0	170.0
262.0	198.0
263.0	201.0
264.0	221.0
265.0	203.0
266.0	196.0
267.0	181.0
268.0	223.0
269.0	188.0
270.0	175.0
271.0	191.0
272.0	168.0
273.0	171.0
274.0	208.0
275.0	169.0
276.0	190.0
277.0	204.0
278.0	177.0
279.0	199.0
280.0	183.0
281.0	171.0
282.0	160.0
283.0	179.0
284.0	180.0
285.0	163.0
286.0	169.0
287.0	179.0
288.0	163.0
289.0	166.0
290.0	156.0
291.0	167.0
292.0	182.0
293.0	141.0
294.0	159.0
295.0	139.0
296.0	134.0
297.0	136.0
298.0	147.0
299.0	140.0
300.0	144.0
301.0	132.0
302.0	138.0
303.0	139.0
304.0	149.0
305.0	179.0
306.0	159.0
307.0	145.0
308.0	160.0
309.0	142.0
310.0	168.0
311.0	153.0
312.0	128.0
313.0	176.0
314.0	134.0
315.0	127.0
316.0	109.0
317.0	125.0
318.0	139.0
319.0	131.0
320.0	126.0
321.0	125.0
322.0	113.0
323.0	118.0
324.0	123.0
325.0	115.0
326.0	104.0
327.0	143.0
328.0	114.0
329.0	88.0
330.0	115.0
331.0	120.0
332.0	101.0
333.0	126.0
334.0	117.0
335.0	108.0
336.0	104.0
337.0	103.0
338.0	113.0
339.0	91.0
340.0	111.0
341.0	108.0
342.0	92.0
343.0	106.0
344.0	103.0
345.0	101.0
346.0	90.0
347.0	82.0
348.0	87.0
349.0	95.0
350.0	82.0
351.0	81.0
352.0	71.0
353.0	74.0
354.0	95.0
355.0	77.0
356.0	101.0
357.0	81.0
358.0	70.0
359.0	67.0
360.0	88.0
361.0	79.0
362.0	85.0
363.0	95.0
364.0	103.0
365.0	88.0
366.0	82.0
367.0	71.0
368.0	79.0
369.0	77.0
370.0	72.0
371.0	84.0
372.0	96.0
373.0	75.0
374.0	79.0
375.0	68.0
376.0	53.0
377.0	58.0
378.0	77.0
379.0	65.0
380.0	74.0
381.0	77.0
382.0	71.0
383.0	80.0
384.0	68.0
385.0	60.0
386.0	63.0
387.0	55.0
388.0	50.0
389.0	61.0
390.0	61.0
391.0	71.0
392.0	58.0
393.0	75.0
394.0	78.0
395.0	72.0
396.0	54.0
397.0	47.0
398.0	64.0
399.0	60.0
400.0	55.0
401.0	54.0
402.0	69.0
403.0	54.0
404.0	57.0
405.0	51.0
406.0	61.0
407.0	60.0
408.0	53.0
409.0	55.0
410.0	41.0
411.0	59.0
412.0	63.0
413.0	59.0
414.0	48.0
415.0	61.0
416.0	42.0
417.0	65.0
418.0	60.0
419.0	60.0
420.0	55.0
421.0	60.0
422.0	49.0
423.0	42.0
424.0	58.0
425.0	39.0
426.0	48.0
427.0	45.0
428.0	40.0
429.0	60.0
430.0	57.0
431.0	34.0
432.0	40.0
433.0	47.0
434.0	45.0
435.0	37.0
436.0	36.0
437.0	57.0
438.0	40.0
439.0	40.0
440.0	44.0
441.0	56.0
442.0	50.0
443.0	35.0
444.0	44.0
445.0	39.0
446.0	35.0
447.0	44.0
448.0	42.0
449.0	36.0
450.0	38.0
451.0	42.0
452.0	49.0
453.0	40.0
454.0	42.0
455.0	45.0
456.0	36.0
457.0	35.0
458.0	50.0
459.0	42.0
460.0	44.0
461.0	38.0
462.0	38.0
463.0	48.0
464.0	48.0
465.0	36.0
466.0	62.0
467.0	31.0
468.0	37.0
469.0	41.0
470.0	32.0
471.0	55.0
472.0	32.0
473.0	50.0
474.0	43.0
475.0	40.0
476.0	48.0
477.0	39.0
478.0	37.0
479.0	33.0
480.0	30.0
481.0	34.0
482.0	39.0
483.0	40.0
484.0	50.0
485.0	45.0
486.0	36.0
487.0	34.0
488.0	43.0
489.0	28.0
490.0	35.0
491.0	38.0
492.0	40.0
493.0	32.0
494.0	36.0
495.0	34.0
496.0	48.0
497.0	43.0
498.0	39.0
499.0	29.0
500.0	45.0
501.0	28.0
502.0	31.0
503.0	33.0
504.0	54.0
505.0	37.0
506.0	43.0
507.0	54.0
508.0	35.0
509.0	30.0
510.0	31.0
511.0	49.0
512.0	38.0
513.0	48.0
514.0	40.0
515.0	37.0
516.0	31.0
517.0	36.0
518.0	35.0
519.0	34.0
520.0	28.0
521.0	37.0
522.0	34.0
523.0	31.0
524.0	27.0
525.0	22.0
526.0	35.0
527.0	27.0
528.0	32.0
529.0	30.0
530.0	40.0
531.0	36.0
532.0	42.0
533.0	46.0
534.0	34.0
535.0	28.0
536.0	36.0
537.0	37.0
538.0	30.0
539.0	44.0
540.0	27.0
541.0	33.0
542.0	45.0
543.0	32.0
544.0	29.0
545.0	33.0
546.0	33.0
547.0	31.0
548.0	40.0
549.0	40.0
550.0	29.0
551.0	34.0
552.0	30.0
553.0	34.0
554.0	29.0
555.0	46.0
556.0	32.0
557.0	27.0
558.0	30.0
559.0	39.0
560.0	31.0
561.0	31.0
562.0	27.0
563.0	22.0
564.0	60.0
565.0	30.0
566.0	28.0
567.0	31.0
568.0	30.0
569.0	26.0
570.0	23.0
571.0	38.0
572.0	30.0
573.0	38.0
574.0	24.0
575.0	33.0
576.0	35.0
577.0	37.0
578.0	28.0
579.0	24.0
580.0	28.0
581.0	27.0
582.0	36.0
583.0	35.0
584.0	27.0
585.0	36.0
586.0	28.0
587.0	38.0
588.0	46.0
589.0	31.0
590.0	27.0
591.0	44.0
592.0	34.0
593.0	33.0
594.0	31.0
595.0	31.0
596.0	29.0
597.0	35.0
598.0	42.0
599.0	33.0
600.0	38.0
601.0	52.0
602.0	37.0
603.0	36.0
604.0	43.0
605.0	32.0
606.0	43.0
607.0	33.0
608.0	44.0
609.0	31.0
610.0	30.0
611.0	23.0
612.0	35.0
613.0	27.0
614.0	45.0
615.0	32.0
616.0	32.0
617.0	35.0
618.0	37.0
619.0	32.0
620.0	38.0
621.0	33.0
622.0	37.0
623.0	38.0
624.0	25.0
625.0	50.0
626.0	40.0
627.0	39.0
628.0	40.0
629.0	26.0
630.0	36.0
631.0	22.0
632.0	36.0
633.0	34.0
634.0	34.0
635.0	21.0
636.0	24.0
637.0	36.0
638.0	38.0
639.0	35.0
640.0	33.0
641.0	29.0
642.0	24.0
643.0	30.0
644.0	31.0
645.0	21.0
646.0	31.0
647.0	40.0
648.0	22.0
649.0	22.0
650.0	27.0
651.0	32.0
652.0	39.0
653.0	23.0
