#Coverage	Number of genomic locations
0.0	2.61706421E9
1.0	6.6820617E7
2.0	1.9518707E7
3.0	8892094.0
4.0	4651110.0
5.0	2677924.0
6.0	1656519.0
7.0	1089623.0
8.0	750789.0
9.0	535557.0
10.0	395615.0
11.0	297324.0
12.0	227168.0
13.0	175548.0
14.0	138041.0
15.0	109032.0
16.0	86508.0
17.0	69625.0
18.0	56847.0
19.0	46593.0
20.0	38876.0
21.0	32725.0
22.0	27587.0
23.0	23175.0
24.0	19085.0
25.0	16251.0
26.0	14053.0
27.0	12190.0
28.0	10527.0
29.0	9308.0
30.0	8013.0
31.0	7096.0
32.0	6251.0
33.0	5667.0
34.0	4932.0
35.0	4360.0
36.0	3856.0
37.0	3405.0
38.0	2960.0
39.0	2717.0
40.0	2509.0
41.0	2064.0
42.0	1871.0
43.0	1710.0
44.0	1564.0
45.0	1335.0
46.0	1162.0
47.0	1020.0
48.0	958.0
49.0	831.0
50.0	719.0
51.0	689.0
52.0	622.0
53.0	550.0
54.0	482.0
55.0	448.0
56.0	417.0
57.0	405.0
58.0	368.0
59.0	306.0
60.0	311.0
61.0	318.0
62.0	292.0
63.0	321.0
64.0	355.0
65.0	317.0
66.0	346.0
67.0	369.0
68.0	387.0
69.0	290.0
70.0	266.0
71.0	246.0
72.0	287.0
73.0	312.0
74.0	238.0
75.0	173.0
76.0	143.0
77.0	75.0
78.0	49.0
79.0	58.0
80.0	1.0
