#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	0.0
11.0	0.0
12.0	0.0
13.0	0.0
14.0	0.0
15.0	4.506493857648872E-6
16.0	4.506493857648872E-6
17.0	9.012987715297744E-6
18.0	0.0
19.0	9.012987715297744E-6
20.0	9.012987715297744E-6
21.0	2.253246928824436E-5
22.0	4.506493857648873E-5
23.0	6.30909140070842E-5
24.0	1.3519481572946615E-4
25.0	1.6674027273300826E-4
26.0	2.0729871745184811E-4
27.0	3.6051950861190976E-4
28.0	5.678182260637579E-4
29.0	0.0010455065749745383
30.0	0.0014420780344476388
31.0	0.001865688457066633
32.0	0.003177078169642455
33.0	0.004758857513677208
34.0	0.0067867797496192015
35.0	0.009954844931546358
36.0	0.013965624464853856
37.0	0.01852168975493686
38.0	0.025952898126199858
39.0	0.032135807698894105
40.0	0.03927409396940992
41.0	0.04550206848068066
42.0	0.050215861055781366
43.0	0.053942731476057
44.0	0.05633567971446855
45.0	0.05705221223783472
46.0	0.05704319925011942
47.0	0.05638074465304503
48.0	0.054258186046092415
49.0	0.05110814683959586
50.0	0.047376769925462595
51.0	0.04731818550531315
52.0	0.03547511964741192
53.0	0.03582211967445088
54.0	0.03208623626645997
55.0	0.027710430730682915
56.0	0.02492541752665591
57.0	0.020914637993348414
58.0	0.017160728609926904
59.0	0.014501897233914068
60.0	0.011532117781723463
61.0	0.009152689024884858
62.0	0.007305026543248822
63.0	0.005642130309776387
64.0	0.0045290263269371165
65.0	0.0034024028625248984
66.0	0.0028300781426034917
67.0	0.0019783508035078547
68.0	0.0015727663563194563
69.0	0.001509675442312372
70.0	0.0011581689214157603
71.0	8.517273390956368E-4
72.0	6.849870663626285E-4
73.0	6.444286216437886E-4
74.0	4.4614289190723834E-4
75.0	3.379870393236654E-4
76.0	2.343376805977413E-4
77.0	2.1180521130949694E-4
78.0	1.5322079116006162E-4
79.0	8.562338329532857E-5
80.0	3.605195086119098E-5
81.0	1.3519481572946617E-5
82.0	9.012987715297744E-6
83.0	3.15454570035421E-5
84.0	4.506493857648872E-6
85.0	4.506493857648872E-6
86.0	0.0
87.0	9.012987715297744E-6
88.0	9.012987715297744E-6
89.0	4.506493857648872E-6
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
