#Coverage	Number of genomic locations
0.0	2.586285047E9
1.0	7.7239146E7
2.0	2.6555562E7
3.0	1.317964E7
4.0	7333993.0
5.0	4404108.0
6.0	2817906.0
7.0	1899056.0
8.0	1325298.0
9.0	949676.0
10.0	699175.0
11.0	525870.0
12.0	405342.0
13.0	315485.0
14.0	251328.0
15.0	201428.0
16.0	164677.0
17.0	134942.0
18.0	111321.0
19.0	94126.0
20.0	79003.0
21.0	67465.0
22.0	58498.0
23.0	49765.0
24.0	43102.0
25.0	37492.0
26.0	32306.0
27.0	28287.0
28.0	25053.0
29.0	22110.0
30.0	19190.0
31.0	17102.0
32.0	15234.0
33.0	13506.0
34.0	12332.0
35.0	11093.0
36.0	9847.0
37.0	8893.0
38.0	8252.0
39.0	7716.0
40.0	6890.0
41.0	6215.0
42.0	5701.0
43.0	5038.0
44.0	4678.0
45.0	4409.0
46.0	4016.0
47.0	3632.0
48.0	3231.0
49.0	2926.0
50.0	2688.0
51.0	2470.0
52.0	2211.0
53.0	2045.0
54.0	1834.0
55.0	1741.0
56.0	1493.0
57.0	1422.0
58.0	1352.0
59.0	1289.0
60.0	1318.0
61.0	1148.0
62.0	987.0
63.0	893.0
64.0	820.0
65.0	784.0
66.0	695.0
67.0	575.0
68.0	553.0
69.0	517.0
70.0	487.0
71.0	567.0
72.0	550.0
73.0	583.0
74.0	590.0
75.0	504.0
76.0	476.0
77.0	402.0
78.0	285.0
79.0	185.0
80.0	89.0
81.0	7.0
82.0	1.0
