#Mapping quality	mapping quality
0.0	270999.0
1.0	1.0613505E7
2.0	73107.0
3.0	84718.0
4.0	47423.0
5.0	30911.0
6.0	258097.0
7.0	147281.0
8.0	114123.0
9.0	50028.0
10.0	59858.0
11.0	121231.0
12.0	280324.0
13.0	32263.0
14.0	79623.0
15.0	188728.0
16.0	139110.0
17.0	217235.0
18.0	213996.0
19.0	55886.0
20.0	86440.0
21.0	382110.0
22.0	120363.0
23.0	371832.0
24.0	624640.0
25.0	187957.0
26.0	166762.0
27.0	170115.0
28.0	256286.0
29.0	201097.0
30.0	1210696.0
31.0	1029200.0
32.0	1202533.0
33.0	791511.0
34.0	1048339.0
35.0	902816.0
36.0	1085832.0
37.0	1074361.0
38.0	1405685.0
39.0	1320610.0
40.0	2836642.0
41.0	8564709.0
42.0	1.52829194E8
