#Mapping quality	mapping quality
0.0	495743.0
1.0	1.4392926E7
2.0	120293.0
3.0	125081.0
4.0	62007.0
5.0	43315.0
6.0	355358.0
7.0	188993.0
8.0	167377.0
9.0	66303.0
10.0	72518.0
11.0	173277.0
12.0	342859.0
13.0	44601.0
14.0	110664.0
15.0	238137.0
16.0	174159.0
17.0	276206.0
18.0	280839.0
19.0	73510.0
20.0	111609.0
21.0	511782.0
22.0	163973.0
23.0	614186.0
24.0	911716.0
25.0	241775.0
26.0	208927.0
27.0	207912.0
28.0	327566.0
29.0	255077.0
30.0	1810185.0
31.0	1597214.0
32.0	1932349.0
33.0	1070430.0
34.0	1784065.0
35.0	1393496.0
36.0	1493364.0
37.0	1494609.0
38.0	1947515.0
39.0	1948902.0
40.0	4265288.0
41.0	1.0180206E7
42.0	2.22059898E8
