#Mapping quality	mapping quality
0.0	246370.0
1.0	1.0545049E7
2.0	73210.0
3.0	73450.0
4.0	40661.0
5.0	28586.0
6.0	254616.0
7.0	129622.0
8.0	100518.0
9.0	46635.0
10.0	53014.0
11.0	109126.0
12.0	243389.0
13.0	30744.0
14.0	73786.0
15.0	169686.0
16.0	128484.0
17.0	187829.0
18.0	192179.0
19.0	56818.0
20.0	83635.0
21.0	339942.0
22.0	113420.0
23.0	359015.0
24.0	576228.0
25.0	180322.0
26.0	165258.0
27.0	166253.0
28.0	250122.0
29.0	200306.0
30.0	1174256.0
31.0	1019680.0
32.0	1179622.0
33.0	774618.0
34.0	1053605.0
35.0	877921.0
36.0	1036526.0
37.0	1038047.0
38.0	1369804.0
39.0	1360603.0
40.0	2669206.0
41.0	7512598.0
42.0	1.44723523E8
