#Mapping quality	mapping quality
0.0	195815.0
1.0	6891666.0
2.0	48155.0
3.0	56104.0
4.0	28497.0
5.0	17664.0
6.0	182016.0
7.0	98400.0
8.0	84347.0
9.0	31941.0
10.0	33644.0
11.0	82341.0
12.0	201899.0
13.0	18802.0
14.0	51184.0
15.0	121745.0
16.0	85109.0
17.0	153061.0
18.0	164229.0
19.0	35756.0
20.0	54614.0
21.0	256682.0
22.0	81696.0
23.0	328362.0
24.0	546081.0
25.0	125869.0
26.0	105501.0
27.0	102527.0
28.0	148923.0
29.0	121925.0
30.0	912664.0
31.0	789381.0
32.0	947316.0
33.0	559114.0
34.0	827669.0
35.0	627526.0
36.0	699549.0
37.0	647607.0
38.0	811507.0
39.0	659048.0
40.0	2042678.0
41.0	4128294.0
42.0	1.17326161E8
