#Position (bp)	insert size
3406923.0	235.90464728753935
1.0220768E7	237.964297048556
1.7034613E7	234.32078705608117
2.3848458E7	239.70230732635585
3.0662303E7	224.31645273119085
3.7476148E7	210.0286520512264
4.4289993E7	236.6208477278767
5.1103838E7	245.20924647253077
5.7917683E7	253.44539153240913
6.4731528E7	249.22971218351006
7.1545373E7	232.68280949326493
7.8359218E7	287.14937587208203
8.5173063E7	238.73268487050277
9.1986908E7	239.35066458170445
9.8800753E7	253.48352396514161
1.05614598E8	242.4096031357178
1.12428443E8	273.51516508114156
1.19242288E8	236.13716216216216
1.26056133E8	264.5704152120627
1.300790245E8	240.57133198106828
1.33485947E8	274.7716114242048
1.39683823E8	236.0556230264756
1.46497668E8	234.39311714096624
1.53311513E8	239.62273157112622
1.60125358E8	239.20304469455468
1.66939203E8	234.20043891733724
1.73753048E8	234.49236910072787
1.80566893E8	278.6969530391079
1.87380738E8	245.1027762250792
1.94194583E8	243.05267093129518
2.01008428E8	266.3057528125748
2.07822273E8	252.77422824567066
2.14636118E8	232.23986645104074
2.21449963E8	167.8767060040261
2.28263808E8	241.26556882383153
2.35077653E8	229.11921195177354
2.41891498E8	239.25703971119134
2.48705343E8	269.54279095121285
2.52444901E8	245.91233562930495
2.558518235E8	242.61105661434976
2.62333033E8	234.9536415452818
2.69146878E8	241.15711675801361
2.75960723E8	261.53410947712416
2.82774568E8	232.99516804466873
2.89588413E8	234.79914122137404
2.96402258E8	226.0177172061329
3.03216103E8	231.9506477483035
3.10029948E8	224.92528805336568
3.16843793E8	264.3814741035857
3.23657638E8	227.6513850378227
3.30471483E8	212.04342389997595
3.37285328E8	241.13468856881352
3.44099173E8	245.49885583524028
3.50913018E8	236.26573426573427
3.57726863E8	242.2248042110669
3.64540708E8	260.67367634153476
3.704270945E8	247.68020233244346
3.73834017E8	0.0
3.78168398E8	242.38102276086315
3.84982243E8	263.55495380694487
3.91796088E8	225.60407251055375
3.98609933E8	229.26627887276217
4.05423778E8	249.08239835927134
4.12237623E8	232.64275590551182
4.19051468E8	232.84533143264434
4.25865313E8	256.22060957910014
4.32679158E8	233.4766319042101
4.39493003E8	236.0398766700925
4.46306848E8	254.1747961664998
4.53120693E8	227.16104868913857
4.59934538E8	231.84864391951007
4.66748383E8	231.19176001518892
4.73562228E8	245.71061452513968
4.80376073E8	235.52806931901392
4.87189918E8	233.2967049926692
4.91962519E8	266.5153246753247
4.953694415E8	229.61963190184048
5.00817608E8	291.53349218956845
5.07631453E8	256.57342756183743
5.14445298E8	308.92097527235
5.21259143E8	241.70526556776557
5.28072988E8	237.54468457943926
5.34886833E8	245.1758530183727
5.41700678E8	237.8302133787145
5.48514523E8	255.30944905813246
5.55328368E8	240.00874842370743
5.62142213E8	246.86590229312063
5.68956058E8	240.82781090551424
5.75769903E8	233.36097067745197
5.82583748E8	229.1989010989011
5.89397593E8	232.48735244519392
5.96211438E8	237.3778156996587
6.03025283E8	247.87900355871886
6.09839128E8	246.8317880794702
6.15738246E8	231.15017678804045
6.191451685E8	0.0
6.23466818E8	251.83655101339747
6.30280663E8	242.15029585798817
6.37094508E8	250.3046875
6.43908353E8	232.94495412844037
6.50722198E8	241.67145088849833
6.57536043E8	235.8461809222105
6.64349888E8	254.25335570469798
6.71163733E8	241.9579746835443
6.77977578E8	234.49877759532933
6.84791423E8	238.9601467400367
6.91605268E8	256.79871441689625
6.98419113E8	252.90799942963068
7.05232958E8	241.13276545748275
7.12046803E8	218.34639100471526
7.18860648E8	260.09626318091256
7.222708485E8	0.0
7.25677771E8	238.66013460015836
7.32488338E8	197.5973318010711
7.39302183E8	202.3161446940191
7.46116028E8	256.83947093630354
7.52929873E8	247.63385952871195
7.59743718E8	232.4594913255853
7.66557563E8	230.04930116791115
7.73371408E8	233.27410979228486
7.80185253E8	239.07095610342753
7.86999098E8	249.77115384615385
7.93812943E8	232.14587155963304
8.00626788E8	229.4221472737493
8.07440633E8	229.22026825633384
8.14254478E8	236.9653164025606
8.190716475E8	246.88032581453635
8.2247857E8	236.07942320897232
8.27882168E8	248.89115236258436
8.34696013E8	242.12042785548658
8.41509858E8	258.1794434980125
8.48323703E8	251.41355095323001
8.55137548E8	281.1605809776667
8.61951393E8	232.2397798086944
8.68765238E8	238.3268675357115
8.75579083E8	266.04435456228146
8.82392928E8	231.50846531949753
8.89206773E8	225.90800058505192
8.96020618E8	264.1971466587818
9.02834463E8	230.1043774416508
9.09648308E8	232.5411122483794
9.14262198E8	248.21151079136692
9.176691205E8	238.26777251184834
9.23275998E8	229.33934320669673
9.30089843E8	233.13031161473089
9.36903688E8	232.15682539682538
9.43717533E8	234.43080179941782
9.50531378E8	237.2265633466999
9.57345223E8	241.2833729513324
9.64159068E8	231.98159898477158
9.70972913E8	231.41779290228487
9.77786758E8	234.64946877012235
9.84600603E8	237.71539674198632
9.91414448E8	243.9648452070123
9.98228293E8	228.9694739711093
1.00390351E9	227.73887204366284
1.0073104325E9	0.0
1.011855983E9	272.187152194211
1.018669828E9	245.90450716349997
1.025483673E9	223.39719341061624
1.032297518E9	249.32387706855792
1.039111363E9	240.61464447224094
1.045925208E9	238.86570181484035
1.052739053E9	262.721627843987
1.059552898E9	238.79830633779153
1.0652815955E9	232.061332589908
1.068688518E9	0.0
1.073180588E9	236.00317316409792
1.079994433E9	234.25531914893617
1.086808278E9	226.91212505280947
1.093622123E9	216.85529917872506
1.100435968E9	246.9455882352941
1.107249813E9	246.92941090590554
1.114063658E9	245.14989138305575
1.120877503E9	243.00570017100512
1.127691348E9	238.8544729971142
1.134505193E9	232.11549793753682
1.141319038E9	202.36802301685162
1.148132883E9	229.47769028871392
1.154946728E9	239.96722489112378
1.161760573E9	235.0141646993473
1.168574418E9	263.5084175084175
1.175388263E9	228.78544314243274
1.182202108E9	256.5953947368421
1.189015953E9	240.37138754263148
1.195829798E9	231.8716222904088
1.202643643E9	270.21286381602584
1.209457488E9	246.70062695924764
1.216271333E9	308.38760395010394
1.223085178E9	233.92585924713583
1.229899023E9	236.9811902866242
1.236712868E9	235.96155489107218
1.243526713E9	237.96598322460392
1.250340558E9	248.54621710526317
1.257154403E9	242.45808852330592
1.2618183335E9	212.95911413969336
1.265225256E9	229.02945248584015
1.270782093E9	234.14809873248834
1.277595938E9	229.9145030982822
1.284409783E9	233.85358398288247
1.291223628E9	265.76921603187986
1.298037473E9	263.53946002076844
1.304851318E9	223.24109083452942
1.311665163E9	228.7133255406195
1.318479008E9	252.46077145106273
1.325292853E9	230.41384083044983
1.332106698E9	234.1995641910296
1.338920543E9	233.52650233607218
1.345734388E9	250.6277065841803
1.352548233E9	251.94946069164905
1.359362078E9	273.8141515994437
1.366175923E9	231.9418244038071
1.372989768E9	242.40266861634072
1.379803613E9	246.5940226048699
1.386617458E9	244.71374045801528
1.393431303E9	255.9359252151303
1.400245148E9	226.50786438308285
1.407058993E9	243.5909009493104
1.413872838E9	240.16736429038588
1.420686683E9	244.1829934511893
1.427500528E9	250.96605509734613
1.434314373E9	247.89522313591425
1.441128218E9	249.9698876839659
1.444861853E9	239.75774490650292
1.4482687755E9	150.25727145739563
1.454755908E9	233.91014492753624
1.461569753E9	233.70333929636254
1.468383598E9	234.49638185360422
1.475197443E9	232.98292375083525
1.482011288E9	268.2024745156019
1.488825133E9	240.04802478698684
1.495638978E9	233.0923938847213
1.502452823E9	226.84892979452056
1.509266668E9	181.8054995851606
1.516080513E9	291.71127614428616
1.522894358E9	261.9267285861713
1.529708203E9	241.63770314192848
1.536522048E9	260.0909128425223
1.543335893E9	238.2922500146447
1.550149738E9	240.80783009211873
1.556963583E9	231.6646913580247
1.563777428E9	240.52581602373888
1.570591273E9	234.16335227272728
1.577405118E9	243.65957145887845
1.584218963E9	231.27139058345065
1.591032808E9	266.3153786104606
1.597846653E9	249.38654867256636
1.6032409105E9	239.18005540166206
1.606647833E9	0.0
1.611474343E9	238.82383018283235
1.618288188E9	240.80919612136378
1.625102033E9	233.30843667794062
1.631915878E9	234.3975174084166
1.638729723E9	242.41684511063525
1.645543568E9	250.33805162364695
1.652357413E9	236.42347348274373
1.659171258E9	251.09443254817987
1.665985103E9	230.97326959332077
1.672798948E9	243.15089514066497
1.679612793E9	238.186973859105
1.686426638E9	241.42870413376684
1.693240483E9	233.22252873563218
1.700054328E9	235.96819457436857
1.706868173E9	233.13104866346814
1.713682018E9	243.13421210305572
1.720495863E9	245.9857142857143
1.727309708E9	241.64617090226847
1.734123553E9	240.05480185647983
1.740937398E9	238.78632734301294
1.747751243E9	296.1986227673768
1.754565088E9	253.51609767950433
1.759854186E9	280.9282882565413
1.7632611085E9	241.14285714285714
1.768192778E9	251.54111549470102
1.775006623E9	252.12426035502958
1.781820468E9	237.48272506082725
1.788634313E9	249.97122608079377
1.795448158E9	248.95375957692048
1.802262003E9	235.5295711060948
1.809075848E9	289.8473091364205
1.815889693E9	232.0319969159599
1.822703538E9	230.75022690143402
1.829517383E9	233.171606370636
1.836331228E9	254.29241440052846
1.843145073E9	248.51301115241637
1.849958918E9	236.09540150995196
1.856772763E9	236.3784433351821
1.863586608E9	235.26892430278883
1.870400453E9	243.6431452506538
1.877214298E9	269.1818888079631
1.884028143E9	272.749873439082
1.890841988E9	251.1630654962863
1.897655833E9	262.0179337231969
1.904469678E9	267.38533154722035
1.910723823E9	200.0967209837049
1.9141307455E9	0.0
1.918097368E9	216.17716346153847
1.924911213E9	229.69876295553325
1.931725058E9	229.8358526216344
1.938538903E9	249.01720841300192
1.945352748E9	232.0360098826436
1.952166593E9	243.12129471890972
1.958980438E9	234.76062308981562
1.965794283E9	231.71296905859117
1.972608128E9	234.234772015315
1.979421973E9	235.83728278041073
1.986235818E9	234.21485893935633
1.993049663E9	265.4157814871017
1.999863508E9	250.14783421626674
2.006677353E9	236.14082984187053
2.013491198E9	229.27290003800837
2.020305043E9	256.81825334382376
2.027118888E9	254.9614549809146
2.033932733E9	240.6032342557795
2.040746578E9	263.6867881548975
2.047560423E9	229.36872243796486
2.054374268E9	240.9422278597786
2.060544391E9	236.26292543517798
2.0639513135E9	0.0
2.068001958E9	280.97480802909877
2.074815803E9	271.96755567775637
2.081629648E9	275.1277543648405
2.088443493E9	270.1871324056807
2.095257338E9	261.5004592573153
2.102071183E9	243.25583982202448
2.108885028E9	265.93941537010846
2.115698873E9	239.84306826178747
2.122512718E9	255.40650406504065
2.129326563E9	227.12680082323348
2.136140408E9	236.29691393521182
2.142954253E9	246.71664232322365
2.149768098E9	233.90050590219224
2.156581943E9	232.63823279524215
2.163395788E9	243.48653777725062
2.170209633E9	268.93187949640287
2.177023478E9	235.19015957446808
2.183837323E9	234.71175847991532
2.190651168E9	261.36885868647647
2.197465013E9	178.56581734898367
2.204278858E9	256.1494537208823
2.2082174155E9	254.95473251028807
2.211624338E9	261.31278072682727
2.217906548E9	236.15407470288625
2.224720393E9	235.64801620564404
2.231534238E9	232.20192243059756
2.238348083E9	258.770137524558
2.245161928E9	231.68640818065614
2.251975773E9	252.54650673400673
2.258789618E9	231.50058252427183
2.265603463E9	244.81871974179666
2.272417308E9	233.54460511679645
2.279231153E9	277.16505998286203
2.286044998E9	242.5859192525859
2.292858843E9	232.95104364326374
2.299672688E9	252.32120594581636
2.306486533E9	273.3061863743148
2.313300378E9	248.2097341779005
2.320114223E9	238.63181360563786
2.326928068E9	232.63908851087055
2.333741913E9	251.75562417291576
2.3376495495E9	242.69716088328076
2.341056472E9	554.0205627705627
2.347369603E9	235.3127572016461
2.354183448E9	231.9048915945744
2.360997293E9	266.10159965412885
2.367811138E9	240.2226379107981
2.374624983E9	238.58877908830092
2.381438828E9	259.9400789657041
2.388252673E9	260.2264781491003
2.395066518E9	267.7074753324753
2.401880363E9	253.2297942001871
2.408694208E9	240.6282382707222
2.415508053E9	235.18710161229845
2.422321898E9	238.46593915343917
2.429135743E9	233.18690372940156
2.435949588E9	232.50083092263188
2.442763433E9	266.5132014857946
2.449577278E9	250.92597968069666
2.456391123E9	239.1042441006137
2.4612717095E9	230.35621761658032
2.462753523E9	0.0
2.4646867815E9	234.33962264150944
2.470018813E9	260.4890965732087
2.476832658E9	263.3974930362117
2.483646503E9	248.94389059304703
2.490460348E9	274.845
2.497274193E9	246.02747142570684
2.504088038E9	235.77170115560332
2.510901883E9	243.7928052576963
2.517715728E9	231.70929339477726
2.524529573E9	249.8336520076482
