#Coverage	Number of genomic locations
0.0	2.5841046E9
1.0	7.1088137E7
2.0	3.1224186E7
3.0	1.5900151E7
4.0	8644350.0
5.0	4951774.0
6.0	2992975.0
7.0	1884761.0
8.0	1243811.0
9.0	851035.0
10.0	601993.0
11.0	430783.0
12.0	320040.0
13.0	239464.0
14.0	184253.0
15.0	142603.0
16.0	112042.0
17.0	87406.0
18.0	69730.0
19.0	57347.0
20.0	46991.0
21.0	39000.0
22.0	32295.0
23.0	26798.0
24.0	22673.0
25.0	19438.0
26.0	17090.0
27.0	14632.0
28.0	12898.0
29.0	11036.0
30.0	9734.0
31.0	8864.0
32.0	7718.0
33.0	7249.0
34.0	6444.0
35.0	5775.0
36.0	5256.0
37.0	4978.0
38.0	4452.0
39.0	4142.0
40.0	3881.0
41.0	3545.0
42.0	3236.0
43.0	2915.0
44.0	2629.0
45.0	2531.0
46.0	2399.0
47.0	2348.0
48.0	2133.0
49.0	2023.0
50.0	2038.0
51.0	1836.0
52.0	1769.0
53.0	1641.0
54.0	1611.0
55.0	1501.0
56.0	1440.0
57.0	1379.0
58.0	1461.0
59.0	1334.0
60.0	1424.0
61.0	1358.0
62.0	1327.0
63.0	1303.0
64.0	1236.0
65.0	1170.0
66.0	1129.0
67.0	1042.0
68.0	1042.0
69.0	1116.0
70.0	1029.0
71.0	956.0
72.0	966.0
73.0	964.0
74.0	880.0
75.0	848.0
76.0	901.0
77.0	853.0
78.0	800.0
79.0	776.0
80.0	759.0
81.0	758.0
82.0	690.0
83.0	694.0
84.0	565.0
85.0	601.0
86.0	621.0
87.0	548.0
88.0	560.0
89.0	594.0
90.0	555.0
91.0	537.0
92.0	459.0
93.0	455.0
94.0	470.0
95.0	369.0
96.0	396.0
97.0	364.0
98.0	352.0
99.0	360.0
100.0	313.0
101.0	300.0
102.0	247.0
103.0	235.0
104.0	261.0
105.0	207.0
106.0	207.0
107.0	190.0
108.0	199.0
109.0	232.0
110.0	188.0
111.0	203.0
112.0	158.0
113.0	150.0
114.0	219.0
115.0	143.0
116.0	159.0
117.0	132.0
118.0	152.0
119.0	135.0
120.0	140.0
121.0	124.0
122.0	120.0
123.0	144.0
124.0	112.0
125.0	119.0
126.0	112.0
127.0	105.0
128.0	132.0
129.0	95.0
130.0	122.0
131.0	99.0
132.0	84.0
133.0	86.0
134.0	66.0
135.0	72.0
136.0	77.0
137.0	69.0
138.0	75.0
139.0	58.0
140.0	62.0
141.0	64.0
142.0	62.0
143.0	62.0
144.0	76.0
145.0	61.0
146.0	64.0
147.0	62.0
148.0	53.0
149.0	65.0
150.0	48.0
151.0	50.0
152.0	76.0
153.0	50.0
154.0	41.0
155.0	40.0
156.0	43.0
157.0	52.0
158.0	42.0
159.0	46.0
160.0	49.0
161.0	48.0
162.0	51.0
163.0	42.0
164.0	54.0
165.0	42.0
166.0	44.0
167.0	58.0
168.0	50.0
169.0	61.0
170.0	68.0
171.0	53.0
172.0	52.0
173.0	47.0
174.0	39.0
175.0	43.0
176.0	39.0
177.0	39.0
178.0	39.0
179.0	41.0
180.0	44.0
181.0	40.0
182.0	39.0
183.0	54.0
184.0	47.0
185.0	35.0
186.0	28.0
187.0	35.0
188.0	30.0
189.0	43.0
190.0	26.0
191.0	38.0
192.0	40.0
193.0	52.0
194.0	40.0
195.0	31.0
196.0	38.0
197.0	38.0
198.0	35.0
199.0	47.0
200.0	36.0
201.0	28.0
202.0	36.0
203.0	30.0
204.0	34.0
205.0	30.0
206.0	37.0
207.0	30.0
208.0	28.0
209.0	29.0
210.0	34.0
211.0	23.0
212.0	21.0
213.0	21.0
214.0	11.0
215.0	22.0
216.0	29.0
217.0	22.0
218.0	17.0
219.0	17.0
220.0	12.0
221.0	18.0
222.0	38.0
223.0	21.0
224.0	21.0
225.0	18.0
226.0	25.0
227.0	18.0
228.0	14.0
229.0	18.0
230.0	22.0
231.0	24.0
232.0	25.0
233.0	18.0
