#Mapping quality	mapping quality
0.0	157971.0
1.0	5309696.0
2.0	34302.0
3.0	34728.0
4.0	13302.0
5.0	6619.0
6.0	144069.0
7.0	73295.0
8.0	50133.0
9.0	11720.0
10.0	10782.0
11.0	53067.0
12.0	143828.0
13.0	6608.0
14.0	20799.0
15.0	58425.0
16.0	33509.0
17.0	109938.0
18.0	102254.0
19.0	11021.0
20.0	15285.0
21.0	118572.0
22.0	33533.0
23.0	239737.0
24.0	344322.0
25.0	48549.0
26.0	36380.0
27.0	29293.0
28.0	34194.0
29.0	31684.0
30.0	750064.0
31.0	652141.0
32.0	773983.0
33.0	155989.0
34.0	771155.0
35.0	434119.0
36.0	254699.0
37.0	222762.0
38.0	226790.0
39.0	121385.0
40.0	1045636.0
41.0	836233.0
42.0	6.1175393E7
