#Mapping quality	mapping quality
0.0	545789.0
1.0	1.5584844E7
2.0	128487.0
3.0	139140.0
4.0	68624.0
5.0	47561.0
6.0	370746.0
7.0	196178.0
8.0	173049.0
9.0	76062.0
10.0	78207.0
11.0	180585.0
12.0	371888.0
13.0	50698.0
14.0	118871.0
15.0	244038.0
16.0	181109.0
17.0	288435.0
18.0	301756.0
19.0	84021.0
20.0	120713.0
21.0	512423.0
22.0	185537.0
23.0	657597.0
24.0	962609.0
25.0	263336.0
26.0	233391.0
27.0	238319.0
28.0	354868.0
29.0	299311.0
30.0	1720214.0
31.0	1489119.0
32.0	1774865.0
33.0	1106700.0
34.0	1615698.0
35.0	1344400.0
36.0	1502079.0
37.0	1530457.0
38.0	1975845.0
39.0	2063323.0
40.0	4856753.0
41.0	1.2598952E7
42.0	2.11135476E8
