#Coverage (X)	Coverage
1.0	5.115080469651005
2.0	2.517980792581753
3.0	1.5240402828569586
4.0	0.999028863541298
5.0	0.6917517308398828
6.0	0.4993882915217398
7.0	0.37241118020301656
8.0	0.28469769793522914
9.0	0.22230692567252675
10.0	0.17689511522215184
11.0	0.1427945041547929
12.0	0.11674790028376947
13.0	0.09652957762884284
14.0	0.0805479603151582
15.0	0.06773830429862926
16.0	0.05739865633832153
17.0	0.04886771572265047
18.0	0.041894376034051106
19.0	0.03613631949404805
20.0	0.03132299398062344
21.0	0.02725352169771611
22.0	0.023789507933614118
23.0	0.020834531346210383
24.0	0.018265827167354587
25.0	0.016042119137580357
26.0	0.014121764097353662
27.0	0.012421475727578013
28.0	0.010929843435633302
29.0	0.00964360181076529
30.0	0.008516851652458968
31.0	0.007532899006889693
32.0	0.006653219365233554
33.0	0.005874804146785095
34.0	0.005191856330228006
35.0	0.004583205780704702
36.0	0.00404349575697438
37.0	0.003567369517824659
38.0	0.003149030041925016
39.0	0.0027837810081905445
40.0	0.0024550385328296898
41.0	0.0021553912341403247
42.0	0.0018958461146354466
43.0	0.0016674508122775933
44.0	0.0014652888659298924
45.0	0.0012828294540980778
46.0	0.0011258329081016427
47.0	9.875849564053851E-4
48.0	8.68379119083329E-4
49.0	7.570616335641489E-4
50.0	6.596496612303326E-4
51.0	5.753727119071073E-4
