#Coverage (X)	Coverage
1.0	6.0073875647469634
2.0	3.5524888575664164
3.0	2.3905519171894554
4.0	1.72019431370407
5.0	1.292141231455517
6.0	1.0022629043326816
7.0	0.7974767051366882
8.0	0.6476938183898682
9.0	0.5355171262540495
10.0	0.4494357623204195
11.0	0.3820354463793052
12.0	0.32854761472754035
13.0	0.28541689548008264
14.0	0.24993956522712324
15.0	0.2206545544537164
16.0	0.19606370004640894
17.0	0.1751641540053157
18.0	0.15744181593257167
19.0	0.1421606842594656
20.0	0.12899766677192304
21.0	0.1174646029080435
22.0	0.1074334078484469
23.0	0.09862872308002579
24.0	0.09081764042937834
25.0	0.08388454968000758
26.0	0.07767909517744442
27.0	0.0721540935708731
28.0	0.06718938508274164
29.0	0.06269210730177122
30.0	0.05865947178730835
31.0	0.054972419462075095
32.0	0.05160717520061553
33.0	0.04853592797654471
34.0	0.04574770747736068
35.0	0.043201053993556116
36.0	0.040870614729314525
37.0	0.03873044984869978
38.0	0.03677380839015143
39.0	0.034953396932834835
40.0	0.03324712809168773
41.0	0.03166167944823428
42.0	0.03020090345336257
43.0	0.028828183478680103
44.0	0.027549463305547306
45.0	0.02633649162747531
46.0	0.02520012868697563
47.0	0.024138209773539643
48.0	0.023149450736866584
49.0	0.02222229422432065
50.0	0.02133575355108519
51.0	0.020491296317501906
