#Mapping quality	mapping quality
0.0	292140.0
1.0	1.0664583E7
2.0	80006.0
3.0	74751.0
4.0	39832.0
5.0	28608.0
6.0	258786.0
7.0	133774.0
8.0	99644.0
9.0	47173.0
10.0	46571.0
11.0	107643.0
12.0	247517.0
13.0	30522.0
14.0	70795.0
15.0	138761.0
16.0	98279.0
17.0	187277.0
18.0	195949.0
19.0	56549.0
20.0	76109.0
21.0	273117.0
22.0	112077.0
23.0	363105.0
24.0	559290.0
25.0	163149.0
26.0	144870.0
27.0	145395.0
28.0	200479.0
29.0	179297.0
30.0	1177321.0
31.0	979307.0
32.0	1125651.0
33.0	646120.0
34.0	1091150.0
35.0	816593.0
36.0	854864.0
37.0	874586.0
38.0	1117862.0
39.0	1189031.0
40.0	3021593.0
41.0	8222306.0
42.0	1.27501179E8
