#Coverage (X)	Coverage
1.0	5.863896574162524
2.0	3.0819930671081153
3.0	1.8187972803981864
4.0	1.1099433093177424
5.0	0.69856304745133
6.0	0.45280111665191214
7.0	0.30241045991577664
8.0	0.2074410148246102
9.0	0.14554691520577023
10.0	0.10416539210930864
11.0	0.07586466419154192
12.0	0.05621511004700608
13.0	0.042418859704298484
14.0	0.03256109831445997
15.0	0.02544646540347628
16.0	0.02020955374294431
17.0	0.01628607100350621
18.0	0.013314217012222684
19.0	0.011039106280662736
20.0	0.009250248230571856
21.0	0.007838269946887522
22.0	0.00667882899109884
23.0	0.00573281381423385
24.0	0.004953297895539777
25.0	0.004297757515260514
26.0	0.0037374643968206556
27.0	0.003267025108968369
28.0	0.0028718370283797867
29.0	0.002536967321617567
30.0	0.002246455835020811
31.0	0.0019931480169503857
32.0	0.0017859595394469352
33.0	0.0016076460985630092
34.0	0.0014557494637443824
35.0	0.0013287653446383274
36.0	0.0012252995209252049
37.0	0.0011410592616130089
38.0	0.0010729626060026476
39.0	0.001014185212525831
40.0	9.588199898331595E-4
41.0	9.094719285229758E-4
42.0	8.665446186881809E-4
43.0	8.280567998610877E-4
44.0	7.898258110969891E-4
45.0	7.530257326635592E-4
46.0	7.192342349213732E-4
47.0	6.833880967036521E-4
48.0	6.461110481552623E-4
49.0	6.087606195990247E-4
50.0	5.663102798649788E-4
51.0	5.24557050297858E-4
