#Coverage	Number of genomic locations
0.0	2.590833094E9
1.0	7.4059468E7
2.0	2.94135E7
3.0	1.4030262E7
4.0	7132643.0
5.0	3830959.0
6.0	2178393.0
7.0	1309463.0
8.0	825453.0
9.0	542774.0
10.0	366334.0
11.0	254504.0
12.0	181789.0
13.0	132004.0
14.0	97538.0
15.0	73045.0
16.0	54451.0
17.0	40818.0
18.0	31034.0
19.0	23833.0
20.0	18833.0
21.0	15085.0
22.0	11953.0
23.0	9301.0
24.0	7397.0
25.0	6082.0
26.0	5089.0
27.0	4322.0
28.0	3713.0
29.0	3170.0
30.0	2712.0
31.0	2411.0
32.0	2188.0
33.0	1914.0
34.0	1756.0
35.0	1635.0
36.0	1517.0
37.0	1450.0
38.0	1494.0
39.0	1527.0
40.0	1388.0
41.0	1260.0
42.0	1217.0
43.0	1340.0
44.0	1156.0
45.0	1146.0
46.0	1134.0
47.0	1099.0
48.0	1030.0
49.0	1052.0
50.0	990.0
51.0	826.0
52.0	861.0
53.0	778.0
54.0	670.0
55.0	598.0
56.0	633.0
57.0	585.0
58.0	522.0
59.0	490.0
60.0	463.0
61.0	519.0
62.0	469.0
63.0	420.0
64.0	411.0
65.0	327.0
66.0	285.0
67.0	188.0
68.0	159.0
69.0	107.0
70.0	100.0
71.0	73.0
72.0	67.0
73.0	88.0
74.0	69.0
75.0	59.0
76.0	80.0
77.0	64.0
78.0	33.0
79.0	3.0
80.0	2.0
