#Mapping quality	mapping quality
0.0	172492.0
1.0	6941851.0
2.0	45065.0
3.0	53378.0
4.0	24523.0
5.0	15003.0
6.0	182286.0
7.0	94903.0
8.0	85975.0
9.0	28776.0
10.0	32616.0
11.0	81238.0
12.0	203522.0
13.0	17641.0
14.0	44546.0
15.0	125349.0
16.0	86925.0
17.0	151299.0
18.0	154043.0
19.0	30190.0
20.0	48864.0
21.0	262873.0
22.0	74656.0
23.0	330704.0
24.0	530545.0
25.0	117624.0
26.0	98629.0
27.0	96012.0
28.0	138375.0
29.0	110735.0
30.0	892050.0
31.0	776710.0
32.0	946244.0
33.0	528951.0
34.0	810092.0
35.0	614201.0
36.0	679335.0
37.0	604548.0
38.0	758321.0
39.0	547865.0
40.0	1829364.0
41.0	3503386.0
42.0	1.1183287E8
