#Mapping quality	mapping quality
0.0	491286.0
1.0	2.1408398E7
2.0	143880.0
3.0	128839.0
4.0	72491.0
5.0	47552.0
6.0	487804.0
7.0	240614.0
8.0	154879.0
9.0	72803.0
10.0	81819.0
11.0	183199.0
12.0	436798.0
13.0	45387.0
14.0	100774.0
15.0	287776.0
16.0	217086.0
17.0	322941.0
18.0	296998.0
19.0	78875.0
20.0	118198.0
21.0	476921.0
22.0	166615.0
23.0	493130.0
24.0	791137.0
25.0	249484.0
26.0	230856.0
27.0	229870.0
28.0	332367.0
29.0	271806.0
30.0	2079464.0
31.0	1727125.0
32.0	1923403.0
33.0	931498.0
34.0	1884740.0
35.0	1402128.0
36.0	1427928.0
37.0	1477197.0
38.0	1923624.0
39.0	2072220.0
40.0	4197985.0
41.0	1.3201834E7
42.0	1.84950646E8
