#Coverage (X)	Coverage
1.0	9.041124355122605
2.0	4.467328277457753
3.0	3.012034980610636
4.0	2.213948597604201
5.0	1.6884241052109132
6.0	1.3213333798176023
7.0	1.0571183927379337
8.0	0.8619726767019671
9.0	0.7143018869793423
10.0	0.6005022123214587
11.0	0.5110367454620501
12.0	0.43980056252158306
13.0	0.3823522279119089
14.0	0.3353209204902754
15.0	0.29645662549087604
16.0	0.2639525434495198
17.0	0.2365554904389171
18.0	0.21320589570616733
19.0	0.19317399498397947
20.0	0.1757307578052263
21.0	0.16046188059492295
22.0	0.1470501782303728
23.0	0.13524142564328656
24.0	0.12476661169199588
25.0	0.11539070018262976
26.0	0.10701954455359441
27.0	0.09946092585082056
28.0	0.09257795365293475
29.0	0.0863800206020926
30.0	0.08071838540419662
31.0	0.07559304805924683
32.0	0.07091334755645562
33.0	0.06664020903686207
34.0	0.0627166162274051
35.0	0.05908922185584231
36.0	0.0557743529759307
37.0	0.05272134068604828
38.0	0.04987636074385193
39.0	0.047269535646250915
40.0	0.04484861882127689
41.0	0.04260972112801653
42.0	0.040543523304350515
43.0	0.03864077946815314
44.0	0.036873164932941904
45.0	0.03521771175343247
46.0	0.03368036371099947
47.0	0.0322256782575181
48.0	0.03083156800792608
49.0	0.02953252157013253
50.0	0.02829210576577168
51.0	0.027116814726340976
