#Mapping quality	mapping quality
0.0	405432.0
1.0	1.8280331E7
2.0	106632.0
3.0	104469.0
4.0	55785.0
5.0	36456.0
6.0	411575.0
7.0	207077.0
8.0	131774.0
9.0	57459.0
10.0	63602.0
11.0	161966.0
12.0	364288.0
13.0	36263.0
14.0	88482.0
15.0	232526.0
16.0	166948.0
17.0	285885.0
18.0	279124.0
19.0	65743.0
20.0	97987.0
21.0	426958.0
22.0	142966.0
23.0	497172.0
24.0	803005.0
25.0	217228.0
26.0	188553.0
27.0	185303.0
28.0	265167.0
29.0	218597.0
30.0	2103127.0
31.0	1797526.0
32.0	2008135.0
33.0	837730.0
34.0	1994605.0
35.0	1396885.0
36.0	1255271.0
37.0	1252782.0
38.0	1609766.0
39.0	1654158.0
40.0	3814992.0
41.0	1.0714731E7
42.0	1.91394789E8
