#Insert size (bp)	insert size
35.0	1.0
36.0	1.0
37.0	2.0
38.0	1.0
39.0	6.0
40.0	16.0
41.0	109.0
42.0	125.0
43.0	83.0
44.0	87.0
45.0	97.0
46.0	86.0
47.0	103.0
48.0	92.0
49.0	81.0
50.0	90.0
51.0	94.0
52.0	86.0
53.0	79.0
54.0	93.0
55.0	98.0
56.0	78.0
57.0	80.0
58.0	87.0
59.0	80.0
60.0	73.0
61.0	82.0
62.0	79.0
63.0	79.0
64.0	83.0
65.0	76.0
66.0	91.0
67.0	91.0
68.0	88.0
69.0	78.0
70.0	82.0
71.0	93.0
72.0	74.0
73.0	83.0
74.0	91.0
75.0	99.0
76.0	91.0
77.0	83.0
78.0	135.0
79.0	132.0
80.0	126.0
81.0	126.0
82.0	146.0
83.0	159.0
84.0	147.0
85.0	163.0
86.0	193.0
87.0	201.0
88.0	208.0
89.0	239.0
90.0	270.0
91.0	300.0
92.0	329.0
93.0	369.0
94.0	458.0
95.0	511.0
96.0	567.0
97.0	575.0
98.0	650.0
99.0	706.0
100.0	816.0
101.0	881.0
102.0	983.0
103.0	1135.0
104.0	1292.0
105.0	1318.0
106.0	1538.0
107.0	1634.0
108.0	1838.0
109.0	1973.0
110.0	2141.0
111.0	2309.0
112.0	2517.0
113.0	2722.0
114.0	2919.0
115.0	3026.0
116.0	3493.0
117.0	3728.0
118.0	3855.0
119.0	4098.0
120.0	4357.0
121.0	4580.0
122.0	4901.0
123.0	5161.0
124.0	5420.0
125.0	5880.0
126.0	6201.0
127.0	6498.0
128.0	6964.0
129.0	7290.0
130.0	7534.0
131.0	7901.0
132.0	8220.0
133.0	8599.0
134.0	8792.0
135.0	9324.0
136.0	9575.0
137.0	9927.0
138.0	10434.0
139.0	10727.0
140.0	11213.0
141.0	11588.0
142.0	11732.0
143.0	11989.0
144.0	12550.0
145.0	12946.0
146.0	13182.0
147.0	13541.0
148.0	14036.0
149.0	14341.0
150.0	14918.0
151.0	14939.0
152.0	15306.0
153.0	15572.0
154.0	15690.0
155.0	15975.0
156.0	16376.0
157.0	16716.0
158.0	16937.0
159.0	17482.0
160.0	17300.0
161.0	17706.0
162.0	17854.0
163.0	18095.0
164.0	18232.0
165.0	18365.0
166.0	18263.0
167.0	18670.0
168.0	18981.0
169.0	19127.0
170.0	19003.0
171.0	19099.0
172.0	19407.0
173.0	19553.0
174.0	19274.0
175.0	19626.0
176.0	19568.0
177.0	19248.0
178.0	19414.0
179.0	19352.0
180.0	19498.0
181.0	19547.0
182.0	19445.0
183.0	19420.0
184.0	19581.0
185.0	19358.0
186.0	19646.0
187.0	19137.0
188.0	19192.0
189.0	18854.0
190.0	19022.0
191.0	18883.0
192.0	19171.0
193.0	19050.0
194.0	18661.0
195.0	18647.0
196.0	18618.0
197.0	18315.0
198.0	18106.0
199.0	18142.0
200.0	17898.0
201.0	18063.0
202.0	17685.0
203.0	17805.0
204.0	17437.0
205.0	17353.0
206.0	16959.0
207.0	17041.0
208.0	16683.0
209.0	16533.0
210.0	16551.0
211.0	16359.0
212.0	16181.0
213.0	15901.0
214.0	15876.0
215.0	15627.0
216.0	15657.0
217.0	15313.0
218.0	15293.0
219.0	15269.0
220.0	14923.0
221.0	14655.0
222.0	14572.0
223.0	14342.0
224.0	14240.0
225.0	14088.0
226.0	13923.0
227.0	13751.0
228.0	13657.0
229.0	13437.0
230.0	13329.0
231.0	13086.0
232.0	12819.0
233.0	12648.0
234.0	12453.0
235.0	12419.0
236.0	12309.0
237.0	11982.0
238.0	12064.0
239.0	11701.0
240.0	11671.0
241.0	11485.0
242.0	11417.0
243.0	11160.0
244.0	10978.0
245.0	10770.0
246.0	10773.0
247.0	10749.0
248.0	10228.0
249.0	10379.0
250.0	10246.0
251.0	10100.0
252.0	9872.0
253.0	9853.0
254.0	9581.0
255.0	9446.0
256.0	9410.0
257.0	9376.0
258.0	9234.0
259.0	9016.0
260.0	8887.0
261.0	8780.0
262.0	8671.0
263.0	8470.0
264.0	8396.0
265.0	8320.0
266.0	8145.0
267.0	8111.0
268.0	8123.0
269.0	7820.0
270.0	7688.0
271.0	7727.0
272.0	7552.0
273.0	7403.0
274.0	7226.0
275.0	7030.0
276.0	7117.0
277.0	6891.0
278.0	7007.0
279.0	6672.0
280.0	6775.0
281.0	6584.0
282.0	6475.0
283.0	6400.0
284.0	6367.0
285.0	6203.0
286.0	6178.0
287.0	5911.0
288.0	5971.0
289.0	5898.0
290.0	5729.0
291.0	5581.0
292.0	5572.0
293.0	5482.0
294.0	5497.0
295.0	5399.0
296.0	5333.0
297.0	5102.0
298.0	5072.0
299.0	4982.0
300.0	5050.0
301.0	4890.0
302.0	4770.0
303.0	4762.0
304.0	4768.0
305.0	4640.0
306.0	4530.0
307.0	4507.0
308.0	4481.0
309.0	4501.0
310.0	4355.0
311.0	4362.0
312.0	4192.0
313.0	4138.0
314.0	4032.0
315.0	4161.0
316.0	3899.0
317.0	4007.0
318.0	3986.0
319.0	3884.0
320.0	3810.0
321.0	3792.0
322.0	3687.0
323.0	3481.0
324.0	3448.0
325.0	3490.0
326.0	3403.0
327.0	3335.0
328.0	3448.0
329.0	3316.0
330.0	3183.0
331.0	3269.0
332.0	3170.0
333.0	3016.0
334.0	3089.0
335.0	2963.0
336.0	2926.0
337.0	2988.0
338.0	2940.0
339.0	2853.0
340.0	2775.0
341.0	2748.0
342.0	2781.0
343.0	2707.0
344.0	2721.0
345.0	2550.0
346.0	2574.0
347.0	2486.0
348.0	2540.0
349.0	2556.0
