#Coverage	Number of genomic locations
0.0	2.562150842E9
1.0	8.4865797E7
2.0	3.0148974E7
3.0	1.6196716E7
4.0	9619607.0
5.0	6104771.0
6.0	4074520.0
7.0	2828511.0
8.0	2039397.0
9.0	1506658.0
10.0	1138999.0
11.0	878857.0
12.0	686109.0
13.0	544078.0
14.0	435456.0
15.0	352957.0
16.0	289765.0
17.0	238120.0
18.0	198258.0
19.0	166647.0
20.0	139842.0
21.0	118331.0
22.0	100855.0
23.0	87656.0
24.0	75800.0
25.0	65325.0
26.0	57155.0
27.0	49870.0
28.0	44149.0
29.0	39445.0
30.0	34679.0
31.0	30544.0
32.0	26911.0
33.0	24283.0
34.0	21930.0
35.0	19112.0
36.0	17403.0
37.0	15611.0
38.0	13920.0
39.0	12323.0
40.0	10841.0
41.0	9334.0
42.0	8182.0
43.0	6878.0
44.0	5933.0
45.0	4981.0
46.0	4349.0
47.0	3566.0
48.0	3123.0
49.0	2682.0
50.0	2294.0
51.0	1891.0
52.0	1668.0
53.0	1315.0
54.0	1233.0
55.0	979.0
56.0	919.0
57.0	745.0
58.0	561.0
59.0	476.0
60.0	417.0
61.0	295.0
62.0	286.0
63.0	156.0
64.0	165.0
65.0	93.0
66.0	68.0
67.0	56.0
68.0	55.0
69.0	63.0
70.0	70.0
71.0	72.0
72.0	74.0
73.0	74.0
74.0	64.0
75.0	99.0
76.0	143.0
77.0	288.0
78.0	535.0
79.0	895.0
80.0	1071.0
81.0	392.0
82.0	88.0
83.0	16.0
84.0	1.0
