exonID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name
ENSMUSE00000105758,3.83444352573616,2.3819053477094,1.21287672814906,1.96384784407923,0.0495477397924856,0.18739736440187,Zswim7
ENSMUSE00000110548,14.7403826313246,2.25177071716254,0.709090607126638,3.17557544061558,0.00149539632866112,0.0111512428088939,Ovca2
ENSMUSE00000111715,1.68371615507673,3.88283492451658,1.74585528240915,2.22403022956093,0.0261464104408775,1,Acap1
ENSMUSE00000123611,11.675101666649,1.83820030109646,0.764683389315981,2.40387110113737,0.0162224922270019,0.078030615645975,Xpo7
ENSMUSE00000136286,38.5957690154698,2.51555797253422,0.452518365088851,5.55901852080699,2.71295911046409e-08,7.03183572280952e-07,Paqr4
ENSMUSE00000138189,3.98220879883012,2.52535688467955,1.16185997434069,2.17354667554719,0.0297391968303707,0.126031512952574,Cebpz
ENSMUSE00000146649,64.9788893468965,2.59480619369076,0.532913253649505,4.86909675434224,1.12109508887977e-06,2.09616035592598e-05,Plcb3
ENSMUSE00000147002,8.26805778257972,2.08115221999966,0.740137556010242,2.81184518080428,0.00492582062205713,0.0301212521721119,Sfxn4
ENSMUSE00000151494,26.4911808692327,1.19436964078309,0.564662626439608,2.11519159380886,0.034413621116349,0.141616323465246,Phkg1
ENSMUSE00000154469,16.0134842383768,1.64231039864013,0.603817314884951,2.71987960291111,0.00653056893737749,0.0381374068537293,4933402D24Rik
ENSMUSE00000181234,56.3826019212332,1.50773526760792,0.574750494549848,2.62328659462711,0.00870859827120468,0.0479872281563913,Pnrc2
ENSMUSE00000182569,2.77881101174213,4.45769487418345,1.68268622361347,2.64915396086789,0.00806935614390627,0.0451016178799412,Extl1
ENSMUSE00000198560,45.9271873430963,1.17567039662129,0.447985071771016,2.6243517266625,0.00868140826521356,0.0479339947526027,Qpctl
ENSMUSE00000219302,34.9100990800372,2.59164891491269,0.521276903324755,4.9717317195197,6.63574897083112e-07,1.33177655491653e-05,Trip4
ENSMUSE00000219801,42.0638978319389,1.47748460998302,0.610594670757193,2.41974697904062,0.0155313097042451,0.0753354614390391,Trim42
ENSMUSE00000221782,1.58434895910433,4.36907212394367,1.89257790085499,2.30852961031084,0.020969697883751,1,Paqr5
ENSMUSE00000222185,17.7896044250604,2.34783201857816,0.615186685884939,3.81645453721227,0.000135383006211602,0.00143351338038964,Tnfsf8
