exonID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name
ENSMUSE00000136286,38.5957690154698,3.53942896636468,0.473864393350856,7.46928660610301,8.06307498066634e-14,4.47401362474018e-12,Paqr4
ENSMUSE00000138681,70.3665464739789,0.797322478208497,0.387004494279139,2.06024087573878,0.0393755190153784,0.144230860632046,Pigf
ENSMUSE00000146649,64.9788893468965,2.79667473433545,0.526696119949438,5.30984495310868,1.09718533876562e-07,2.27181905438528e-06,Plcb3
ENSMUSE00000151494,26.4911808692327,3.26792544570715,0.61224594626851,5.33760242207295,9.41837009381719e-08,1.97926344658128e-06,Phkg1
ENSMUSE00000154469,16.0134842383768,1.56094817861915,0.63845286503455,2.44489180659355,0.0144895601642691,0.065970252906357,4933402D24Rik
ENSMUSE00000159894,7.41108265452201,1.71538254933147,0.831063581624897,2.0640810008514,0.0390100370248075,0.143269989255765,Mixl1
ENSMUSE00000181234,56.3826019212332,2.06402882590888,0.572217377872559,3.60707120357426,0.000309672702690641,0.00266474661811106,Pnrc2
ENSMUSE00000194322,5.08233026011414,3.05162380547621,1.07029511896177,2.85119846985418,0.0043554774083171,0.0246657101695746,Pradc1
ENSMUSE00000198560,45.9271873430963,0.933812178827156,0.455338010786372,2.05081095078018,0.0402853607122303,0.146932069584464,Qpctl
ENSMUSE00000206839,24.0194456748724,2.02053813447128,0.635681664000731,3.17853770038734,0.00148019967213003,0.0100479512061626,Gm36995
ENSMUSE00000219302,34.9100990800372,2.93685724694053,0.544701349823925,5.39168343880526,6.98006540444594e-08,1.50619648880611e-06,Trip4
ENSMUSE00000219801,42.0638978319389,1.86299793582389,0.820219742312838,2.2713400320878,0.0231264016048957,0.0957922341449528,Trim42
ENSMUSE00000222185,17.7896044250604,2.30894550429141,0.754858698458123,3.05877842966858,0.00222241453793316,0.01406363896364,Tnfsf8
ENSMUSE00000226239,2550.61237570721,1.79466419687665,0.192514072403453,9.32224940478927,1.13899500469004e-20,1.58390613985538e-18,Angpt2
ENSMUSE00000240815,16.490178626389,1.27135911657378,0.620294661112033,2.04960512523927,0.0404029798842335,0.147186017275552,Tstd3
ENSMUSE00000242732,2.84098216549964,4.47422890291061,1.85309264789446,2.41446584335346,0.0157583003977821,0.0704371014605625,Hk2
ENSMUSE00000244694,73.9759110729782,0.779113881829579,0.335493327788312,2.32229322402853,0.0202171521605292,0.0862598492182578,Snx22
ENSMUSE00000247114,47.2039779269773,1.66792596957728,0.491123126718178,3.39614625913226,0.000683418307263324,0.00522963574253674,Slc25a29
ENSMUSE00000254484,47.1624891275571,2.17637317640532,0.519617294756724,4.18841558656022,2.80908758405155e-05,0.000332369354482737,Slurp1
ENSMUSE00000259488,30.3493443640073,1.30812701405902,0.445540120087155,2.93604763091398,0.00332423275674041,0.019717829263783,C2cd2
ENSMUSE00000270492,8.10311919071109,3.00367497085131,1.05974981391595,2.83432460323087,0.00459226592975557,0.0257605993191069,Thrsp
ENSMUSE00000273349,94.8924573466618,1.93593152991772,0.398823952647298,4.85410045476825,1.20934425735035e-06,1.95158362676137e-05,Cfap157
ENSMUSE00000283485,20.4121928113161,1.20899468880029,0.513436817413847,2.35470976719186,0.0185371777768681,0.0805877153526216,Itih2
ENSMUSE00000288828,6.31471266053928,2.17961826349437,0.897542715026332,2.42842844914676,0.0151644169811444,0.0684617205914272,Abi1
ENSMUSE00000288933,14.5694519006507,1.10360618644569,0.551689120714541,2.00041317656639,0.0454556667223525,0.160656614358512,2600006K01Rik
ENSMUSE00000289096,12.3594842284084,2.39571854406397,0.747341557171406,3.20565412303775,0.0013475585921274,0.00929510102983654,Lrrc46
ENSMUSE00000293112,3.14698400385936,3.09610207846824,1.4551446026406,2.12769375143189,0.0333624833364513,0.127344971976207,Nrn1
ENSMUSE00000294713,42.6195966913155,1.22080419982426,0.57002842166288,2.14165496566459,0.0322212571368023,0.123956629848303,Hnrnpab
ENSMUSE00000307378,10.0362648603152,2.37870193117713,0.906624659235055,2.62368986652548,0.00869829486583034,0.0436037353665834,Akt1
ENSMUSE00000326613,417.211831528066,0.87601411821878,0.437390887380866,2.00281748772689,0.0451968821045292,0.160043281994787,Lrrn3
ENSMUSE00000330981,498.925722241515,2.26416091188344,0.572907513655323,3.95205309394078,7.74835430656085e-05,0.000816440251722183,Tnc
ENSMUSE00000331312,2.72498692713717,4.81364061194494,1.81311948069203,2.65489432064768,0.00793332578663465,0.0405817355407142,Btn1a1
