#Mapping quality	mapping quality
0.0	346364.0
1.0	1.6906138E7
2.0	91774.0
3.0	88155.0
4.0	44513.0
5.0	25088.0
6.0	434387.0
7.0	210722.0
8.0	120895.0
9.0	44898.0
10.0	48181.0
11.0	152879.0
12.0	379892.0
13.0	26311.0
14.0	71552.0
15.0	220055.0
16.0	151748.0
17.0	304590.0
18.0	288951.0
19.0	46939.0
20.0	70717.0
21.0	416136.0
22.0	121178.0
23.0	484177.0
24.0	815372.0
25.0	179805.0
26.0	150453.0
27.0	142520.0
28.0	202463.0
29.0	160691.0
30.0	2175619.0
31.0	1905727.0
32.0	2166038.0
33.0	683399.0
34.0	2196296.0
35.0	1430729.0
36.0	1132867.0
37.0	1081598.0
38.0	1322084.0
39.0	1120986.0
40.0	2973268.0
41.0	6650816.0
42.0	1.86199188E8
