ID,count
ENSMUSE00000858910,0
ENSMUSE00000863980,0
ENSMUSE00000485541,23
ENSMUSE00001343189,0
ENSMUSE00001343686,0
ENSMUSE00001337180,0
ENSMUSE00001345667,0
ENSMUSE00001343966,0
ENSMUSE00001337496,0
ENSMUSE00000846843,0
ENSMUSE00001344134,1
ENSMUSE00001340315,0
ENSMUSE00001378580,21
ENSMUSE00001342598,3
ENSMUSE00001379779,1
ENSMUSE00001403780,1
ENSMUSE00001396015,0
ENSMUSE00001340813,0
ENSMUSE00000471383,0
ENSMUSE00001346369,0
ENSMUSE00001341878,0
ENSMUSE00000436360,0
ENSMUSE00001339744,0
ENSMUSE00001338503,0
ENSMUSE00001338470,0
ENSMUSE00000231976,0
ENSMUSE00001344451,0
ENSMUSE00001340102,0
ENSMUSE00001304409,138
ENSMUSE00001342057,7
ENSMUSE00000846510,0
ENSMUSE00001345430,5
ENSMUSE00000450421,142
ENSMUSE00001229301,142
ENSMUSE00000789568,135
ENSMUSE00001246843,126
ENSMUSE00001343760,14
ENSMUSE00001266256,76
ENSMUSE00000727986,30
ENSMUSE00000491965,4
ENSMUSE00001344247,0
ENSMUSE00000814493,6
ENSMUSE00001258222,11
ENSMUSE00001235188,6
ENSMUSE00001288384,6
ENSMUSE00001269943,6
ENSMUSE00000898244,0
ENSMUSE00001338399,0
ENSMUSE00000815609,0
ENSMUSE00001345632,0
ENSMUSE00001341829,0
ENSMUSE00000945922,0
ENSMUSE00001344175,0
ENSMUSE00000230695,0
ENSMUSE00001336803,0
ENSMUSE00001343562,57
ENSMUSE00000850919,31
ENSMUSE00000630867,4
ENSMUSE00001343653,0
ENSMUSE00001345117,18
ENSMUSE00001343905,0
ENSMUSE00001229435,0
ENSMUSE00001340227,0
ENSMUSE00001116424,34
ENSMUSE00001345075,22
ENSMUSE00001340075,22
ENSMUSE00001341418,2
ENSMUSE00001340185,0
ENSMUSE00000766828,61
ENSMUSE00000805330,61
ENSMUSE00001283395,9
ENSMUSE00000229712,30
ENSMUSE00001338148,0
ENSMUSE00000837222,0
ENSMUSE00001342882,1
ENSMUSE00001089168,0
ENSMUSE00001337805,0
ENSMUSE00000710157,1
ENSMUSE00000727604,0
ENSMUSE00001343882,0
ENSMUSE00000535591,0
ENSMUSE00001341429,0
ENSMUSE00001345729,0
ENSMUSE00000633382,0
ENSMUSE00001338516,0
ENSMUSE00001346128,0
ENSMUSE00000703062,4
ENSMUSE00000703061,4
ENSMUSE00001332771,0
ENSMUSE00000703041,16
ENSMUSE00000553770,16
ENSMUSE00000863091,0
ENSMUSE00000854215,2
ENSMUSE00000373485,628
ENSMUSE00000398161,0
ENSMUSE00000847426,0
ENSMUSE00001269731,60
ENSMUSE00001211290,40
ENSMUSE00001225956,26
ENSMUSE00001273290,59
ENSMUSE00000946085,8
ENSMUSE00001317570,0
ENSMUSE00000630817,0
ENSMUSE00000820108,1
ENSMUSE00001371120,2
ENSMUSE00001225112,2
ENSMUSE00000829416,0
ENSMUSE00001092805,0
ENSMUSE00000827356,208
ENSMUSE00001214903,163
ENSMUSE00001321600,167
ENSMUSE00001218429,113
ENSMUSE00001236438,109
ENSMUSE00001336116,10
ENSMUSE00001336901,0
ENSMUSE00000553482,2496
ENSMUSE00001321552,138
ENSMUSE00000809317,102
ENSMUSE00000752865,98
ENSMUSE00000827254,15
ENSMUSE00001343502,55
ENSMUSE00001321068,44
ENSMUSE00001319304,101
ENSMUSE00000411242,24
ENSMUSE00001341523,0
ENSMUSE00000802675,0
ENSMUSE00000711495,0
ENSMUSE00000970315,0
ENSMUSE00000780418,7
ENSMUSE00001346299,0
ENSMUSE00000664283,0
ENSMUSE00001319129,0
ENSMUSE00001343232,0
ENSMUSE00001320137,0
ENSMUSE00001318984,0
ENSMUSE00001330589,4
ENSMUSE00001327733,4
ENSMUSE00000837368,1
ENSMUSE00001329849,0
ENSMUSE00001344775,0
ENSMUSE00000702730,11
ENSMUSE00000458590,9142
ENSMUSE00000386648,9186
ENSMUSE00001326959,52
ENSMUSE00000832566,65
ENSMUSE00000740838,87
ENSMUSE00001341133,53
ENSMUSE00001221147,3455
ENSMUSE00001343194,82
ENSMUSE00001338285,14
ENSMUSE00001343404,76
ENSMUSE00000846292,6
ENSMUSE00001339750,237
ENSMUSE00001338642,133
ENSMUSE00001320670,0
ENSMUSE00001334220,417
ENSMUSE00001325639,51
ENSMUSE00000387757,266
ENSMUSE00000154319,83
ENSMUSE00000783451,21
ENSMUSE00001339140,4
ENSMUSE00000664333,0
ENSMUSE00001100838,0
ENSMUSE00001342318,0
ENSMUSE00001337866,0
ENSMUSE00001287047,11
ENSMUSE00000911018,11
ENSMUSE00000154295,11
ENSMUSE00000496745,11
ENSMUSE00000488844,0
ENSMUSE00001346020,0
ENSMUSE00001320993,1
ENSMUSE00000154271,0
ENSMUSE00001335633,0
ENSMUSE00001328462,0
ENSMUSE00001320360,0
ENSMUSE00000713895,5
ENSMUSE00000408164,0
ENSMUSE00000324435,0
ENSMUSE00000846669,0
ENSMUSE00000630745,2
ENSMUSE00000847339,0
ENSMUSE00001329503,0
ENSMUSE00000355111,4
ENSMUSE00000702624,4
ENSMUSE00001163295,6
ENSMUSE00000604450,157
ENSMUSE00000783152,44
ENSMUSE00000398568,156
ENSMUSE00000844926,86
ENSMUSE00001232834,142
ENSMUSE00000839769,105
ENSMUSE00001337908,0
ENSMUSE00001343131,26
ENSMUSE00000861900,26
ENSMUSE00001241858,26
ENSMUSE00000848769,24
ENSMUSE00001246673,0
ENSMUSE00001243063,20
ENSMUSE00001304878,589
ENSMUSE00001297894,161
ENSMUSE00001300189,492
ENSMUSE00000757375,376
ENSMUSE00001330550,170
ENSMUSE00000702579,164
ENSMUSE00000340801,36
ENSMUSE00001320713,128
ENSMUSE00001323302,128
ENSMUSE00000702580,123
ENSMUSE00001335296,124
ENSMUSE00001325368,0
ENSMUSE00001330344,0
ENSMUSE00000491850,47
ENSMUSE00001328582,1
ENSMUSE00000383734,4
ENSMUSE00001328947,0
ENSMUSE00001324699,79
ENSMUSE00001331927,0
ENSMUSE00001318813,1
ENSMUSE00000816973,11
ENSMUSE00000819647,8
ENSMUSE00000769172,0
ENSMUSE00001326214,1
ENSMUSE00001334241,0
ENSMUSE00001382966,3
ENSMUSE00001384865,2
ENSMUSE00001326225,0
ENSMUSE00001323316,1
ENSMUSE00001320105,1
ENSMUSE00000821169,2
ENSMUSE00000904993,2
ENSMUSE00001207630,1
ENSMUSE00000774882,5
ENSMUSE00000630718,0
ENSMUSE00000552542,13
ENSMUSE00000720131,13
ENSMUSE00001335733,13
ENSMUSE00000847310,0
ENSMUSE00000870991,1
ENSMUSE00000866580,4
ENSMUSE00001331570,0
ENSMUSE00000722600,0
ENSMUSE00000630649,46
ENSMUSE00001341169,0
ENSMUSE00000729307,3
ENSMUSE00001321074,0
ENSMUSE00000582671,0
ENSMUSE00001295109,2
ENSMUSE00000552318,5
ENSMUSE00001335576,2
ENSMUSE00000308433,11
ENSMUSE00001325121,2
ENSMUSE00001322025,248
ENSMUSE00000355532,248
ENSMUSE00001318617,16
ENSMUSE00001318983,34
ENSMUSE00001331822,46
ENSMUSE00000847368,0
ENSMUSE00001112487,0
ENSMUSE00000664279,0
ENSMUSE00000350093,593
ENSMUSE00001321555,162
ENSMUSE00001330813,0
ENSMUSE00000630638,2
ENSMUSE00000154316,2
ENSMUSE00000977905,0
ENSMUSE00000464249,1792
ENSMUSE00001256878,1792
ENSMUSE00001345689,3
ENSMUSE00001244113,1747
ENSMUSE00000716105,34
ENSMUSE00001297040,930
ENSMUSE00001345361,8
ENSMUSE00001326316,0
ENSMUSE00000551967,14
ENSMUSE00000630608,1
ENSMUSE00001333544,4
ENSMUSE00000552004,10
ENSMUSE00000304588,7
ENSMUSE00001322006,0
ENSMUSE00001324369,5
ENSMUSE00000494133,0
ENSMUSE00001336944,0
ENSMUSE00001337773,0
ENSMUSE00001333376,0
ENSMUSE00000702281,20
ENSMUSE00001322127,13
ENSMUSE00001329918,16
ENSMUSE00001333872,1
ENSMUSE00000836051,500
ENSMUSE00000351902,672
ENSMUSE00000824133,32
ENSMUSE00001310609,473
ENSMUSE00001309695,121
ENSMUSE00001220650,230
ENSMUSE00001290400,11
ENSMUSE00001233074,5
ENSMUSE00001331053,0
ENSMUSE00001332705,4
ENSMUSE00000156356,6
ENSMUSE00001334449,1
ENSMUSE00001081342,5
ENSMUSE00000482374,5
ENSMUSE00000789808,12
ENSMUSE00000702181,15
ENSMUSE00000303026,13
ENSMUSE00000664428,0
ENSMUSE00001327469,3
ENSMUSE00001319942,32
