#Mapping quality	mapping quality
0.0	325897.0
1.0	1.4661318E7
2.0	87886.0
3.0	84209.0
4.0	42345.0
5.0	26598.0
6.0	360253.0
7.0	180964.0
8.0	120953.0
9.0	49261.0
10.0	53509.0
11.0	141682.0
12.0	356271.0
13.0	29478.0
14.0	78160.0
15.0	215283.0
16.0	157990.0
17.0	268568.0
18.0	261593.0
19.0	53792.0
20.0	85725.0
21.0	421292.0
22.0	126770.0
23.0	455541.0
24.0	759611.0
25.0	198800.0
26.0	178745.0
27.0	173418.0
28.0	257517.0
29.0	201619.0
30.0	1743405.0
31.0	1499987.0
32.0	1699296.0
33.0	803175.0
34.0	1606337.0
35.0	1158548.0
36.0	1165283.0
37.0	1122804.0
38.0	1435119.0
39.0	1275138.0
40.0	3002510.0
41.0	8065033.0
42.0	1.68115777E8
