#Coverage (X)	Coverage
1.0	13.504044181309752
2.0	8.529451111394636
3.0	5.9206564207643595
4.0	4.245652273169881
5.0	3.1126942755161764
6.0	2.3285203767990907
7.0	1.7766361313129977
8.0	1.3816322345607688
9.0	1.09322701127563
10.0	0.8788939251310808
11.0	0.7165349142712643
12.0	0.5918514054483239
13.0	0.494404357469179
14.0	0.4171304667446094
15.0	0.3551189590988457
16.0	0.3049331548240559
17.0	0.2638801173728922
18.0	0.22997150511955056
19.0	0.20168457264495032
20.0	0.17789414746114574
21.0	0.15780655130618015
22.0	0.14063496694970468
23.0	0.1260488541059317
24.0	0.11344590959677703
25.0	0.10251401152071082
26.0	0.09306706815505095
27.0	0.08474874613813199
28.0	0.0774650823584011
29.0	0.07106010759009962
30.0	0.06537194551611947
31.0	0.0603439100734704
32.0	0.05584589849232202
33.0	0.05181605141849843
34.0	0.04820766247129882
35.0	0.0449243103086161
36.0	0.041971535121703596
37.0	0.03928912860678224
38.0	0.03688028279457001
39.0	0.03469862151443692
40.0	0.03268122140195828
41.0	0.030816928694576973
42.0	0.029115136034448597
43.0	0.02756292853861453
44.0	0.026118332837455682
45.0	0.0247790007704225
46.0	0.02353711736573416
47.0	0.0223967552143165
48.0	0.021335056440932476
49.0	0.020346517544311382
50.0	0.019425378193147935
51.0	0.018559824204729125
