#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	6.086542107611281E-7
7.0	6.086542107611281E-7
8.0	1.8259626322833846E-6
9.0	3.0432710538056406E-6
10.0	4.260579475327897E-6
11.0	7.303850529133538E-6
12.0	1.034712158293918E-5
13.0	1.5825009479789334E-5
14.0	2.1911551587400616E-5
15.0	3.7127906856428817E-5
16.0	4.260579475327897E-5
17.0	5.782215002230719E-5
18.0	8.947216898188584E-5
19.0	1.0529717846167518E-4
20.0	2.0146454376193342E-4
21.0	2.927626753761026E-4
22.0	4.5527334964932383E-4
23.0	7.078648471151921E-4
24.0	0.0011034900841099253
25.0	0.0018649165017720968
26.0	0.0020736848960631635
27.0	0.0032970798596930317
28.0	0.004791934601322362
29.0	0.005851601582257487
30.0	0.007677564214540871
31.0	0.009560131688425039
32.0	0.011624686771326788
33.0	0.014709346311464186
34.0	0.01681102930122236
35.0	0.02033878910679386
36.0	0.023164161953147015
37.0	0.0260674425384776
38.0	0.03050392308071546
39.0	0.03292636683954475
40.0	0.03694409328477896
41.0	0.039276456220415604
42.0	0.041098766927434416
43.0	0.04349260393835793
44.0	0.043014201728699686
45.0	0.04383223298796265
46.0	0.041844368335616805
47.0	0.040107269218104535
48.0	0.0387128424212508
49.0	0.03465920537758169
50.0	0.033086442896974926
51.0	0.031558720827964494
52.0	0.022683325126645726
53.0	0.024900043762237752
54.0	0.019105655675791814
55.0	0.01950310687541883
56.0	0.01621089624941189
57.0	0.012355680478450901
58.0	0.01628697802575703
59.0	0.008789575457601452
60.0	0.01049258993931109
61.0	0.008138315452087045
62.0	0.005050612640895842
63.0	0.012993550091328566
64.0	0.004324488167457816
65.0	0.011905885016698429
66.0	0.006619114542027268
67.0	0.004023204333131057
68.0	0.014468319244002777
69.0	0.004231364073211364
70.0	0.017450116222521544
71.0	0.007416451558124347
72.0	0.004130936128435777
73.0	0.01519809564270537
74.0	0.0028789344169001365
75.0	0.012079351466765349
76.0	0.005582576421101067
77.0	0.0022441080750762797
78.0	0.010162090702867797
79.0	0.0014394672084500682
80.0	0.00482845385396803
81.0	0.001601369228512528
82.0	8.162052966306729E-4
83.0	0.0021388108966146047
84.0	3.0371845116980293E-4
85.0	0.002364621608806983
86.0	8.107274087338228E-4
87.0	1.9476934744356103E-4
88.0	0.002393837010923517
89.0	1.1625295425537548E-4
90.0	9.391534472044209E-4
91.0	6.26913837083962E-5
92.0	1.034712158293918E-5
93.0	6.086542107611281E-6
94.0	4.869233686089025E-6
95.0	6.086542107611282E-6
96.0	1.0955775793700306E-5
97.0	7.303850529133538E-6
98.0	1.2781738425983691E-5
99.0	1.8259626322833846E-5
100.0	6.390869212991846E-4
