#Mapping quality	mapping quality
0.0	665936.0
1.0	2.0689592E7
2.0	168511.0
3.0	190691.0
4.0	106202.0
5.0	71138.0
6.0	498104.0
7.0	272861.0
8.0	233779.0
9.0	112564.0
10.0	123950.0
11.0	256395.0
12.0	523839.0
13.0	76839.0
14.0	182589.0
15.0	376174.0
16.0	292001.0
17.0	424873.0
18.0	421964.0
19.0	132410.0
20.0	193339.0
21.0	789778.0
22.0	285056.0
23.0	778955.0
24.0	1193090.0
25.0	411776.0
26.0	377296.0
27.0	383011.0
28.0	585656.0
29.0	472914.0
30.0	2342225.0
31.0	2049987.0
32.0	2376083.0
33.0	1656426.0
34.0	2158666.0
35.0	1932762.0
36.0	2301560.0
37.0	2385039.0
38.0	3151397.0
39.0	3339432.0
40.0	6688183.0
41.0	2.056021E7
42.0	2.85824558E8
