#Mapping quality	mapping quality
0.0	160770.0
1.0	6424869.0
2.0	39433.0
3.0	48707.0
4.0	20769.0
5.0	14777.0
6.0	163763.0
7.0	87701.0
8.0	69460.0
9.0	24324.0
10.0	23955.0
11.0	68216.0
12.0	167164.0
13.0	16284.0
14.0	40466.0
15.0	90851.0
16.0	59768.0
17.0	133540.0
18.0	138773.0
19.0	28982.0
20.0	37722.0
21.0	181254.0
22.0	63311.0
23.0	275864.0
24.0	424969.0
25.0	93747.0
26.0	80266.0
27.0	76261.0
28.0	101533.0
29.0	90638.0
30.0	813014.0
31.0	690256.0
32.0	827467.0
33.0	377516.0
34.0	779185.0
35.0	538744.0
36.0	490833.0
37.0	476616.0
38.0	582820.0
39.0	507525.0
40.0	1747600.0
41.0	3328636.0
42.0	8.8215834E7
