#Mapping quality	mapping quality
0.0	245039.0
1.0	9796343.0
2.0	62422.0
3.0	65789.0
4.0	33149.0
5.0	21778.0
6.0	250630.0
7.0	131099.0
8.0	100454.0
9.0	38931.0
10.0	41253.0
11.0	109645.0
12.0	260870.0
13.0	24146.0
14.0	64089.0
15.0	156701.0
16.0	112051.0
17.0	205475.0
18.0	203445.0
19.0	42629.0
20.0	64020.0
21.0	341340.0
22.0	100022.0
23.0	372038.0
24.0	627899.0
25.0	157787.0
26.0	138971.0
27.0	132185.0
28.0	203231.0
29.0	157449.0
30.0	1245633.0
31.0	1064004.0
32.0	1284464.0
33.0	693291.0
34.0	1147925.0
35.0	872302.0
36.0	953812.0
37.0	922006.0
38.0	1170299.0
39.0	996232.0
40.0	2445634.0
41.0	6347450.0
42.0	1.42938178E8
