#Coverage (X)	Coverage
1.0	5.935616881763963
2.0	3.0819065887582866
3.0	1.8116803360166642
4.0	1.10335620534768
5.0	0.6969030080207688
6.0	0.4575992158118396
7.0	0.31163168634967064
8.0	0.2196355628501152
9.0	0.15950584904574328
10.0	0.11863809613706167
11.0	0.09006035865579065
12.0	0.06949513197133683
13.0	0.05449728385316632
14.0	0.04324919128461602
15.0	0.03467003999789142
16.0	0.02810318891248187
17.0	0.02304183894219136
18.0	0.019058734939093824
19.0	0.015925444910806164
20.0	0.013435881080084755
21.0	0.011426699529494044
22.0	0.009824410172186049
23.0	0.008514576871917257
24.0	0.007429359803140301
25.0	0.006548175871131434
26.0	0.005832647327096652
27.0	0.0052417180516357575
28.0	0.004755538750188748
29.0	0.004349050146998934
30.0	0.004005007938133076
31.0	0.0037047369092988447
32.0	0.0034420731390838455
33.0	0.0032092383457040796
34.0	0.003000472197840054
35.0	0.002826341417915046
36.0	0.002667913961602153
37.0	0.002526107079091844
38.0	0.002395050369045748
39.0	0.0022722856009096404
40.0	0.002151795613286822
41.0	0.002038423487292107
42.0	0.0019341504833931822
43.0	0.0018383161814199411
44.0	0.0017418214593050152
45.0	0.001645693637271961
46.0	0.0015500794753506852
47.0	0.001464261545677914
48.0	0.001380314806439742
49.0	0.0012998169279825333
50.0	0.0012239053005771439
51.0	0.0011504152137291612
