#Coverage (X)	Coverage
1.0	5.6786489051456215
2.0	3.1525683162370512
3.0	1.9777889556660426
4.0	1.302751578297844
5.0	0.8903532787680462
6.0	0.6290629990188421
7.0	0.4583033704532369
8.0	0.34346445130711345
9.0	0.26394447164764756
10.0	0.2071962190884591
11.0	0.1656518290446627
12.0	0.13452307196858726
13.0	0.11078727820729739
14.0	0.09226946406219838
15.0	0.07760696262090505
16.0	0.0659449700674628
17.0	0.05651827958645583
18.0	0.04874139202365768
19.0	0.0423919659280898
20.0	0.03709660708416607
21.0	0.032673406430177465
22.0	0.028985436854739532
23.0	0.025894743926215824
24.0	0.023252109380408115
25.0	0.021005249955322824
26.0	0.01907491523280669
27.0	0.01739047694665885
28.0	0.015920271619620507
29.0	0.01466151081105238
30.0	0.013549730176180219
31.0	0.012569336461424996
32.0	0.011693325820601785
33.0	0.010916414892506054
34.0	0.010202133808761005
35.0	0.00958119210640973
36.0	0.009023614048587092
37.0	0.008511715051241708
38.0	0.008047146164742003
39.0	0.0076243671978204475
40.0	0.0072272345467752075
41.0	0.006859490592475481
42.0	0.0065346372579995204
43.0	0.006230770608340208
44.0	0.005932260699907488
45.0	0.005659910767477072
46.0	0.005415004961335512
47.0	0.005175969556532323
48.0	0.004952490715297131
49.0	0.004739872116559241
50.0	0.004553707013883468
51.0	0.004379099263857711
