#Coverage	Number of genomic locations
0.0	2.445492974E9
1.0	1.35496738E8
2.0	5.5679147E7
3.0	2.916706E7
4.0	1.7117388E7
5.0	1.0811839E7
6.0	7208383.0
7.0	5032156.0
8.0	3659432.0
9.0	2734396.0
10.0	2091232.0
11.0	1643225.0
12.0	1310645.0
13.0	1059817.0
14.0	867860.0
15.0	714785.0
16.0	599289.0
17.0	507445.0
18.0	433482.0
19.0	373083.0
20.0	321456.0
21.0	279042.0
22.0	244993.0
23.0	215090.0
24.0	190615.0
25.0	169094.0
26.0	151648.0
27.0	136300.0
28.0	119759.0
29.0	108427.0
30.0	98269.0
31.0	88810.0
32.0	80457.0
33.0	73933.0
34.0	68509.0
35.0	62081.0
36.0	57269.0
37.0	53233.0
38.0	48690.0
39.0	45395.0
40.0	42489.0
41.0	39250.0
42.0	36091.0
43.0	34133.0
44.0	32076.0
45.0	29991.0
46.0	27978.0
47.0	26350.0
48.0	25036.0
49.0	22807.0
50.0	22070.0
51.0	20360.0
52.0	19054.0
53.0	18116.0
54.0	17060.0
55.0	16173.0
56.0	15320.0
57.0	14830.0
58.0	13849.0
59.0	13174.0
60.0	12214.0
61.0	11732.0
62.0	11323.0
63.0	10546.0
64.0	10444.0
65.0	9791.0
66.0	9435.0
67.0	8977.0
68.0	8458.0
69.0	8092.0
70.0	7675.0
71.0	7419.0
72.0	7193.0
73.0	6901.0
74.0	6497.0
75.0	6254.0
76.0	5953.0
77.0	5786.0
78.0	5711.0
79.0	5370.0
80.0	5151.0
81.0	5065.0
82.0	4863.0
83.0	4720.0
84.0	4695.0
85.0	4480.0
86.0	4313.0
87.0	4185.0
88.0	4027.0
89.0	4025.0
90.0	3847.0
91.0	3666.0
92.0	3593.0
93.0	3431.0
94.0	3317.0
95.0	3356.0
96.0	3215.0
97.0	3158.0
98.0	3015.0
99.0	3135.0
100.0	2828.0
101.0	2786.0
102.0	2717.0
103.0	2690.0
104.0	2663.0
105.0	2613.0
106.0	2515.0
107.0	2417.0
108.0	2396.0
109.0	2372.0
110.0	2388.0
111.0	2277.0
112.0	2183.0
113.0	2242.0
114.0	2230.0
115.0	2138.0
116.0	2048.0
117.0	2103.0
118.0	2034.0
119.0	2013.0
120.0	1974.0
121.0	1851.0
122.0	1771.0
123.0	1773.0
124.0	1710.0
125.0	1735.0
126.0	1742.0
127.0	1648.0
128.0	1582.0
129.0	1667.0
130.0	1618.0
131.0	1628.0
132.0	1502.0
133.0	1457.0
134.0	1483.0
135.0	1468.0
136.0	1472.0
137.0	1468.0
138.0	1432.0
139.0	1304.0
140.0	1281.0
141.0	1310.0
142.0	1238.0
143.0	1218.0
144.0	1120.0
145.0	1104.0
146.0	1100.0
