#Mapping quality	mapping quality
0.0	586369.0
1.0	1.7836597E7
2.0	143060.0
3.0	154683.0
4.0	78445.0
5.0	49890.0
6.0	440648.0
7.0	230862.0
8.0	194909.0
9.0	81391.0
10.0	83398.0
11.0	204608.0
12.0	448838.0
13.0	55136.0
14.0	126397.0
15.0	291469.0
16.0	209268.0
17.0	350383.0
18.0	348180.0
19.0	90815.0
20.0	132432.0
21.0	588603.0
22.0	207629.0
23.0	729684.0
24.0	1074348.0
25.0	297774.0
26.0	259951.0
27.0	260143.0
28.0	368893.0
29.0	321554.0
30.0	2018985.0
31.0	1744144.0
32.0	2080715.0
33.0	1184141.0
34.0	1869937.0
35.0	1491000.0
36.0	1561955.0
37.0	1549696.0
38.0	1970742.0
39.0	1928493.0
40.0	5041720.0
41.0	1.2095343E7
42.0	2.19261467E8
