#Coverage	Number of genomic locations
0.0	2.583063367E9
1.0	7.5187106E7
2.0	3.0961224E7
3.0	1.5567521E7
4.0	8233201.0
5.0	4574288.0
6.0	2670966.0
7.0	1646359.0
8.0	1054221.0
9.0	699674.0
10.0	475674.0
11.0	333047.0
12.0	237903.0
13.0	174838.0
14.0	130320.0
15.0	98037.0
16.0	74649.0
17.0	57087.0
18.0	45253.0
19.0	35750.0
20.0	28497.0
21.0	23380.0
22.0	18567.0
23.0	15333.0
24.0	12172.0
25.0	10591.0
26.0	8885.0
27.0	7731.0
28.0	6655.0
29.0	5662.0
30.0	5013.0
31.0	4551.0
32.0	4156.0
33.0	3755.0
34.0	3410.0
35.0	3338.0
36.0	3388.0
37.0	3263.0
38.0	3282.0
39.0	3146.0
40.0	3190.0
41.0	2917.0
42.0	2639.0
43.0	2400.0
44.0	2303.0
45.0	2260.0
46.0	2052.0
47.0	2045.0
48.0	1918.0
49.0	1746.0
50.0	1765.0
51.0	1645.0
52.0	1526.0
53.0	1493.0
54.0	1397.0
55.0	1287.0
56.0	1040.0
57.0	887.0
58.0	757.0
59.0	636.0
60.0	501.0
61.0	388.0
62.0	330.0
63.0	262.0
64.0	209.0
65.0	163.0
66.0	151.0
67.0	123.0
68.0	112.0
69.0	113.0
70.0	102.0
71.0	111.0
72.0	157.0
73.0	145.0
74.0	176.0
75.0	161.0
76.0	230.0
77.0	254.0
78.0	545.0
79.0	770.0
80.0	942.0
81.0	405.0
82.0	133.0
83.0	18.0
84.0	5.0
