#Mapping quality	mapping quality
0.0	177207.0
1.0	6932330.0
2.0	47527.0
3.0	54329.0
4.0	26753.0
5.0	16559.0
6.0	181767.0
7.0	94935.0
8.0	87149.0
9.0	30754.0
10.0	33428.0
11.0	82438.0
12.0	201030.0
13.0	20289.0
14.0	50997.0
15.0	120776.0
16.0	83602.0
17.0	150261.0
18.0	157146.0
19.0	35673.0
20.0	53717.0
21.0	251499.0
22.0	79984.0
23.0	331239.0
24.0	522319.0
25.0	125379.0
26.0	105627.0
27.0	103788.0
28.0	148692.0
29.0	125379.0
30.0	899565.0
31.0	776254.0
32.0	932837.0
33.0	541304.0
34.0	821148.0
35.0	624314.0
36.0	687439.0
37.0	633283.0
38.0	787872.0
39.0	635326.0
40.0	1964334.0
41.0	3918427.0
42.0	1.11198312E8
