#Coverage (X)	Coverage
1.0	4.947757263963169
2.0	2.448546786164414
3.0	1.3622433262359692
4.0	0.8084677841963099
5.0	0.5069681904293617
6.0	0.3346484293261085
7.0	0.23092170295738867
8.0	0.16543675221535636
9.0	0.1225702377184632
10.0	0.09342028286602044
11.0	0.0726774031608386
12.0	0.05781472103366525
13.0	0.04681131413120454
14.0	0.03846107180696379
15.0	0.032020544420518604
16.0	0.026908415478587244
17.0	0.02282797288316374
18.0	0.01954557466069673
19.0	0.016911965856962752
20.0	0.014738413068684508
21.0	0.012942253706924589
22.0	0.011450584724968849
23.0	0.010210499130693051
24.0	0.009150598167721569
25.0	0.008256756182817071
26.0	0.007497749978824686
27.0	0.006836412577214901
28.0	0.006255976644155226
29.0	0.005754204089129189
30.0	0.00532206917006306
31.0	0.004935319791400161
32.0	0.004606687386058184
33.0	0.004320028350349503
34.0	0.0040721506535277285
35.0	0.003848011392150852
36.0	0.0036546550478249173
37.0	0.0034786897674905504
38.0	0.0033243349021034874
39.0	0.003186013570399382
40.0	0.0030620747219813893
41.0	0.00294800548583396
42.0	0.002840870661273698
43.0	0.0027459169195083177
44.0	0.002652834368163326
45.0	0.002562099977367893
46.0	0.002484647369612958
47.0	0.0024109004527019806
48.0	0.0023476101881954037
49.0	0.0022843933036966746
50.0	0.0022271202005725854
51.0	0.0021699571674673734
