#Coverage	Number of genomic locations
0.0	2.590684681E9
1.0	6.8116923E7
2.0	2.960761E7
3.0	1.5093361E7
4.0	8217485.0
5.0	4696640.0
6.0	2827111.0
7.0	1784817.0
8.0	1168343.0
9.0	794493.0
10.0	565355.0
11.0	405088.0
12.0	299902.0
13.0	227589.0
14.0	175539.0
15.0	139333.0
16.0	111214.0
17.0	89463.0
18.0	71780.0
19.0	59241.0
20.0	48955.0
21.0	40656.0
22.0	33799.0
23.0	28888.0
24.0	24362.0
25.0	20687.0
26.0	18025.0
27.0	15820.0
28.0	13676.0
29.0	11778.0
30.0	10541.0
31.0	8957.0
32.0	7813.0
33.0	6756.0
34.0	6109.0
35.0	5270.0
36.0	4796.0
37.0	4207.0
38.0	3770.0
39.0	3378.0
40.0	3109.0
41.0	2920.0
42.0	2588.0
43.0	2537.0
44.0	2473.0
45.0	2111.0
46.0	2010.0
47.0	1725.0
48.0	1723.0
49.0	1561.0
50.0	1558.0
51.0	1445.0
52.0	1264.0
53.0	1164.0
54.0	1115.0
55.0	1079.0
56.0	1009.0
57.0	927.0
58.0	944.0
59.0	890.0
60.0	773.0
61.0	851.0
62.0	729.0
63.0	769.0
64.0	697.0
65.0	668.0
66.0	623.0
67.0	651.0
68.0	533.0
69.0	487.0
70.0	484.0
71.0	388.0
72.0	460.0
73.0	370.0
74.0	388.0
75.0	377.0
76.0	357.0
77.0	357.0
78.0	388.0
79.0	380.0
80.0	377.0
81.0	340.0
82.0	373.0
83.0	316.0
84.0	284.0
85.0	290.0
86.0	272.0
87.0	290.0
88.0	262.0
89.0	269.0
90.0	267.0
91.0	247.0
92.0	243.0
93.0	268.0
94.0	217.0
95.0	205.0
96.0	237.0
97.0	223.0
98.0	196.0
99.0	213.0
100.0	242.0
101.0	218.0
102.0	199.0
103.0	199.0
104.0	197.0
105.0	188.0
106.0	200.0
107.0	214.0
108.0	199.0
109.0	203.0
110.0	210.0
111.0	171.0
112.0	214.0
113.0	210.0
114.0	211.0
115.0	187.0
116.0	178.0
117.0	178.0
118.0	189.0
119.0	171.0
120.0	190.0
121.0	212.0
122.0	174.0
123.0	185.0
124.0	217.0
125.0	196.0
126.0	164.0
127.0	221.0
128.0	188.0
129.0	186.0
130.0	212.0
131.0	236.0
132.0	225.0
133.0	216.0
134.0	232.0
135.0	202.0
136.0	211.0
137.0	204.0
138.0	194.0
139.0	207.0
140.0	206.0
141.0	183.0
142.0	212.0
143.0	190.0
144.0	211.0
145.0	176.0
146.0	177.0
147.0	193.0
148.0	178.0
149.0	186.0
150.0	192.0
151.0	182.0
152.0	204.0
153.0	190.0
154.0	192.0
155.0	191.0
156.0	178.0
157.0	167.0
158.0	181.0
159.0	197.0
160.0	161.0
161.0	163.0
162.0	174.0
163.0	173.0
164.0	189.0
165.0	169.0
166.0	165.0
167.0	166.0
168.0	204.0
169.0	167.0
170.0	159.0
171.0	136.0
172.0	156.0
173.0	155.0
174.0	169.0
175.0	158.0
176.0	142.0
177.0	145.0
178.0	128.0
179.0	136.0
180.0	126.0
181.0	127.0
182.0	117.0
183.0	147.0
184.0	98.0
185.0	117.0
186.0	106.0
187.0	121.0
188.0	96.0
189.0	128.0
190.0	108.0
191.0	121.0
192.0	98.0
193.0	114.0
194.0	110.0
195.0	95.0
196.0	98.0
197.0	112.0
198.0	89.0
199.0	83.0
200.0	94.0
201.0	86.0
202.0	80.0
203.0	75.0
204.0	66.0
205.0	85.0
206.0	76.0
207.0	80.0
208.0	78.0
209.0	71.0
210.0	87.0
211.0	69.0
212.0	76.0
213.0	66.0
214.0	71.0
215.0	68.0
216.0	71.0
217.0	70.0
218.0	58.0
219.0	52.0
220.0	68.0
221.0	66.0
222.0	49.0
223.0	67.0
224.0	63.0
225.0	66.0
226.0	54.0
227.0	41.0
228.0	57.0
229.0	69.0
230.0	57.0
231.0	80.0
232.0	50.0
233.0	61.0
234.0	51.0
235.0	57.0
236.0	73.0
237.0	60.0
238.0	59.0
239.0	64.0
240.0	81.0
241.0	59.0
242.0	53.0
243.0	49.0
244.0	61.0
245.0	53.0
246.0	49.0
247.0	58.0
248.0	49.0
249.0	62.0
250.0	45.0
251.0	45.0
252.0	48.0
253.0	52.0
254.0	57.0
255.0	48.0
256.0	63.0
257.0	48.0
258.0	41.0
259.0	57.0
260.0	58.0
261.0	52.0
262.0	52.0
263.0	47.0
264.0	61.0
265.0	46.0
266.0	43.0
267.0	52.0
268.0	49.0
269.0	66.0
270.0	50.0
271.0	35.0
272.0	47.0
273.0	53.0
274.0	39.0
275.0	34.0
276.0	38.0
277.0	40.0
278.0	35.0
279.0	40.0
280.0	35.0
281.0	32.0
282.0	33.0
283.0	31.0
284.0	29.0
285.0	25.0
286.0	32.0
287.0	37.0
288.0	38.0
289.0	48.0
290.0	35.0
291.0	37.0
292.0	37.0
293.0	40.0
294.0	35.0
295.0	38.0
296.0	50.0
297.0	49.0
298.0	36.0
299.0	42.0
300.0	50.0
301.0	42.0
302.0	51.0
303.0	42.0
304.0	40.0
305.0	41.0
306.0	39.0
307.0	35.0
308.0	30.0
309.0	45.0
310.0	42.0
311.0	34.0
312.0	45.0
313.0	41.0
314.0	44.0
315.0	45.0
316.0	42.0
317.0	40.0
318.0	47.0
319.0	39.0
320.0	53.0
321.0	42.0
322.0	51.0
323.0	36.0
324.0	40.0
325.0	47.0
326.0	39.0
327.0	32.0
328.0	36.0
329.0	29.0
330.0	28.0
331.0	33.0
332.0	36.0
333.0	44.0
334.0	34.0
335.0	26.0
336.0	35.0
337.0	37.0
338.0	34.0
339.0	27.0
340.0	27.0
341.0	32.0
342.0	38.0
343.0	35.0
344.0	26.0
345.0	35.0
346.0	27.0
347.0	36.0
348.0	38.0
349.0	35.0
350.0	31.0
351.0	32.0
352.0	36.0
353.0	35.0
354.0	32.0
355.0	33.0
356.0	36.0
357.0	29.0
358.0	50.0
359.0	24.0
360.0	33.0
361.0	38.0
362.0	40.0
363.0	33.0
364.0	29.0
365.0	36.0
366.0	24.0
367.0	32.0
368.0	28.0
369.0	20.0
370.0	29.0
371.0	27.0
372.0	30.0
373.0	25.0
374.0	20.0
375.0	23.0
376.0	27.0
377.0	31.0
378.0	34.0
379.0	23.0
380.0	32.0
381.0	23.0
382.0	26.0
383.0	27.0
384.0	31.0
385.0	35.0
386.0	17.0
387.0	25.0
388.0	31.0
389.0	24.0
390.0	27.0
391.0	29.0
392.0	21.0
393.0	13.0
394.0	26.0
395.0	31.0
396.0	23.0
397.0	37.0
398.0	18.0
399.0	23.0
400.0	37.0
401.0	20.0
402.0	26.0
403.0	23.0
404.0	16.0
405.0	15.0
406.0	22.0
407.0	9.0
408.0	28.0
409.0	20.0
410.0	15.0
411.0	19.0
412.0	23.0
413.0	21.0
414.0	14.0
415.0	19.0
416.0	23.0
417.0	20.0
418.0	25.0
419.0	22.0
420.0	21.0
421.0	30.0
422.0	18.0
423.0	15.0
424.0	17.0
425.0	21.0
426.0	23.0
427.0	19.0
428.0	25.0
429.0	21.0
430.0	15.0
431.0	27.0
432.0	13.0
433.0	18.0
434.0	16.0
435.0	21.0
436.0	18.0
437.0	17.0
438.0	22.0
439.0	15.0
440.0	17.0
441.0	20.0
442.0	17.0
443.0	18.0
444.0	19.0
445.0	18.0
446.0	26.0
447.0	24.0
448.0	20.0
449.0	18.0
450.0	13.0
451.0	20.0
452.0	19.0
453.0	18.0
454.0	9.0
455.0	16.0
456.0	15.0
457.0	13.0
458.0	15.0
459.0	12.0
460.0	29.0
461.0	16.0
462.0	19.0
463.0	22.0
464.0	19.0
465.0	17.0
466.0	13.0
467.0	14.0
468.0	16.0
469.0	19.0
470.0	9.0
471.0	14.0
472.0	24.0
473.0	24.0
474.0	9.0
475.0	8.0
476.0	16.0
477.0	14.0
478.0	15.0
479.0	15.0
480.0	13.0
481.0	20.0
482.0	23.0
483.0	9.0
484.0	17.0
485.0	18.0
486.0	16.0
487.0	17.0
488.0	19.0
489.0	10.0
490.0	13.0
491.0	13.0
492.0	14.0
493.0	11.0
494.0	12.0
495.0	13.0
496.0	17.0
497.0	15.0
498.0	16.0
499.0	16.0
500.0	17.0
501.0	18.0
502.0	20.0
503.0	12.0
504.0	16.0
505.0	16.0
506.0	13.0
507.0	21.0
508.0	14.0
509.0	14.0
510.0	12.0
511.0	21.0
512.0	18.0
