#GC Content (%)	Sample
1.0	0.0
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	1.2251553803311105E-6
7.0	0.0
8.0	1.2251553803311105E-6
9.0	1.2251553803311105E-6
10.0	2.450310760662221E-6
11.0	2.450310760662221E-6
12.0	4.900621521324442E-6
13.0	1.8377330704966657E-5
14.0	2.3277952226291105E-5
15.0	2.9403729127946658E-5
16.0	4.533074907225109E-5
17.0	7.718478896085997E-5
18.0	1.2374069341344218E-4
19.0	1.874487731906599E-4
20.0	3.258913311680754E-4
21.0	4.54532646102842E-4
22.0	7.179410528740308E-4
23.0	0.0010462826948027682
24.0	0.0016404830542633571
25.0	0.002565475366413345
26.0	0.002897492474483076
27.0	0.004250064014368622
28.0	0.005792534638205491
29.0	0.007321528552858717
30.0	0.009055123416027237
31.0	0.01136331615257105
32.0	0.013733991813511748
33.0	0.01650284297306006
34.0	0.01951917551943525
35.0	0.022713155595958455
36.0	0.02650011087656192
37.0	0.031090768086662588
38.0	0.0359705619665214
39.0	0.04116644593450565
40.0	0.04587716837187877
41.0	0.048643569220666406
42.0	0.05113431010887956
43.0	0.0518645027155569
44.0	0.05202009744885896
45.0	0.05182039712186498
46.0	0.050570738633927255
47.0	0.048347081618626275
48.0	0.04615160317707294
49.0	0.0426611354985096
50.0	0.039051827748054144
51.0	0.03802024691781536
52.0	0.02769096190624376
53.0	0.026705936980457548
54.0	0.023341660306068317
55.0	0.019574307511550152
56.0	0.01625168612009218
57.0	0.013529390864996453
58.0	0.01053511111546722
59.0	0.008323705653969565
60.0	0.00688414808208051
61.0	0.005153003529672651
62.0	0.004205958420676703
63.0	0.003223383805651151
64.0	0.00253729679266573
65.0	0.00200802966836269
66.0	0.001520417826990908
67.0	0.0012766119063050171
68.0	0.0010254550533371394
69.0	8.453572124284661E-4
70.0	6.848618576050908E-4
71.0	5.917500486999263E-4
72.0	5.304922796833708E-4
73.0	4.8026090908979534E-4
74.0	3.7857301252231315E-4
75.0	3.540699049156909E-4
76.0	2.719844944335065E-4
77.0	2.340046776432421E-4
78.0	1.9234939471198434E-4
79.0	1.2374069341344215E-4
80.0	7.718478896085997E-5
81.0	6.370807977721774E-5
82.0	2.8178573747615546E-5
83.0	1.8377330704966657E-5
84.0	1.2251553803311105E-5
85.0	8.576087662317774E-6
86.0	2.450310760662221E-6
87.0	4.900621521324442E-6
88.0	0.0
89.0	1.2251553803311105E-6
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
