#Mapping quality	mapping quality
0.0	451771.0
1.0	2.1216083E7
2.0	131413.0
3.0	125351.0
4.0	69284.0
5.0	45895.0
6.0	494598.0
7.0	234004.0
8.0	152456.0
9.0	70327.0
10.0	76369.0
11.0	175182.0
12.0	434350.0
13.0	47221.0
14.0	96659.0
15.0	276418.0
16.0	200230.0
17.0	311600.0
18.0	295572.0
19.0	76488.0
20.0	113822.0
21.0	465989.0
22.0	159433.0
23.0	488569.0
24.0	782282.0
25.0	241465.0
26.0	226779.0
27.0	227239.0
28.0	324618.0
29.0	270318.0
30.0	2028252.0
31.0	1691674.0
32.0	1889903.0
33.0	896060.0
34.0	1841501.0
35.0	1384014.0
36.0	1370147.0
37.0	1390192.0
38.0	1810861.0
39.0	1941417.0
40.0	4008541.0
41.0	1.2330404E7
42.0	1.76068544E8
