#Coverage (X)	Coverage
1.0	8.693084586386618
2.0	4.542687573473415
3.0	3.253958659560169
4.0	2.4554424164151953
5.0	1.9007710144401528
6.0	1.498738229326591
7.0	1.1994332117227344
8.0	0.9717834136454115
9.0	0.7949088081379898
10.0	0.6556539358546587
11.0	0.5446613403602782
12.0	0.45538956005526643
13.0	0.3827375096902301
14.0	0.3231672084441044
15.0	0.27396799849547904
16.0	0.23331488213599982
17.0	0.1995298418309801
18.0	0.17130242055002043
19.0	0.14762921994308442
20.0	0.12773710815294237
21.0	0.11093011241004547
22.0	0.09671489886129336
23.0	0.0846189001983646
24.0	0.07434635826344049
25.0	0.06563523301646512
26.0	0.058149333910364476
27.0	0.051689177369411254
28.0	0.04609516185701068
29.0	0.04119396377343776
30.0	0.03688053962460458
31.0	0.03312197847297682
32.0	0.02981558498500192
33.0	0.026860168117494254
34.0	0.024232539785131735
35.0	0.02186680473279523
36.0	0.0197526897581497
37.0	0.017834609498436294
38.0	0.016080643646347426
39.0	0.014506312075440064
40.0	0.013059881873857648
41.0	0.011743811272154403
42.0	0.01055898083053819
43.0	0.009488256315080434
44.0	0.008512375471369182
45.0	0.0076168457460710215
46.0	0.006794989557661779
47.0	0.006040276084647189
48.0	0.005355126867584659
49.0	0.004710556799821575
50.0	0.004139330058876567
51.0	0.0036181851794054865
