#Mapping quality	mapping quality
0.0	542794.0
1.0	1.6802709E7
2.0	133527.0
3.0	149574.0
4.0	75029.0
5.0	48807.0
6.0	435620.0
7.0	227358.0
8.0	197204.0
9.0	87184.0
10.0	90644.0
11.0	210188.0
12.0	449376.0
13.0	53342.0
14.0	142797.0
15.0	304498.0
16.0	235349.0
17.0	357951.0
18.0	368023.0
19.0	100379.0
20.0	146295.0
21.0	682228.0
22.0	229071.0
23.0	716746.0
24.0	1124546.0
25.0	333756.0
26.0	301060.0
27.0	296062.0
28.0	459457.0
29.0	369821.0
30.0	2034744.0
31.0	1779996.0
32.0	2130808.0
33.0	1445198.0
34.0	1875664.0
35.0	1625034.0
36.0	1932641.0
37.0	1925564.0
38.0	2488695.0
39.0	2368091.0
40.0	5230732.0
41.0	1.423038E7
42.0	2.57704174E8
