#Position (bp)	Coverage
3406923.0	0.15029282292156632
1.0220768E7	0.529456716435434
1.7034613E7	0.31976042895017426
2.3848458E7	0.21080329828459554
3.0662303E7	0.698497837858067
3.7476148E7	0.5134457857494557
4.4289993E7	0.3427625665098047
5.1103838E7	0.2096079379557357
5.7917683E7	0.29137572105030274
6.4731528E7	0.33856009345677807
7.1545373E7	0.1294904712390728
7.8359218E7	0.8354942033462751
8.5173063E7	0.35805716155856204
9.1986908E7	0.4184829563924627
9.8800753E7	0.179164480553931
1.05614598E8	0.09047065203273628
1.12428443E8	0.2363449711579879
1.19242288E8	0.3636594316424867
1.26056133E8	0.6209878563424909
1.300790245E8	0.16478589019901976
1.33485947E8	0.7169109051798964
1.39683823E8	0.4537609822354339
1.46497668E8	0.05065128426020844
1.53311513E8	0.6164222990103239
1.60125358E8	0.37255264832117546
1.66939203E8	0.47929340922782954
1.73753048E8	0.49648385016095903
1.80566893E8	0.4482640858428685
1.87380738E8	0.7040898347408842
1.94194583E8	0.46019464780898306
2.01008428E8	0.6426888196018548
2.07822273E8	1.1120847333627342
2.14636118E8	0.7610051299963531
2.21449963E8	1.1416989966751518
2.28263808E8	1.064601410804032
2.35077653E8	1.1847526616763369
2.41891498E8	0.7551567433658969
2.48705343E8	1.0079551266575626
2.52444901E8	0.44631135281712264
2.558518235E8	0.4020999015381453
2.62333033E8	0.16079218121339714
2.69146878E8	0.24276234636978095
2.75960723E8	0.14102067188202844
2.82774568E8	0.2777873579454772
2.89588413E8	0.0963617458277962
2.96402258E8	0.16543992415442382
3.03216103E8	0.1900495241673387
3.10029948E8	0.4202517081031341
3.16843793E8	0.09037056170194654
3.23657638E8	0.7229273633315698
3.30471483E8	0.9373165958427291
3.37285328E8	0.6529766967108879
3.44099173E8	0.12655497740262656
3.50913018E8	0.4799384194973616
3.57726863E8	0.5258241125238393
3.64540708E8	0.5996788890853842
3.704270945E8	0.19041655777216365
3.73834017E8	0.0
3.78168398E8	0.24426032585126312
3.84982243E8	1.0345762194473165
3.91796088E8	0.5065755091288399
3.98609933E8	0.20765001258467136
4.05423778E8	0.5055748993409741
4.12237623E8	0.37648948574556657
4.19051468E8	0.8369895411474725
4.25865313E8	0.6431317413296017
4.32679158E8	0.2281055703497805
4.39493003E8	0.3208377942263142
4.46306848E8	0.21138300034708743
4.53120693E8	0.17556768608619655
4.59934538E8	0.11162640183332612
4.66748383E8	0.45642350244245355
4.73562228E8	0.30562729266662214
4.80376073E8	0.39420224557500205
4.87189918E8	0.33823003018119724
4.91962519E8	0.1667379987310337
4.953694415E8	0.004412995212723222
5.00817608E8	0.19367302895795252
5.07631453E8	0.14986707211567038
5.14445298E8	0.40928477240089844
5.21259143E8	0.47694246053439726
5.28072988E8	0.2588032160989867
5.34886833E8	0.044806713390163705
5.41700678E8	0.38486317196824993
5.48514523E8	0.6789105123465532
5.55328368E8	0.4110802344344493
5.62142213E8	0.44610891501054106
5.68956058E8	0.5551504326852167
5.75769903E8	0.12984636427743806
5.82583748E8	0.14633118305450155
5.89397593E8	0.0670065139433022
5.96211438E8	0.2423627188467011
6.03025283E8	0.008711381019086873
6.09839128E8	0.0894795816458989
6.15738246E8	0.5228644783284457
6.191451685E8	0.0
6.23466818E8	0.3541279556549936
6.30280663E8	0.2303649407933406
6.37094508E8	0.01068779815214464
6.43908353E8	0.17661834103945717
6.50722198E8	0.26223696018914433
6.57536043E8	0.26156127707630566
6.64349888E8	0.058340922049151395
6.71163733E8	0.3109226875574657
6.77977578E8	0.7504730442209941
6.84791423E8	0.34039209873426823
6.91605268E8	0.34915293787868673
6.98419113E8	1.0759767796302968
7.05232958E8	0.3242527530344468
7.12046803E8	0.29310543459676586
7.18860648E8	0.755931929769462
7.222708485E8	0.0
7.25677771E8	0.26117078325894494
7.32488338E8	1.361814805003636
7.39302183E8	0.9506403506390299
7.46116028E8	0.3734070851332838
7.52929873E8	0.6197612361302612
7.59743718E8	0.3544116427655751
7.66557563E8	0.3031652466412136
7.73371408E8	0.5664781045063396
7.80185253E8	0.3431583782724732
7.86999098E8	0.06247705957502702
7.93812943E8	0.03232961712513273
8.00626788E8	0.14888040452930762
8.07440633E8	0.12216391772927034
8.14254478E8	0.7549948670684467
8.190716475E8	0.2879481395812223
8.2247857E8	0.17274940269462916
8.27882168E8	0.37254164131998896
8.34696013E8	0.3910137374712809
8.41509858E8	0.38331969688186335
8.48323703E8	1.1406700622042327
8.55137548E8	1.2808119351115266
8.61951393E8	48.489707353190454
8.68765238E8	0.690257996769812
8.75579083E8	0.6162218248287127
8.82392928E8	0.1538134489410898
8.89206773E8	0.3308396360645128
8.96020618E8	0.4180580861466617
9.02834463E8	0.4180536833461871
9.09648308E8	0.2653739555273124
9.14262198E8	0.0805605784745654
9.176691205E8	0.1197844955919553
9.23275998E8	0.5701161385385197
9.30089843E8	0.20733506559072007
9.36903688E8	0.1440406994875874
9.43717533E8	0.07542716337104821
9.50531378E8	0.974044610642009
9.57345223E8	0.29491997543237336
9.64159068E8	0.2433645027146934
9.70972913E8	0.1975043459309685
9.77786758E8	0.3425299518847288
9.84600603E8	0.24898673216076972
9.91414448E8	0.3589457934543565
9.98228293E8	0.4315422496402545
1.00390351E9	0.20870063389035243
1.0073104325E9	0.0
1.011855983E9	1.5846719436676355
1.018669828E9	0.3700867865353556
1.025483673E9	0.22974165100615
