#Mapping quality	mapping quality
0.0	465010.0
1.0	2.1249221E7
2.0	139462.0
3.0	129432.0
4.0	71958.0
5.0	49617.0
6.0	495282.0
7.0	235757.0
8.0	155297.0
9.0	77089.0
10.0	80577.0
11.0	178488.0
12.0	427847.0
13.0	52219.0
14.0	104466.0
15.0	268981.0
16.0	195800.0
17.0	309247.0
18.0	302081.0
19.0	86675.0
20.0	123823.0
21.0	446816.0
22.0	170146.0
23.0	496295.0
24.0	778790.0
25.0	259187.0
26.0	242872.0
27.0	248330.0
28.0	338080.0
29.0	296682.0
30.0	2034173.0
31.0	1683955.0
32.0	1868787.0
33.0	937776.0
34.0	1844597.0
35.0	1391996.0
36.0	1365701.0
37.0	1412030.0
38.0	1845503.0
39.0	2106555.0
40.0	4571414.0
41.0	1.5123341E7
42.0	1.73134558E8
